,Geneid,_filesTien_Cont1_S25sorted,_filesTien_Cont2_S26sorted,_filesTien_Cont3_S27sorted,_filesTien_Zn1_S28sorted,_filesTien_Zn2_S29sorted,_filesTien_Zn3_S30sorted
52219,ENSG000000883671,151,2306,3086,2756,2541,1664
52220,ENSG00000239089,0,0,0,1,0,0
52221,ENSG00000232406,0,1,6,17,14,3
52222,ENSG00000269650,0,0,0,0,0,0
52223,ENSG00000131043,140,1749,2396,2152,1733,1276
52224,ENSG000000808451,194,2894,4077,3673,3139,2072
52225,ENSG00000232907,7,75,105,85,83,46
52226,ENSG00000101335,74,865,1142,1393,1162,830
52227,ENSG00000259716,0,0,0,0,0,1
52228,ENSG00000118707,298,4161,5884,4777,3847,2750
52229,ENSG00000259399,0,0,0,0,0,0
52230,ENSG000001010841,126,1633,2282,2255,2010,1645
52231,ENSG00000101082,0,7,8,8,13,8
52232,ENSG00000227688,0,4,4,4,8,9
52233,ENSG000001010791,118,1359,1995,1420,1380,862
52234,ENSG00000202255,0,0,1,2,1,0
52235,ENSG00000265441,0,1,0,0,0,1
52236,ENSG000001496361,91,1464,2221,1797,1673,1067
52237,ENSG000001496391,388,5402,7511,6724,5626,3701
52238,ENSG00000242509,0,0,0,0,0,1
52239,ENSG00000101342,0,21,40,22,36,29
52240,ENSG00000101347,94,1372,1905,1346,1066,759
52241,ENSG00000080839,83,1061,1677,1242,1110,759
52242,ENSG00000231241,0,5,7,3,7,5
52243,ENSG00000226144,0,0,0,2,2,1
52244,ENSG00000269846,2,9,6,7,5,5
52245,ENSG000001013531,1,78,129,93,108,57
52246,ENSG00000236159,0,4,1,3,2,6
52247,ENSG000001187051,867,12590,18490,14315,13146,8536
52248,ENSG00000118702,2,16,17,17,17,8
52249,ENSG00000101363,118,1499,2265,1913,1578,1121
52250,ENSG00000197122,200,2511,3372,3074,2757,1929
52251,ENSG00000213979,0,4,3,3,8,4
52252,ENSG00000166619,289,4011,5419,4936,4425,3224
52253,ENSG00000053438,8,164,183,140,154,88
52254,ENSG00000235044,0,8,8,1,2,4
52255,ENSG00000228234,0,0,0,0,0,0
52256,ENSG00000225759,0,0,0,0,0,0
52257,ENSG00000204117,0,11,24,21,19,18
52258,ENSG000001327921,175,2539,3643,3003,2636,1849
52259,ENSG00000132821,0,30,44,47,35,33
52260,ENSG00000199683,0,0,2,0,4,1
52261,ENSG00000101407,204,2769,3966,3383,3181,2276
52262,ENSG00000101413,92,1435,2071,1589,1403,969
52263,ENSG00000252791,0,0,0,0,0,1
52264,ENSG00000264767,0,0,0,0,0,0
52265,ENSG00000198959,12,94,115,126,99,90
52266,ENSG00000149633,0,4,14,6,6,0
52267,ENSG00000101425,0,1,0,2,0,0
52268,ENSG00000206249,0,0,0,0,0,0
52269,ENSG00000129988,2,32,47,26,39,19
52270,ENSG00000224635,0,30,29,52,31,37
52271,ENSG00000196756,72,936,1334,1230,1168,820
52272,ENSG00000235408,0,36,42,70,42,33
52273,ENSG00000225091,1,4,18,13,21,8
52274,ENSG00000201512,0,5,12,14,5,4
52275,ENSG00000200354,0,4,2,4,2,2
52276,ENSG00000201811,0,0,0,0,0,0
52277,ENSG000001743651,23,349,404,371,358,262
52278,ENSG00000199266,0,11,12,9,13,3
52279,ENSG000001704711,346,4425,6611,5789,5122,3484
52280,ENSG00000263473,0,0,1,0,0,0
52281,ENSG00000231307,0,4,9,6,1,5
52282,ENSG00000182035,0,0,0,0,0,0
52283,ENSG00000124143,0,12,20,42,37,21
52284,ENSG00000213959,0,0,1,0,0,2
52285,ENSG00000101438,0,0,3,0,8,0
52286,ENSG00000101442,51,513,839,672,568,351
52287,ENSG00000199691,0,13,14,16,6,6
52288,ENSG00000101445,75,958,1536,1453,1357,879
52289,ENSG00000240474,0,0,0,4,0,0
52290,ENSG00000101447,235,2990,4486,3657,3275,2068
52291,ENSG00000261431,0,0,2,1,4,4
52292,ENSG000001014521,101,1367,1973,1511,1404,985
52293,ENSG00000223864,3,21,34,43,18,13
52294,ENSG00000230324,0,0,0,0,2,0
52295,ENSG00000211534,0,0,0,0,0,0
52296,ENSG00000224357,0,0,0,0,0,0
52297,ENSG00000263943,0,0,0,0,0,0
52298,ENSG00000241840,0,0,0,0,0,0
52299,ENSG00000229976,0,15,10,8,4,5
52300,ENSG00000234878,0,0,0,0,0,2
52301,ENSG00000237767,0,0,2,2,0,2
52302,ENSG00000233415,0,0,0,1,0,0
52303,ENSG00000263518,0,0,0,2,0,0
52304,ENSG00000223410,0,2,3,0,0,1
52305,ENSG00000252434,0,0,0,0,0,0
52306,ENSG00000204103,194,2689,3866,2681,2394,1518
52307,ENSG00000229771,0,0,0,0,0,0
52308,ENSG00000238908,0,0,0,0,0,0
52309,ENSG00000222612,0,0,8,0,0,0
52310,ENSG00000198900,615,8917,13071,11010,9919,6731
52311,ENSG00000226648,4,32,41,30,35,17
52312,ENSG000001241811,849,12175,16713,14742,13259,9334
52313,ENSG000001743061,126,1249,1805,1443,1309,848
52314,ENSG00000272029,0,6,3,7,2,5
52315,ENSG00000272407,0,0,0,0,0,0
52316,ENSG00000242748,0,4,1,7,2,3
52317,ENSG00000263989,0,0,0,0,0,1
52318,ENSG00000235102,0,0,0,0,0,0
52319,ENSG00000132793,23,388,530,491,434,286
52320,ENSG00000183798,125,1399,1973,2135,1835,1272
52321,ENSG00000229398,0,0,0,0,0,0
52322,ENSG000001241771,395,5385,8048,5919,5208,3604
52323,ENSG00000235088,0,0,3,0,8,0
52324,ENSG00000232493,0,1,2,0,1,3
52325,ENSG00000252386,0,0,0,0,0,0
52326,ENSG00000199287,0,0,0,0,0,0
52327,ENSG00000212224,0,0,0,0,0,0
52328,ENSG00000225458,0,0,0,0,0,0
52329,ENSG00000223651,0,0,0,0,0,0
52330,ENSG00000228959,0,0,0,0,0,0
52331,ENSG00000196090,2,68,117,52,36,14
52332,ENSG00000229892,0,1,0,0,0,0
52333,ENSG00000229042,0,0,0,0,0,0
52334,ENSG00000227599,0,0,0,0,0,0
52335,ENSG00000223190,0,0,0,0,0,0
52336,ENSG00000233508,0,0,0,0,0,0
52337,ENSG00000240639,0,0,0,0,0,0
52338,ENSG00000226038,0,0,4,0,1,1
52339,ENSG00000252193,0,0,0,0,0,0
52340,ENSG00000237555,0,0,0,0,0,0
52341,ENSG00000201021,0,0,0,0,0,0
52342,ENSG00000233711,0,2,1,0,2,2
52343,ENSG00000206998,0,0,0,0,0,0
52344,ENSG000001241931,447,6039,8709,7358,6453,4775
52345,ENSG00000201372,3,4,0,4,2,2
52346,ENSG000001855131,85,1017,1269,1173,1006,733
52347,ENSG00000234271,0,9,16,6,7,9
52348,ENSG00000226143,0,0,0,0,0,0
52349,ENSG000001010491,4,68,73,79,59,43
52350,ENSG00000101052,101,1279,1827,1593,1306,963
52351,ENSG00000215467,0,1,0,2,1,0
52352,ENSG000001010571,1063,15062,21365,18362,15891,11362
52353,ENSG00000124196,0,0,0,0,0,0
52354,ENSG00000206801,0,0,0,0,0,0
52355,ENSG00000233277,0,0,0,0,0,0
52356,ENSG000001241911,14,196,295,267,231,205
52357,ENSG00000241229,0,0,0,0,2,0
52358,ENSG00000149596,2,93,100,189,182,124
52359,ENSG00000132823,91,1191,1730,1560,1425,958
52360,ENSG00000223891,20,252,321,301,255,205
52361,ENSG000001241941,66,1337,2024,1843,1702,1033
52362,ENSG00000197296,25,325,395,339,284,208
52363,ENSG00000101074,0,1,2,2,11,0
52364,ENSG00000201363,0,0,0,0,0,0
52365,ENSG00000226812,0,3,0,0,1,0
52366,ENSG000001010761,0,9,11,18,10,9
52367,ENSG00000229005,0,0,0,0,0,0
52368,ENSG00000233376,0,0,0,0,0,0
52369,ENSG00000266151,0,0,0,0,0,0
52370,ENSG00000265893,0,0,0,2,0,0
52371,ENSG00000273283,0,0,0,0,0,1
52372,ENSG00000237907,0,0,0,0,0,0
52373,ENSG00000168746,0,0,0,0,2,0
52374,ENSG00000226243,5,25,30,26,40,32
52375,ENSG00000124120,85,1332,1827,1660,1515,1092
52376,ENSG00000132824,275,3872,5368,4561,3839,2741
52377,ENSG00000168734,124,1830,2389,2105,1986,1268
52378,ENSG00000269605,0,1,3,3,8,5
52379,ENSG00000196839,56,750,1304,1341,1088,771
52380,ENSG00000132832,0,3,4,3,2,3
52381,ENSG00000244558,0,5,2,1,3,6
52382,ENSG00000064205,0,3,1,4,1,4
52383,ENSG00000124249,1,7,8,2,4,3
52384,ENSG00000101098,41,467,709,641,528,383
52385,ENSG00000263911,0,0,0,0,0,0
52386,ENSG00000166913,780,10460,15363,12287,11062,7582
52387,ENSG00000101104,157,2161,2831,2813,2380,1769
52388,ENSG00000025772,167,2325,3207,3124,2650,1846
52389,ENSG00000227477,0,7,2,11,2,1
52390,ENSG00000101109,195,2419,3333,2839,2655,1771
52391,ENSG00000252021,0,0,0,0,0,0
52392,ENSG00000124134,7,78,113,88,78,55
52393,ENSG00000175121,0,0,0,2,0,0
52394,ENSG00000168703,0,0,0,0,0,0
52395,ENSG00000124102,0,0,0,0,0,0
52396,ENSG000001242331,5,124,181,140,86,67
52397,ENSG00000124157,0,0,0,0,0,0
52398,ENSG00000233352,0,0,0,0,0,0
52399,ENSG00000243995,0,0,0,0,0,0
52400,ENSG00000124107,0,0,0,2,0,0
52401,ENSG000001241591,7,37,29,34,57,20
52402,ENSG00000124232,1,2,6,5,2,2
52403,ENSG00000124145,205,2644,3862,4038,3456,2371
52404,ENSG00000204070,34,467,770,563,467,340
52405,ENSG00000254806,0,2,1,0,0,0
52406,ENSG00000124251,1,5,8,15,10,6
52407,ENSG00000232880,0,0,0,2,0,0
52408,ENSG00000244274,3,70,93,66,64,43
52409,ENSG000001241551,166,2358,3284,2608,2387,1618
52410,ENSG00000269549,2,26,29,18,36,24
52411,ENSG00000234011,0,0,0,0,0,0
52412,ENSG00000268111,0,1,0,6,1,0
52413,ENSG000001014431,14,245,333,300,293,165
52414,ENSG00000237464,0,0,0,0,0,0
52415,ENSG00000237068,0,0,0,0,0,0
52416,ENSG00000101446,0,0,0,0,0,0
52417,ENSG00000243543,0,1,0,0,0,0
52418,ENSG00000232135,0,0,0,0,0,0
52419,ENSG00000249139,0,0,0,0,0,0
52420,ENSG00000101448,0,19,7,4,0,9
52421,ENSG00000229900,0,0,0,0,0,0
52422,ENSG00000158901,0,2,0,0,0,0
52423,ENSG00000201923,0,0,0,0,0,0
52424,ENSG00000230860,0,0,0,0,0,0
52425,ENSG00000180205,0,0,0,0,0,0
52426,ENSG00000180305,0,3,3,0,0,2
52427,ENSG00000235508,12,165,323,238,181,137
52428,ENSG00000180083,0,2,0,0,1,0
52429,ENSG00000182931,0,4,3,3,6,3
52430,ENSG00000168634,0,1,0,2,0,0
52431,ENSG00000266071,0,0,0,0,0,0
52432,ENSG00000149651,0,0,1,1,1,0
52433,ENSG00000226188,0,0,2,0,0,0
52434,ENSG000001241161,0,3,6,3,2,2
52435,ENSG00000168630,0,0,0,0,0,0
52436,ENSG00000221046,0,0,0,0,0,0
52437,ENSG00000101457,115,1566,2178,1823,1779,1110
52438,ENSG000001750631,493,6539,9552,8793,8220,5599
52439,ENSG00000101470,0,15,21,36,25,18
52440,ENSG000001241041,51,702,983,710,683,421
52441,ENSG000001014731,69,802,1117,803,706,421
52442,ENSG00000132801,15,145,207,130,132,88
52443,ENSG00000168612,62,862,1178,995,910,568
52444,ENSG00000149634,5,68,81,75,58,47
52445,ENSG00000124257,1,16,27,19,26,11
52446,ENSG000000646011,88,1239,1771,1639,1501,1025
52447,ENSG00000271984,0,2,5,6,0,3
52448,ENSG000001009791,139,1660,2367,2105,1848,1195
52449,ENSG00000100982,60,981,1316,1103,1082,711
52450,ENSG00000198026,102,1384,1708,1559,1456,1015
52451,ENSG00000235525,0,0,2,0,0,0
52452,ENSG00000100985,8,133,182,100,70,78
52453,ENSG00000204044,2,25,34,28,21,10
52454,ENSG00000203346,0,0,3,3,1,1
52455,ENSG00000124140,6,85,110,97,71,50
52456,ENSG00000124160,195,2616,3662,2928,2690,1775
52457,ENSG00000213820,2,0,1,5,2,3
52458,ENSG00000101017,11,111,165,148,119,104
52459,ENSG00000229957,0,0,0,0,0,0
52460,ENSG00000149654,11,86,127,106,84,59
52461,ENSG000000801891,170,2144,2950,2641,2221,1720
52462,ENSG000000625981,121,2014,2868,2457,2450,1496
52463,ENSG00000215452,10,118,181,156,119,98
52464,ENSG00000225849,2,20,36,15,12,14
52465,ENSG00000184617,4,21,18,23,13,12
52466,ENSG00000198185,153,1638,2488,1874,1485,1191
52467,ENSG00000149635,0,9,9,7,11,8
52468,ENSG00000158296,76,843,1368,1043,876,605
52469,ENSG00000172315,110,1350,2159,1622,1538,974
52470,ENSG00000271784,0,0,2,8,8,3
52471,ENSG00000197496,71,1036,1399,1251,1107,752
52472,ENSG00000266136,0,0,0,0,0,0
52473,ENSG00000222874,0,0,0,0,0,0
52474,ENSG00000235922,0,0,0,0,0,0
52475,ENSG000000646551,7,76,146,84,101,46
52476,ENSG00000236028,0,0,0,1,0,0
52477,ENSG00000226769,0,0,2,2,0,0
52478,ENSG00000239783,0,0,0,0,0,0
52479,ENSG00000215450,0,0,0,0,0,0
52480,ENSG00000264901,0,0,0,0,0,0
52481,ENSG000001010401,1103,13679,19608,13922,12205,8263
52482,ENSG00000265532,0,1,4,2,5,2
52483,ENSG00000263770,0,2,2,0,0,1
52484,ENSG00000267882,5,59,104,81,57,35
52485,ENSG00000273451,0,22,28,18,14,8
52486,ENSG00000231119,4,26,58,46,21,11
52487,ENSG00000224565,0,0,0,1,3,0
52488,ENSG00000234075,0,0,0,0,3,0
52489,ENSG00000202186,0,0,0,0,0,0
52490,ENSG00000201742,0,0,0,0,0,0
52491,ENSG000001241511,180,2138,3194,2476,2255,1516
52492,ENSG00000221294,0,0,0,0,0,0
52493,ENSG00000229853,0,2,2,0,4,0
52494,ENSG000001965621,165,1844,2678,3697,3216,2073
52495,ENSG00000255438,0,3,4,3,4,6
52496,ENSG00000238950,0,0,0,0,0,0
52497,ENSG00000215448,0,0,0,1,0,0
52498,ENSG00000251770,0,0,0,0,0,0
52499,ENSG00000238785,0,0,0,0,0,0
52500,ENSG00000234967,0,0,0,0,0,0
52501,ENSG00000228503,0,0,0,0,0,0
52502,ENSG00000237423,0,0,0,0,0,0
52503,ENSG00000229522,0,0,0,0,2,0
52504,ENSG00000252227,0,0,0,0,0,0
52505,ENSG00000235621,0,18,24,35,13,12
52506,ENSG00000236874,0,0,0,0,0,0
52507,ENSG00000238452,0,0,0,0,0,0
52508,ENSG00000124126,231,2470,3686,2419,2291,1414
52509,ENSG00000251876,0,0,0,8,0,0
52510,ENSG00000124198,248,3399,4753,3952,3270,2291
52511,ENSG00000230758,2,2,8,8,4,4
52512,ENSG00000227431,6,5,6,5,2,5
52513,ENSG000001242071,1212,16327,23435,21217,17941,12881
52514,ENSG000001242141,569,8441,12277,9780,8919,5734
52515,ENSG00000226284,0,6,5,15,7,12
52516,ENSG000001242281,256,3234,4819,4204,3676,2685
52517,ENSG000001242011,98,1444,1998,2184,1843,1258
52518,ENSG00000177410,164,2327,3299,2611,2501,1862
52519,ENSG00000209042,1,11,12,19,14,12
52520,ENSG00000222365,1,11,32,44,50,39
52521,ENSG00000212304,2,11,29,23,30,19
52522,ENSG00000158445,10,128,207,190,163,120
52523,ENSG00000124212,203,2506,3528,3345,3240,2052
52524,ENSG00000265225,0,0,0,0,0,0
52525,ENSG00000158470,421,5886,7960,7145,6472,4247
52526,ENSG00000264946,0,1,0,1,0,0
52527,ENSG00000231878,4,108,161,103,132,79
52528,ENSG00000252540,0,0,0,0,0,0
52529,ENSG00000197818,72,939,1432,1101,913,608
52530,ENSG00000252123,0,0,0,0,0,0
52531,ENSG00000237788,0,3,8,1,14,1
52532,ENSG00000158480,75,1081,1463,1320,1142,750
52533,ENSG00000199490,0,0,0,2,0,0
52534,ENSG00000124226,283,3626,4997,4371,4118,2885
52535,ENSG00000239157,0,2,3,4,2,4
52536,ENSG00000229222,0,6,11,14,21,14
52537,ENSG00000206710,0,0,0,0,0,0
52538,ENSG00000124216,49,567,840,710,680,432
52539,ENSG00000231265,0,0,0,0,1,0
52540,ENSG000001242081,0,0,0,0,0,0
52541,ENSG00000244687,15,137,209,179,142,93
52542,ENSG00000240849,57,883,1302,1223,1162,789
52543,ENSG00000237595,2,8,7,2,21,13
52544,ENSG00000234698,1,0,3,4,4,0
52545,ENSG00000231742,0,11,24,23,24,14
52546,ENSG00000172216,215,2843,3798,3239,2926,2158
52547,ENSG00000224397,0,0,0,0,0,0
52548,ENSG00000203999,0,32,19,23,29,22
52549,ENSG00000233077,0,5,8,10,1,3
52550,ENSG00000244376,0,0,0,0,0,0
52551,ENSG00000231715,0,0,0,0,0,0
52552,ENSG00000196396,181,2270,3160,2684,2382,1572
52553,ENSG00000239742,0,0,0,0,0,0
52554,ENSG00000201501,0,2,0,0,0,0
52555,ENSG00000232043,1,14,11,8,14,15
52556,ENSG00000208018,0,7,3,5,5,2
52557,ENSG00000042062,10,180,180,120,116,87
52558,ENSG00000221091,0,0,0,0,0,0
52559,ENSG00000231302,0,0,0,1,0,0
52560,ENSG00000234693,0,1,7,7,2,2
52561,ENSG00000124171,84,1046,1449,1348,1207,826
52562,ENSG000001242431,36,556,803,756,609,370
52563,ENSG00000230043,0,0,0,0,0,0
52564,ENSG00000265062,0,2,0,0,0,2
52565,ENSG000001011261,673,9553,13582,9879,8732,6180
52566,ENSG00000228663,1,20,32,27,29,8
52567,ENSG00000259456,2,51,79,44,61,35
52568,ENSG00000000419,185,2383,3464,3081,2884,2011
52569,ENSG00000265582,0,1,0,3,4,1
52570,ENSG00000124217,35,751,1101,881,746,495
52571,ENSG00000232358,0,2,1,1,0,2
52572,ENSG00000026559,212,2580,3364,4111,3621,2366
52573,ENSG00000228820,0,1,0,0,2,0
52574,ENSG00000263592,0,0,0,0,0,0
52575,ENSG00000263645,0,0,0,0,0,0
52576,ENSG000001010961,0,34,48,60,74,46
52577,ENSG00000266761,0,0,0,0,0,0
52578,ENSG00000054793,30,521,776,625,578,374
52579,ENSG00000215444,0,0,2,2,0,0
52580,ENSG00000101115,615,6746,9742,7144,6480,4052
52581,ENSG00000227964,21,202,232,247,219,126
52582,ENSG00000252467,0,0,0,0,0,0
52583,ENSG00000252654,0,0,0,0,2,0
52584,ENSG00000263659,0,2,2,4,2,0
52585,ENSG000000202561,167,2407,3362,2590,2402,1558
52586,ENSG00000233347,1,38,50,34,31,17
52587,ENSG00000234948,0,0,0,0,0,0
52588,ENSG00000225785,0,0,0,0,0,0
52589,ENSG00000232465,0,0,0,0,0,0
52590,ENSG00000234821,0,0,0,0,0,0
52591,ENSG00000232294,0,0,0,0,0,0
52592,ENSG00000232286,0,0,0,0,0,0
52593,ENSG00000230636,0,0,0,0,0,0
52594,ENSG000001824631,11,87,79,101,73,94
52595,ENSG00000252629,0,0,0,0,0,0
52596,ENSG00000199218,0,0,1,0,0,0
52597,ENSG00000223492,0,0,0,0,0,0
52598,ENSG00000227705,0,0,0,0,0,0
52599,ENSG00000271774,0,0,0,0,0,0
52600,ENSG00000231703,2,5,20,10,8,17
52601,ENSG00000224530,0,2,0,0,0,0
52602,ENSG00000259723,3,54,85,72,55,31
52603,ENSG00000227164,0,0,0,0,0,0
52604,ENSG00000206959,0,0,0,0,0,0
52605,ENSG00000197670,0,15,43,45,40,23
52606,ENSG00000171940,732,9305,13160,9531,8651,5882
52607,ENSG00000235415,0,0,0,2,0,0
52608,ENSG00000238468,0,0,0,0,0,0
52609,ENSG00000225563,0,0,0,0,0,0
52610,ENSG00000241721,0,0,4,0,0,0
52611,ENSG00000064787,7,144,160,105,90,60
52612,ENSG00000236352,0,18,20,13,15,7
52613,ENSG00000265595,0,0,0,0,0,0
52614,ENSG00000019186,0,0,1,3,0,3
52615,ENSG00000101132,173,2590,3573,3306,2929,1774
52616,ENSG00000101134,22,242,373,239,242,174
52617,ENSG00000252089,0,0,0,0,0,0
52618,ENSG00000185834,11,145,254,157,188,141
52619,ENSG00000224008,0,0,0,0,0,0
52620,ENSG00000235166,0,0,0,0,0,0
52621,ENSG00000054803,0,0,0,0,0,0
52622,ENSG00000222118,0,0,0,0,0,0
52623,ENSG00000124089,0,0,0,0,0,0
52624,ENSG00000235594,0,0,0,0,0,0
52625,ENSG00000230843,0,0,0,0,0,0
52626,ENSG00000124098,105,1369,1933,2534,2210,1580
52627,ENSG000000875861,373,4870,7040,6537,5579,3978
52628,ENSG00000101138,166,2051,2957,2364,2185,1441
52629,ENSG000000875891,0,17,15,11,8,9
52630,ENSG00000228601,0,0,1,0,0,0
52631,ENSG00000212084,0,0,0,0,0,0
52632,ENSG00000022277,140,2119,2899,2570,2405,1739
52633,ENSG00000238294,0,0,0,0,0,0
52634,ENSG00000124091,0,7,21,17,8,12
52635,ENSG00000124103,0,6,1,2,0,0
52636,ENSG00000179467,0,0,2,0,0,0
52637,ENSG00000213714,0,1,1,4,5,5
52638,ENSG00000225657,0,0,1,0,2,0
52639,ENSG00000214541,1,18,28,19,13,15
52640,ENSG00000252536,0,0,0,0,0,0
52641,ENSG00000087510,110,1271,1712,2063,1700,1043
52642,ENSG00000252091,0,0,0,0,0,0
52643,ENSG00000241821,0,0,0,2,0,0
52644,ENSG00000237000,0,0,0,0,0,0
52645,ENSG00000221416,0,0,0,0,0,0
52646,ENSG00000231604,0,0,0,1,0,4
52647,ENSG00000207158,0,0,0,0,0,0
52648,ENSG00000251772,0,0,0,0,0,0
52649,ENSG00000238644,0,0,0,0,0,0
52650,ENSG00000231078,0,0,0,0,0,0
52651,ENSG00000203266,0,0,5,4,0,1
52652,ENSG00000101144,186,1961,2758,2933,2277,1449
52653,ENSG00000235032,1,1,1,0,0,1
52654,ENSG00000226308,0,2,2,6,4,1
52655,ENSG00000252064,0,0,0,0,0,0
52656,ENSG00000266666,0,0,0,0,0,0
52657,ENSG00000231005,0,0,0,0,0,0
52658,ENSG00000054796,0,0,1,0,0,0
52659,ENSG00000101146,122,1901,2839,2100,1898,1338
52660,ENSG00000228995,0,7,14,4,6,4
52661,ENSG00000256222,0,8,5,18,9,5
52662,ENSG00000218018,0,16,2,19,9,5
52663,ENSG000001328191,231,3539,4931,4816,4086,2686
52664,ENSG00000124097,1,7,12,13,7,15
52665,ENSG00000124092,5,76,122,74,37,45
52666,ENSG00000124253,0,2,2,0,0,0
52667,ENSG00000227297,0,0,0,0,0,0
52668,ENSG000001242561,0,0,1,2,0,1
52669,ENSG000001242251,77,1416,1897,1833,1756,1147
52670,ENSG00000263453,0,0,0,0,0,0
52671,ENSG00000221007,0,0,0,0,0,0
52672,ENSG00000203971,0,0,0,0,0,0
52673,ENSG00000221451,0,0,0,0,0,0
52674,ENSG00000221385,0,0,0,0,0,0
52675,ENSG00000225708,0,0,0,0,0,0
52676,ENSG00000270411,0,0,0,0,0,0
52677,ENSG00000124237,0,0,0,0,0,0
52678,ENSG00000124227,0,0,0,0,0,0
52679,ENSG000001242241,28,322,423,362,290,200
52680,ENSG00000124209,94,1375,1755,1331,1163,817
52681,ENSG000001241641,367,5297,7594,5448,5375,3554
52682,ENSG00000198768,9,254,310,264,209,146
52683,ENSG00000231290,0,28,39,39,21,21
52684,ENSG00000254620,0,2,11,2,8,0
52685,ENSG00000221174,0,1,3,0,0,0
52686,ENSG00000268941,0,3,6,5,13,5
52687,ENSG000001242221,356,4721,6464,5233,4548,3248
52688,ENSG00000254995,6,72,94,54,60,49
52689,ENSG00000215440,47,641,795,645,558,402
52690,ENSG00000254419,0,12,23,16,8,5
52691,ENSG00000237121,0,4,3,6,2,0
52692,ENSG00000270279,0,3,2,5,8,4
52693,ENSG00000268649,4,89,88,91,89,61
52694,ENSG00000216031,0,0,2,5,3,1
52695,ENSG00000235590,9,151,200,141,120,106
52696,ENSG00000268333,0,14,21,12,10,19
52697,ENSG000000874601,2048,26260,37964,29762,26182,17838
52698,ENSG00000225806,1,7,25,13,6,7
52699,ENSG00000270951,0,0,4,2,0,2
52700,ENSG00000101158,201,2408,3455,3260,3039,2034
52701,ENSG00000101160,76,795,1211,1217,885,828
52702,ENSG00000101162,0,6,4,6,12,7
52703,ENSG00000124172,107,1375,1860,1716,1578,1065
52704,ENSG000001011661,146,1574,2084,2031,1878,1216
52705,ENSG00000232925,0,0,0,0,0,0
52706,ENSG00000124203,0,0,2,2,0,0
52707,ENSG000001242051,0,0,2,0,0,0
52708,ENSG00000263903,0,0,0,0,0,0
52709,ENSG00000225129,0,0,0,0,0,0
52710,ENSG00000230352,0,0,0,0,0,0
52711,ENSG00000233686,0,0,0,0,0,0
52712,ENSG00000227282,0,0,0,0,0,0
52713,ENSG000000874951,0,0,4,2,4,0
52714,ENSG00000238194,0,0,0,0,0,0
52715,ENSG00000238777,0,0,0,0,0,0
52716,ENSG00000196074,6,55,57,75,66,37
52717,ENSG00000196227,117,1806,2461,2053,1969,1305
52718,ENSG00000132825,8,293,429,400,294,235
52719,ENSG000001242151,10,84,83,110,92,57
52720,ENSG00000176659,0,0,2,1,2,2
52721,ENSG00000228340,0,0,0,0,3,0
52722,ENSG00000207802,0,0,0,0,0,0
52723,ENSG00000229690,0,0,0,0,0,0
52724,ENSG00000266140,0,0,0,0,0,0
52725,ENSG00000265617,0,0,0,0,0,0
52726,ENSG00000261035,0,0,0,0,0,0
52727,ENSG00000229755,0,0,0,0,0,0
52728,ENSG00000229606,0,0,0,0,0,0
52729,ENSG000001792421,112,1304,1923,977,890,547
52730,ENSG00000179253,0,0,0,0,0,0
52731,ENSG00000225106,0,0,4,6,0,0
52732,ENSG000001306991,171,2347,3378,2790,2433,1548
52733,ENSG00000221417,0,0,0,0,0,0
52734,ENSG00000235018,0,1,3,8,1,1
52735,ENSG00000265306,0,0,0,0,0,0
52736,ENSG000001496571,445,5961,8600,7782,7262,4905
52737,ENSG000001011821,766,10343,15117,12299,11244,7660
52738,ENSG000001844021,154,2033,2692,2268,1883,1338
52739,ENSG000001011811,106,1396,1923,1839,1653,1046
52740,ENSG000001011801,4,108,115,78,74,47
52741,ENSG000001307031,127,1902,2735,2241,1960,1369
52742,ENSG00000130706,433,5976,8484,6708,6164,3949
52743,ENSG00000226332,1,38,37,32,32,45
52744,ENSG00000130702,616,8237,11465,10376,9157,6166
52745,ENSG00000265329,0,0,0,0,0,0
52746,ENSG00000228812,0,1,2,1,7,4
52747,ENSG000001718581,879,11176,14949,13829,12975,8930
52748,ENSG00000149679,105,1315,1861,1544,1411,934
52749,ENSG00000130701,0,0,0,2,1,1
52750,ENSG00000233017,0,2,3,0,2,0
52751,ENSG00000130700,0,0,0,0,0,0
52752,ENSG00000272050,0,0,0,0,0,0
52753,ENSG00000260542,0,0,0,0,0,0
52754,ENSG000001744031,0,0,0,0,0,0
52755,ENSG00000174407,0,0,0,0,0,0
52756,ENSG00000199017,0,0,0,0,0,0
52757,ENSG00000207764,0,0,0,0,0,0
52758,ENSG00000226094,0,0,0,0,0,0
52759,ENSG00000264490,0,0,0,0,0,0
52760,ENSG00000232121,0,0,0,0,0,0
52761,ENSG00000229882,0,0,0,0,0,0
52762,ENSG00000167046,0,10,4,6,3,5
52763,ENSG000001011871,22,306,428,296,334,254
52764,ENSG00000232803,0,2,0,6,4,2
52765,ENSG00000237687,0,0,0,0,0,0
52766,ENSG00000101188,13,96,154,210,135,99
52767,ENSG00000223669,0,5,6,0,6,0
52768,ENSG00000228705,0,9,9,3,3,0
52769,ENSG00000101189,123,1615,2204,2418,1995,1370
52770,ENSG00000229873,5,46,60,27,36,31
52771,ENSG000000604911,225,2831,3775,3190,3041,2190
52772,ENSG000000927581,312,3672,5048,6446,5660,4241
52773,ENSG00000101190,167,2019,2762,2267,2049,1377
