,Geneid,_filesTien_Cont1_S25sorted,_filesTien_Cont2_S26sorted,_filesTien_Cont3_S27sorted,_filesTien_Zn1_S28sorted,_filesTien_Zn2_S29sorted,_filesTien_Zn3_S30sorted
31568,ENSG00000166349,56,624,907,606,602,385
31569,ENSG00000175097,0,0,0,0,0,4
31570,ENSG000001663521,22,384,589,464,441,275
31571,ENSG00000254498,0,0,0,0,0,0
31572,ENSG00000251838,0,0,0,0,0,0
31573,ENSG00000242834,0,0,0,2,0,0
31574,ENSG00000254516,0,0,0,0,0,0
31575,ENSG00000254784,0,0,0,0,1,0
31576,ENSG00000255477,0,0,0,0,0,0
31577,ENSG00000255175,0,0,0,0,0,0
31578,ENSG00000254562,0,0,0,0,0,0
31579,ENSG00000240975,0,5,6,8,8,4
31580,ENSG00000201591,0,0,0,0,0,0
31581,ENSG00000264020,0,0,0,0,0,0
31582,ENSG00000221804,0,1,0,0,0,0
31583,ENSG00000270588,0,0,0,0,0,0
31584,ENSG00000255347,1,9,14,28,10,17
31585,ENSG00000148948,2,20,30,27,21,15
31586,ENSG00000206806,0,0,0,0,0,0
31587,ENSG00000254579,0,0,0,0,0,0
31588,ENSG00000266526,0,0,0,0,0,0
31589,ENSG00000221357,0,0,0,0,0,0
31590,ENSG00000252922,0,0,0,0,0,0
31591,ENSG00000255132,0,0,0,0,2,0
31592,ENSG00000255388,0,0,0,1,0,0
31593,ENSG00000242729,0,0,0,0,0,0
31594,ENSG00000255563,0,0,0,0,0,0
31595,ENSG00000255171,0,0,0,0,0,0
31596,ENSG00000254668,0,0,0,0,0,0
31597,ENSG00000255279,0,0,0,0,0,0
31598,ENSG00000254822,0,0,0,0,0,0
31599,ENSG00000255300,0,0,0,0,0,0
31600,ENSG00000255109,0,0,0,0,0,0
31601,ENSG00000254914,0,0,0,0,0,0
31602,ENSG00000271028,0,1,0,0,0,0
31603,ENSG00000254725,0,0,0,0,0,0
31604,ENSG00000251557,0,0,0,1,0,0
31605,ENSG00000166181,1079,14946,21530,16927,14968,10302
31606,ENSG00000254907,2,17,37,50,14,21
31607,ENSG00000252652,1,6,5,13,5,2
31608,ENSG000000528411,592,7839,11402,8661,7816,5381
31609,ENSG00000255340,0,5,3,12,2,11
31610,ENSG00000254577,1,22,28,34,18,15
31611,ENSG00000252355,1,10,7,18,10,15
31612,ENSG00000254463,1,41,61,68,43,28
31613,ENSG00000213697,0,0,0,0,0,0
31614,ENSG00000149084,452,6514,9454,6404,5750,4033
31615,ENSG00000235661,0,2,0,2,2,0
31616,ENSG00000211568,0,0,0,0,0,0
31617,ENSG00000199077,0,0,0,0,0,0
31618,ENSG00000243721,0,4,12,8,7,1
31619,ENSG00000254512,2,0,7,14,1,9
31620,ENSG00000246250,5,34,56,49,34,25
31621,ENSG00000166199,99,1011,1457,1146,1018,732
31622,ENSG00000213693,9,88,97,97,71,61
31623,ENSG00000244926,2,20,50,43,17,17
31624,ENSG00000254409,0,5,17,11,7,6
31625,ENSG00000187479,53,909,1239,939,807,489
31626,ENSG00000244953,0,5,15,6,2,4
31627,ENSG00000205126,0,0,5,0,0,0
31628,ENSG00000110455,187,2509,3206,2726,2387,1759
31629,ENSG00000255165,1,14,18,25,17,19
31630,ENSG00000151348,159,1969,3051,2630,2389,1599
31631,ENSG00000052850,2,39,35,50,37,19
31632,ENSG00000255451,0,0,0,0,1,2
31633,ENSG00000255106,0,1,0,0,0,0
31634,ENSG00000085117,11,135,170,226,183,133
31635,ENSG00000254693,0,0,0,1,0,0
31636,ENSG00000255092,0,0,0,0,0,1
31637,ENSG00000244267,0,0,0,0,0,0
31638,ENSG00000255079,0,0,8,14,0,5
31639,ENSG00000255032,0,0,6,2,6,0
31640,ENSG00000157570,499,6030,8726,7402,6587,4253
31641,ENSG000001752741,483,7417,10532,9420,7981,5570
31642,ENSG00000254654,0,0,2,1,0,6
31643,ENSG00000019485,20,247,381,355,285,183
31644,ENSG00000254664,0,1,1,0,2,1
31645,ENSG00000019505,90,903,1418,976,839,533
31646,ENSG00000254497,0,0,3,0,1,0
31647,ENSG00000254427,2,29,36,27,17,24
31648,ENSG00000255267,0,3,7,1,6,4
31649,ENSG00000255041,0,0,0,0,0,0
31650,ENSG00000254651,0,0,0,1,0,0
31651,ENSG00000254746,0,0,0,0,0,0
31652,ENSG00000255519,0,0,0,0,0,0
31653,ENSG00000254514,0,0,0,0,0,0
31654,ENSG00000175264,17,329,448,329,328,200
31655,ENSG00000255091,0,1,3,4,0,0
31656,ENSG00000254519,0,0,2,4,1,0
31657,ENSG00000255426,0,0,1,0,0,0
31658,ENSG00000255226,0,1,4,8,6,8
31659,ENSG00000205106,0,0,0,0,0,0
31660,ENSG00000181830,199,1912,2792,2572,2329,1372
31661,ENSG00000255447,0,0,0,0,0,0
31662,ENSG00000121671,131,1714,2599,2296,2178,1396
31663,ENSG00000121653,111,1641,2081,1945,1756,1136
31664,ENSG00000255498,0,0,0,0,0,0
31665,ENSG00000234776,2,23,15,11,12,17
31666,ENSG000001216801,51,934,1271,975,875,562
31667,ENSG000001659051,148,2170,2722,2661,2363,1519
31668,ENSG000001353651,386,4752,6716,4952,4271,3015
31669,ENSG00000263539,0,0,0,1,0,0
31670,ENSG00000254653,0,4,2,2,8,0
31671,ENSG00000254871,0,0,1,0,0,1
31672,ENSG00000255314,0,0,0,0,0,0
31673,ENSG00000255269,0,0,0,0,0,0
31674,ENSG00000254639,2,30,38,31,28,28
31675,ENSG00000255007,0,0,1,0,3,0
31676,ENSG00000157613,75,1417,1933,2044,1815,1118
31677,ENSG000001490911,489,6723,9352,8482,7466,4852
31678,ENSG00000264102,0,0,0,0,0,0
31679,ENSG000001104921,1959,27066,39528,29698,26954,17823
31680,ENSG00000180720,4,39,33,64,42,26
31681,ENSG000001104971,235,3537,5018,3673,3271,2229
31682,ENSG00000244313,65,743,1120,999,923,584
31683,ENSG00000265014,0,0,0,0,0,1
31684,ENSG00000180423,23,192,273,244,203,183
31685,ENSG000001752241,192,3031,4453,3516,2856,2059
31686,ENSG00000175220,215,3538,5039,3842,3249,2155
31687,ENSG00000175213,56,1136,1377,1124,1178,763
31688,ENSG000001802101,3,16,29,19,23,8
31689,ENSG000001752161,1165,16273,23839,20660,18749,12496
31690,ENSG00000263540,0,0,3,0,0,3
31691,ENSG00000252427,0,6,7,12,7,4
31692,ENSG00000212135,0,4,12,8,4,10
31693,ENSG00000247675,0,17,39,46,32,23
31694,ENSG00000134569,433,5498,7760,6439,6047,4056
31695,ENSG00000149179,74,827,1097,948,780,487
31696,ENSG00000271350,0,0,0,0,0,0
31697,ENSG00000255520,0,2,5,0,1,2
31698,ENSG000001491821,227,3051,4071,3527,3387,2200
31699,ENSG00000270060,1,24,30,27,35,23
31700,ENSG000001659121,165,2508,3540,3337,2912,2152
31701,ENSG00000243802,0,1,10,11,14,1
31702,ENSG00000266540,0,0,1,0,1,0
31703,ENSG00000134574,80,717,1161,2591,2340,1707
31704,ENSG00000256897,4,10,18,36,24,27
31705,ENSG00000134575,77,1046,1408,1091,976,613
31706,ENSG000000254341,43,511,649,554,588,387
31707,ENSG000001105141,372,4465,6271,5319,4773,3285
31708,ENSG00000256746,0,7,12,9,16,11
31709,ENSG00000134571,0,5,8,17,17,8
31710,ENSG00000066336,5,64,65,72,92,57
31711,ENSG00000255197,0,0,3,6,3,0
31712,ENSG00000265910,0,0,0,0,1,0
31713,ENSG00000264583,0,0,0,0,0,0
31714,ENSG00000165915,87,868,1185,1132,825,683
31715,ENSG00000165916,416,5955,8558,6381,5971,4141
31716,ENSG00000165917,0,0,5,2,1,0
31717,ENSG00000252327,0,0,0,0,0,0
31718,ENSG000001491871,940,12850,17976,15025,13256,9383
31719,ENSG00000265467,1,0,1,0,0,0
31720,ENSG00000270072,0,10,7,13,22,8
31721,ENSG00000265559,1,2,2,3,5,3
31722,ENSG00000213619,155,1878,2717,2527,2342,1422
31723,ENSG00000110536,12,234,370,310,235,174
31724,ENSG00000123444,24,167,248,219,171,142
31725,ENSG00000200376,0,2,3,1,1,1
31726,ENSG00000231880,0,0,0,0,0,0
31727,ENSG00000196666,0,2,12,0,1,4
31728,ENSG00000172247,9,116,155,153,100,77
31729,ENSG00000223187,0,1,1,3,0,3
31730,ENSG00000109919,312,4135,5615,5375,5167,3412
31731,ENSG000001659231,0,2,2,1,0,4
31732,ENSG00000109920,481,6565,9075,8205,7003,5330
31733,ENSG00000200090,0,24,28,20,4,21
31734,ENSG00000252447,1,88,118,110,89,72
31735,ENSG00000030066,554,6475,9124,7211,6638,4594
31736,ENSG00000271543,0,1,3,1,2,3
31737,ENSG00000252941,0,0,2,0,2,0
31738,ENSG00000252874,2,6,6,13,8,6
31739,ENSG00000271557,0,1,4,1,2,2
31740,ENSG00000254780,1,7,14,8,11,6
31741,ENSG00000149177,67,823,1177,1187,912,726
31742,ENSG00000254879,0,3,1,1,2,3
31743,ENSG00000263693,0,3,0,0,0,0
31744,ENSG00000175619,0,0,0,0,0,0
31745,ENSG00000255514,0,0,0,0,0,0
31746,ENSG00000172208,0,0,0,0,0,0
31747,ENSG00000176567,0,0,0,0,0,0
31748,ENSG00000176555,0,0,0,0,0,0
31749,ENSG00000176547,0,0,0,0,0,0
31750,ENSG00000197161,0,0,0,0,0,0
31751,ENSG00000176540,0,0,0,0,0,0
31752,ENSG00000182565,0,0,0,0,0,0
31753,ENSG00000184789,0,0,0,0,0,0
31754,ENSG00000254925,0,0,0,0,0,0
31755,ENSG00000255215,0,0,0,0,0,0
31756,ENSG00000237388,0,0,0,0,0,0
31757,ENSG00000255113,0,0,0,0,0,0
31758,ENSG00000255304,0,0,0,0,0,0
31759,ENSG00000254832,0,0,0,0,0,0
31760,ENSG00000255534,0,0,0,0,0,0
31761,ENSG00000213607,0,0,0,0,0,0
31762,ENSG00000255297,0,0,0,0,0,0
31763,ENSG00000254674,0,0,0,0,0,0
31764,ENSG00000255053,0,0,0,0,0,0
31765,ENSG00000255551,0,0,0,0,0,0
31766,ENSG00000254728,0,0,0,0,0,1
31767,ENSG00000254920,0,0,2,0,0,0
31768,ENSG00000255527,0,0,0,0,0,0
31769,ENSG00000249910,0,0,0,0,0,0
31770,ENSG00000254517,0,0,0,0,0,0
31771,ENSG00000220948,0,0,0,0,0,0
31772,ENSG00000254764,0,0,0,0,0,0
31773,ENSG00000205044,0,0,0,0,0,0
31774,ENSG00000182053,0,0,0,0,0,0
31775,ENSG00000214891,0,0,0,0,0,0
31776,ENSG00000254801,0,0,0,0,0,0
31777,ENSG00000229361,0,0,0,0,0,0
31778,ENSG00000255452,0,0,0,0,0,0
31779,ENSG00000254412,0,0,0,0,0,0
31780,ENSG00000255338,0,0,0,0,0,0
31781,ENSG00000254993,0,0,0,0,0,0
31782,ENSG00000254567,0,0,0,0,0,0
31783,ENSG000000862051,1,6,14,9,2,11
31784,ENSG00000255532,0,0,4,0,0,0
31785,ENSG00000123447,0,0,0,0,0,0
31786,ENSG00000254496,0,0,0,0,0,0
31787,ENSG00000226268,9,78,117,160,28,49
31788,ENSG00000205035,0,17,12,6,5,5
31789,ENSG00000254487,0,0,0,0,0,0
31790,ENSG00000255268,0,0,0,0,0,0
31791,ENSG00000219061,0,0,0,0,0,0
31792,ENSG00000254714,0,0,0,0,0,0
31793,ENSG00000255550,0,0,0,0,0,0
31794,ENSG00000255214,0,0,0,0,0,0
31795,ENSG00000255190,0,0,0,0,0,0
31796,ENSG00000254800,0,0,0,0,0,0
31797,ENSG00000255111,0,0,0,0,0,0
31798,ENSG00000254408,0,0,0,0,0,0
31799,ENSG00000254472,0,0,0,0,0,0
31800,ENSG00000254637,0,0,0,0,0,0
31801,ENSG00000254940,0,0,0,0,0,0
31802,ENSG00000254624,0,0,0,0,0,0
31803,ENSG00000258817,0,0,0,0,0,0
31804,ENSG00000221954,0,0,0,0,0,0
31805,ENSG00000255199,0,0,0,0,0,0
31806,ENSG00000255442,0,0,0,0,0,0
31807,ENSG00000236919,0,2,2,2,2,0
31808,ENSG00000255500,0,28,8,16,17,12
31809,ENSG00000255042,32,427,549,490,532,347
31810,ENSG00000255001,0,9,28,13,11,4
31811,ENSG00000254518,4,58,64,63,62,39
31812,ENSG00000254840,5,112,167,109,86,53
31813,ENSG00000214883,0,0,0,0,1,0
31814,ENSG00000264637,0,0,0,0,0,0
31815,ENSG00000255078,0,0,0,1,0,0
31816,ENSG00000221840,0,0,0,0,0,0
31817,ENSG00000255349,0,0,0,0,0,0
31818,ENSG00000225997,0,0,0,0,0,2
31819,ENSG00000227547,0,0,0,0,0,0
31820,ENSG00000254464,0,0,0,0,0,0
31821,ENSG00000254769,0,0,0,0,0,0
31822,ENSG00000255560,0,0,0,0,0,0
31823,ENSG00000255312,0,0,0,0,0,0
31824,ENSG00000185926,0,0,0,0,0,0
31825,ENSG00000237610,0,0,0,0,0,0
31826,ENSG00000150244,0,0,0,0,0,0
31827,ENSG00000255543,0,0,0,0,0,0
31828,ENSG00000255283,0,0,0,0,0,0
31829,ENSG00000255110,0,0,0,0,0,0
31830,ENSG00000254696,0,0,0,0,0,0
31831,ENSG000001660071,0,0,0,0,0,0
31832,ENSG00000254828,0,0,0,0,0,0
31833,ENSG00000254663,0,0,0,0,0,0
31834,ENSG00000254723,0,0,0,0,0,0
31835,ENSG00000181961,0,0,0,0,0,0
31836,ENSG00000181958,0,0,0,0,0,0
31837,ENSG00000254891,0,0,0,0,0,0
31838,ENSG00000255077,0,0,0,0,0,0
31839,ENSG00000255493,0,0,0,0,0,0
31840,ENSG00000254886,0,0,0,0,0,0
31841,ENSG00000255196,0,0,0,0,0,0
31842,ENSG00000181950,0,0,0,0,0,0
31843,ENSG00000255294,0,0,0,0,0,0
31844,ENSG00000254962,0,0,0,0,0,0
31845,ENSG00000181943,0,0,0,1,0,0
31846,ENSG00000254576,0,0,0,0,0,0
31847,ENSG00000233301,0,0,0,0,0,0
31848,ENSG00000181939,0,0,0,0,0,0
31849,ENSG00000181935,0,0,0,0,0,0
31850,ENSG00000172188,0,0,0,0,0,0
31851,ENSG00000181927,0,0,0,0,0,0
31852,ENSG00000174982,0,0,0,0,0,0
31853,ENSG00000181903,0,0,0,0,0,0
31854,ENSG00000254841,0,0,0,0,0,0
31855,ENSG00000188439,0,0,0,0,0,0
31856,ENSG00000254804,0,1,0,1,0,0
31857,ENSG00000254457,0,0,0,0,0,0
31858,ENSG00000186886,0,0,0,0,0,0
31859,ENSG00000181837,0,0,0,0,0,0
31860,ENSG00000198877,0,0,0,0,0,0
31861,ENSG00000255019,0,0,0,0,0,0
31862,ENSG00000186113,0,0,0,0,0,0
31863,ENSG00000186117,0,0,0,0,0,0
31864,ENSG00000186119,0,0,0,0,0,0
31865,ENSG00000205030,0,0,0,0,0,0
31866,ENSG00000205029,0,0,0,0,0,0
31867,ENSG00000186124,0,0,0,0,0,0
31868,ENSG00000255204,0,0,0,0,0,0
31869,ENSG00000255499,0,0,0,0,0,0
31870,ENSG00000254547,0,10,21,9,16,4
31871,ENSG00000124900,0,0,0,0,0,0
31872,ENSG00000227806,0,0,0,0,0,0
31873,ENSG00000187612,0,0,0,0,0,0
31874,ENSG00000167825,0,0,0,0,0,0
31875,ENSG00000255416,0,0,0,0,0,0
31876,ENSG00000254807,0,0,0,0,0,0
31877,ENSG00000174970,0,1,0,0,0,0
31878,ENSG00000214880,7,29,29,13,14,8
31879,ENSG00000149133,0,0,0,0,0,0
31880,ENSG00000182365,0,0,0,0,0,0
31881,ENSG00000181785,0,0,0,0,0,0
31882,ENSG00000184741,0,0,0,0,0,0
31883,ENSG00000181780,0,0,0,0,0,0
31884,ENSG00000225538,0,0,0,0,0,0
31885,ENSG00000172154,0,0,0,0,0,0
31886,ENSG00000254524,0,0,0,0,0,0
31887,ENSG00000181767,0,0,0,0,0,0
31888,ENSG00000255140,0,0,0,0,0,0
31889,ENSG00000181761,0,0,0,0,0,0
31890,ENSG00000254848,0,0,0,0,0,0
31891,ENSG00000167822,0,0,0,0,0,0
31892,ENSG00000254947,0,0,0,0,0,0
31893,ENSG00000181752,0,0,0,0,0,0
31894,ENSG00000255217,0,0,0,0,0,0
31895,ENSG00000174957,0,0,0,0,0,0
31896,ENSG00000230213,0,0,0,0,0,0
31897,ENSG00000213604,0,0,0,0,0,0
31898,ENSG00000254658,0,0,0,0,0,0
31899,ENSG00000181718,0,0,0,0,0,0
31900,ENSG00000172489,0,0,0,0,0,0
31901,ENSG00000181698,0,0,0,0,0,0
31902,ENSG00000181693,0,0,0,0,0,0
31903,ENSG00000255461,0,0,0,0,0,0
31904,ENSG00000181689,0,0,0,0,0,0
31905,ENSG00000254722,0,0,0,0,0,0
31906,ENSG00000255134,0,0,0,0,0,0
31907,ENSG00000150261,0,0,0,0,0,0
31908,ENSG00000242208,0,0,0,0,0,0
31909,ENSG00000172487,0,0,0,0,0,0
31910,ENSG00000172199,0,0,0,0,0,0
31911,ENSG00000254903,0,0,0,0,0,0
31912,ENSG00000255466,0,0,0,0,0,0
31913,ENSG00000272987,0,0,0,0,0,0
31914,ENSG00000181395,0,0,0,0,0,0
31915,ENSG00000174942,0,0,0,0,0,0
31916,ENSG00000230416,0,0,0,0,0,0
31917,ENSG00000150269,0,0,0,0,0,0
31918,ENSG00000174937,0,0,0,0,0,0
31919,ENSG00000254752,0,0,0,0,0,0
31920,ENSG00000181371,0,0,0,0,0,0
31921,ENSG00000254411,0,0,0,0,0,0
31922,ENSG00000254490,0,0,0,2,0,0
31923,ENSG00000254660,0,0,0,0,0,0
31924,ENSG00000254603,0,0,0,0,0,0
31925,ENSG00000185701,0,0,0,0,0,0
31926,ENSG00000255223,0,0,0,0,0,0
31927,ENSG00000254834,0,0,0,0,0,0
31928,ENSG00000166693,0,0,0,0,2,0
31929,ENSG00000255012,0,0,0,0,0,0
31930,ENSG00000255172,0,0,0,2,0,0
31931,ENSG00000197866,0,0,0,0,0,0
31932,ENSG00000254795,0,0,0,0,0,0
31933,ENSG00000263546,0,0,0,0,0,0
31934,ENSG00000172464,0,0,0,0,0,0
31935,ENSG00000172459,0,0,1,0,0,0
31936,ENSG00000232511,0,0,0,0,0,0
31937,ENSG00000238041,4,10,29,16,19,19
31938,ENSG00000174914,0,0,0,0,0,0
31939,ENSG00000254953,0,0,0,0,0,0
31940,ENSG00000181325,0,0,0,0,0,0
31941,ENSG00000172457,0,0,0,0,0,0
31942,ENSG00000254825,0,0,0,0,0,0
31943,ENSG00000181296,0,0,0,0,0,0
31944,ENSG00000255485,0,0,0,0,0,0
31945,ENSG00000205025,0,0,0,0,0,0
31946,ENSG00000241356,0,0,0,0,0,0
31947,ENSG00000255433,0,0,0,0,0,0
31948,ENSG00000181282,0,0,0,0,0,0
31949,ENSG00000181273,0,0,0,0,0,0
31950,ENSG00000255083,0,0,0,0,0,0
31951,ENSG00000273228,0,0,0,0,0,0
31952,ENSG00000224196,0,0,0,0,0,0
31953,ENSG00000272676,0,0,0,0,0,0
31954,ENSG00000273255,0,0,0,0,0,0
31955,ENSG00000183908,40,248,310,186,131,140
31956,ENSG00000134817,90,1095,1456,731,652,391
31957,ENSG00000149115,1038,13109,18750,13759,12398,8436
31958,ENSG00000254662,0,2,5,1,5,3
31959,ENSG00000149136,1221,17107,23896,19914,18329,12897
31960,ENSG00000238692,0,0,0,0,0,0
31961,ENSG00000109991,4,21,24,6,18,6
31962,ENSG00000266018,0,0,0,0,0,0
31963,ENSG00000156575,0,0,0,0,0,0
31964,ENSG00000186652,0,0,0,1,2,0
31965,ENSG00000254979,0,0,1,0,0,0
31966,ENSG000001348021,15,282,393,293,268,188
31967,ENSG00000252070,0,0,0,0,0,0
31968,ENSG00000222998,0,0,0,0,0,0
31969,ENSG00000186907,87,995,1475,981,779,531
31970,ENSG00000255301,0,0,0,0,0,0
31971,ENSG00000149150,62,840,1213,980,889,588
31972,ENSG00000251995,0,0,3,0,0,0
31973,ENSG00000134809,74,1033,1477,1369,1152,927
31974,ENSG00000214872,0,42,47,29,12,12
31975,ENSG000001565871,26,341,526,467,381,259
31976,ENSG00000240371,1,4,5,3,4,5
31977,ENSG000001491311,255,2887,4340,2836,2490,1471
31978,ENSG00000254602,69,789,1209,850,658,531
31979,ENSG00000208009,0,13,15,13,21,11
31980,ENSG00000166793,71,782,955,795,592,465
31981,ENSG00000172409,50,668,940,862,855,655
31982,ENSG00000156599,308,4182,5837,5053,4609,2836
31983,ENSG000001566031,43,541,642,571,531,348
31984,ENSG00000213593,182,2565,3849,3159,2863,1827
31985,ENSG00000254462,0,0,0,0,0,0
31986,ENSG00000213592,2,8,11,11,27,12
31987,ENSG00000211450,294,4106,5238,4654,4291,3068
31988,ENSG00000254732,0,12,11,9,9,8
31989,ENSG00000233436,6,24,45,42,50,24
31990,ENSG00000198561,980,12023,17611,14967,13293,9021
31991,ENSG00000255303,0,1,0,3,2,1
31992,ENSG00000255266,0,0,0,0,0,0
31993,ENSG00000180714,0,0,0,0,0,0
31994,ENSG00000254749,0,0,0,0,0,0
31995,ENSG00000254601,0,0,0,0,0,0
31996,ENSG00000186509,0,0,0,0,0,0
31997,ENSG00000200817,0,0,0,0,0,0
31998,ENSG00000172381,0,0,0,0,0,0
31999,ENSG00000236541,0,0,0,0,0,0
32000,ENSG00000255146,0,0,1,3,0,0
32001,ENSG00000254853,0,0,0,0,0,0
32002,ENSG00000255131,0,0,0,0,0,0
32003,ENSG00000272685,0,0,0,0,0,0
32004,ENSG00000172377,0,0,0,0,0,0
32005,ENSG00000186508,0,0,0,0,0,0
32006,ENSG00000272569,0,0,0,0,0,0
32007,ENSG00000186513,0,0,0,0,0,0
32008,ENSG00000197887,0,0,2,0,0,0
32009,ENSG00000172774,0,0,0,0,0,0
32010,ENSG00000180475,0,0,0,0,0,0
32011,ENSG00000254589,1,0,0,0,1,0
32012,ENSG00000172772,0,1,0,1,0,0
32013,ENSG00000272900,0,0,0,0,0,0
32014,ENSG00000255218,0,0,0,0,0,0
32015,ENSG00000255431,0,0,0,0,0,0
32016,ENSG00000255096,0,0,0,0,0,0
32017,ENSG00000255333,0,0,0,0,0,0
32018,ENSG00000197786,0,0,0,0,0,0
32019,ENSG00000233499,0,0,0,0,0,0
32020,ENSG00000273408,0,0,0,0,0,0
32021,ENSG00000172769,0,0,0,0,0,0
32022,ENSG00000172365,0,0,0,0,0,0
32023,ENSG00000172362,0,0,0,0,0,0
32024,ENSG00000255299,0,0,4,0,0,0
32025,ENSG00000198283,0,0,0,0,0,0
32026,ENSG00000110031,15,155,212,187,183,120
32027,ENSG000001866601,135,1991,2892,2640,2340,1543
32028,ENSG00000255073,0,0,0,0,0,0
32029,ENSG00000269570,0,0,2,2,5,0
32030,ENSG00000242689,0,26,27,18,14,16
32031,ENSG00000149124,0,0,0,0,0,0
32032,ENSG00000265783,0,0,0,0,0,0
32033,ENSG00000197254,0,0,0,0,0,0
32034,ENSG00000254926,0,0,0,0,0,0
32035,ENSG00000255265,0,0,0,2,0,0
32036,ENSG00000156689,0,1,2,0,1,0
32037,ENSG00000254717,0,4,6,3,0,0
32038,ENSG00000166840,1,12,15,21,24,10
32039,ENSG00000224130,0,0,0,0,0,0
32040,ENSG00000255523,0,0,0,0,0,0
32041,ENSG00000255240,0,4,9,0,4,0
32042,ENSG00000254877,0,0,0,0,2,1
32043,ENSG00000255189,0,0,0,0,1,0
32044,ENSG00000254786,0,0,3,0,0,0
32045,ENSG00000254399,0,0,0,0,0,0
32046,ENSG00000255151,0,0,2,0,0,0
32047,ENSG00000189057,0,0,0,0,0,0
32048,ENSG00000245571,0,3,1,4,2,1
32049,ENSG00000255381,0,0,0,0,0,0
32050,ENSG000001668011,7,55,75,31,22,33
32051,ENSG00000110042,65,938,1404,1614,1535,961
32052,ENSG00000197629,0,0,0,0,6,0
32053,ENSG00000263999,0,0,0,0,0,0
32054,ENSG00000225802,0,0,0,0,0,0
32055,ENSG00000254799,0,0,0,0,0,0
32056,ENSG00000214797,0,0,0,0,0,0
32057,ENSG00000254704,0,0,0,0,0,0
32058,ENSG00000263944,0,0,0,0,0,0
32059,ENSG00000235678,0,0,0,0,0,0
32060,ENSG00000255386,0,0,0,0,0,0
32061,ENSG00000176495,0,0,0,0,0,0
32062,ENSG00000198261,0,0,0,0,0,0
32063,ENSG00000172324,0,0,0,0,0,0
32064,ENSG00000172320,0,0,0,0,0,0
32065,ENSG00000166884,0,0,0,0,0,0
32066,ENSG00000254640,0,0,0,0,0,0
32067,ENSG00000254466,0,0,0,0,0,0
32068,ENSG00000204989,0,0,0,0,0,0
32069,ENSG00000252418,0,0,0,0,0,0
32070,ENSG00000176200,0,0,0,0,0,0
32071,ENSG00000172742,0,0,0,0,0,0
32072,ENSG00000254770,0,0,0,0,0,0
32073,ENSG00000252893,0,0,0,0,0,0
32074,ENSG00000255008,0,4,9,5,13,9
32075,ENSG00000110048,330,4437,6114,5135,4478,3195
32076,ENSG00000264559,0,2,0,0,2,0
32077,ENSG00000255139,2,11,9,16,12,12
32078,ENSG000001668891,227,3227,4337,4230,3660,2506
32079,ENSG00000255355,0,7,4,3,2,3
32080,ENSG00000223223,0,0,0,0,0,0
32081,ENSG00000172289,0,0,0,0,0,0
32082,ENSG000001669001,386,5334,7775,8097,7414,4849
32083,ENSG00000254403,0,0,0,0,0,0
32084,ENSG00000254743,0,0,0,1,2,0
32085,ENSG00000255538,0,3,2,0,1,2
32086,ENSG00000254477,0,8,18,4,16,4
32087,ENSG00000234964,6,90,95,99,81,60
32088,ENSG00000166902,188,2150,2972,2424,2150,1601
32089,ENSG00000134812,0,0,3,1,0,3
32090,ENSG00000134827,0,0,1,1,0,2
32091,ENSG00000270929,0,0,0,0,0,0
32092,ENSG00000214788,0,1,0,1,0,0
32093,ENSG00000255393,0,0,0,0,0,0
32094,ENSG00000149507,0,0,0,0,0,0
32095,ENSG00000149516,0,0,0,0,0,0
32096,ENSG00000255331,0,0,0,0,0,0
32097,ENSG00000149534,0,0,0,0,0,0
32098,ENSG00000254952,0,0,0,4,0,0
32099,ENSG000001100771,0,0,2,0,2,0
32100,ENSG00000214787,0,2,3,0,2,5
32101,ENSG000001100791,0,0,0,0,0,0
32102,ENSG00000166926,0,0,0,0,0,0
32103,ENSG00000166927,0,0,2,0,1,0
32104,ENSG00000166928,0,0,2,2,0,1
32105,ENSG00000166930,0,1,0,0,0,0
32106,ENSG000001567381,0,0,2,0,0,0
32107,ENSG00000071203,0,1,0,1,1,3
32108,ENSG00000204979,0,0,0,0,0,0
32109,ENSG00000181995,0,0,0,0,0,0
32110,ENSG00000166959,2,0,0,0,0,0
32111,ENSG00000214782,0,0,0,0,0,0
32112,ENSG000001669611,0,2,0,0,4,0
32113,ENSG00000172689,0,2,0,0,1,0
32114,ENSG00000255845,0,0,0,0,0,0
32115,ENSG00000255959,0,5,4,6,8,5
32116,ENSG00000256813,0,1,0,0,0,0
32117,ENSG00000110104,126,1570,2237,2150,1792,1282
32118,ENSG00000183134,0,7,11,8,8,4
32119,ENSG00000149506,0,9,5,12,8,10
32120,ENSG00000110107,642,7840,11473,9028,8646,5868
32121,ENSG00000257052,0,3,0,2,0,5
32122,ENSG00000256944,0,0,1,1,0,0
32123,ENSG00000110108,165,2041,2873,2572,2562,1708
32124,ENSG00000256196,0,3,4,10,0,3
32125,ENSG000000061181,351,4521,6366,5648,4828,3431
32126,ENSG00000110446,62,1025,1478,1543,1275,857
32127,ENSG000000137251,0,7,9,12,17,2
32128,ENSG00000207153,0,0,0,0,0,0
32129,ENSG00000256733,0,0,0,0,0,0
32130,ENSG00000110448,0,2,4,0,2,3
32131,ENSG00000167987,130,1665,2313,1965,1781,1270
32132,ENSG00000229859,0,2,0,1,0,0
32133,ENSG00000229183,0,0,0,0,0,0
32134,ENSG00000256220,0,0,0,0,0,0
