Geneid	X_filesTien_Cont1_S25sorted	X_filesTien_Cont2_S26sorted	X_filesTien_Cont3_S27sorted	X_filesTien_Zn1_S28sorted	X_filesTien_Zn2_S29sorted	X_filesTien_Zn3_S30sorted
AC005009.1	0.0	0.0	1.0	1.0	0.0	1.0
AC005009.2	0.0	0.0	3.0	5.0	0.0	2.0
AC005013.1	1.0	10.0	12.0	4.0	7.0	5.0
AC005013.5	0.0	6.0	8.0	4.0	0.0	3.0
AC005014.5	2.0	15.0	19.0	18.0	16.0	3.0
AC005019.2	0.0	0.0	2.0	2.0	1.0	2.0
AC005019.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005020.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005022.1	0.0	0.0	3.0	1.0	2.0	0.0
AC005027.3	0.0	0.0	0.0	4.0	0.0	0.0
AC005029.1	0.0	0.0	0.0	2.0	0.0	0.0
AC005033.6	0.0	0.0	0.0	0.0	0.0	0.0
AC005034.2	0.0	0.0	0.0	1.0	0.0	0.0
AC005034.3	0.0	2.0	2.0	5.0	0.0	0.0
AC005037.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005037.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005037.3	0.0	0.0	1.0	2.0	0.0	0.0
AC005037.4	0.0	2.0	0.0	3.0	0.0	2.0
AC005037.6	0.0	1.0	0.0	0.0	0.0	0.0
AC005040.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005041.11	0.0	0.0	0.0	0.0	0.0	0.0
AC005041.17	0.0	2.0	5.0	7.0	7.0	6.0
AC005042.2	0.0	9.0	10.0	8.0	7.0	5.0
AC005042.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005042.4	2.0	34.0	42.0	36.0	12.0	23.0
AC005042.5	0.0	0.0	0.0	0.0	0.0	0.0
AC005048.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005062.2	136.0	1656.0	2528.0	1724.0	1430.0	1080.0
AC005071.1	0.0	1.0	0.0	0.0	0.0	0.0
AC005076.5	11.0	23.0	65.0	50.0	28.0	23.0
AC005077.12	0.0	0.0	0.0	1.0	5.0	0.0
AC005077.14	0.0	0.0	0.0	0.0	2.0	10.0
AC005077.5	0.0	0.0	0.0	0.0	0.0	0.0
AC005077.7	0.0	0.0	0.0	0.0	2.0	3.0
AC005077.8	0.0	0.0	0.0	0.0	0.0	0.0
AC005077.9	0.0	0.0	0.0	0.0	0.0	0.0
AC005082.1	0.0	5.0	4.0	8.0	4.0	5.0
AC005082.12	0.0	4.0	4.0	0.0	2.0	2.0
AC005083.1	0.0	0.0	2.0	0.0	0.0	1.0
AC005086.1	0.0	0.0	0.0	0.0	0.0	2.0
AC005086.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005086.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005086.4	0.0	0.0	0.0	0.0	0.0	0.0
AC005088.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005094.2	0.0	0.0	0.0	0.0	3.0	0.0
AC005102.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005104.3	0.0	49.0	46.0	48.0	26.0	30.0
AC005105.2	0.0	0.0	0.0	2.0	4.0	0.0
AC005150.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005152.3	0.0	0.0	4.0	4.0	0.0	2.0
AC005154.6	94.0	1238.0	1866.0	1819.0	1347.0	1068.0
AC005154.7	3.0	20.0	32.0	28.0	29.0	22.0
AC005154.8	1.0	7.0	5.0	10.0	5.0	6.0
AC005159.1	0.0	2.0	1.0	0.0	0.0	1.0
AC005160.3	0.0	2.0	0.0	1.0	2.0	0.0
AC005161.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005162.4	0.0	0.0	0.0	1.0	0.0	2.0
AC005162.5	0.0	0.0	0.0	0.0	2.0	0.0
AC005176.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005176.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005176.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005178.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005189.6	0.0	0.0	4.0	7.0	3.0	0.0
AC005195.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005197.2	5.0	32.0	52.0	86.0	73.0	68.0
AC005215.1	0.0	0.0	1.0	1.0	3.0	1.0
AC005220.3	0.0	18.0	20.0	13.0	15.0	7.0
AC005224.2	2.0	40.0	80.0	45.0	39.0	22.0
AC005229.1	3.0	8.0	17.0	16.0	11.0	5.0
AC005229.5	0.0	0.0	0.0	0.0	0.0	0.0
AC005229.7	0.0	0.0	0.0	0.0	0.0	0.0
AC005235.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005237.2	0.0	0.0	0.0	2.0	7.0	2.0
AC005237.4	0.0	6.0	7.0	4.0	2.0	0.0
AC005253.2	6.0	92.0	131.0	144.0	89.0	82.0
AC005253.4	0.0	0.0	0.0	0.0	0.0	0.0
AC005255.3	0.0	8.0	12.0	12.0	11.0	5.0
AC005255.5	0.0	0.0	0.0	0.0	0.0	0.0
AC005255.6	0.0	0.0	0.0	0.0	0.0	0.0
AC005256.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005262.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005262.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005262.4	0.0	2.0	0.0	2.0	3.0	4.0
AC005264.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005276.1	2.0	25.0	18.0	5.0	7.0	7.0
AC005280.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005281.1	0.0	1.0	9.0	2.0	6.0	0.0
AC005281.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005284.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005288.1	0.0	0.0	1.0	1.0	0.0	0.0
AC005300.5	0.0	7.0	1.0	3.0	5.0	0.0
AC005301.8	0.0	0.0	0.0	0.0	0.0	0.0
AC005304.1	0.0	1.0	4.0	1.0	0.0	2.0
AC005306.3	9.0	36.0	29.0	54.0	49.0	40.0
AC005307.1	2.0	12.0	10.0	20.0	23.0	17.0
AC005307.3	3.0	108.0	121.0	126.0	101.0	76.0
AC005324.6	0.0	1.0	2.0	1.0	0.0	0.0
AC005324.7	0.0	0.0	0.0	0.0	0.0	0.0
AC005326.2	0.0	5.0	1.0	3.0	0.0	1.0
AC005329.7	1.0	40.0	51.0	61.0	17.0	33.0
AC005330.2	3.0	52.0	64.0	61.0	35.0	36.0
AC005336.4	0.0	1.0	1.0	2.0	0.0	0.0
AC005336.5	0.0	9.0	6.0	3.0	9.0	3.0
AC005339.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005351.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005355.1	4.0	64.0	57.0	52.0	36.0	24.0
AC005355.2	2.0	5.0	2.0	4.0	4.0	0.0
AC005356.1	0.0	7.0	9.0	7.0	13.0	7.0
AC005357.1	0.0	0.0	2.0	0.0	1.0	0.0
AC005358.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005358.3	0.0	2.0	0.0	0.0	0.0	0.0
AC005363.9	0.0	0.0	0.0	0.0	0.0	0.0
AC005370.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005375.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005387.2	1.0	19.0	16.0	24.0	24.0	12.0
AC005387.3	1.0	38.0	54.0	56.0	38.0	25.0
AC005391.2	2.0	6.0	5.0	3.0	8.0	1.0
AC005392.13	0.0	0.0	1.0	5.0	0.0	0.0
AC005394.1	0.0	3.0	11.0	5.0	13.0	5.0
AC005399.1	0.0	0.0	1.0	2.0	0.0	4.0
AC005477.1	0.0	1.0	1.0	1.0	1.0	1.0
AC005481.5	4.0	4.0	9.0	10.0	5.0	2.0
AC005484.5	0.0	0.0	0.0	0.0	0.0	0.0
AC005487.2	0.0	0.0	2.0	0.0	0.0	0.0
AC005488.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005488.11	0.0	0.0	0.0	0.0	0.0	0.0
AC005493.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005498.3	0.0	9.0	2.0	0.0	2.0	2.0
AC005498.4	0.0	0.0	0.0	0.0	0.0	0.0
AC005513.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005517.3	0.0	23.0	13.0	4.0	31.0	4.0
AC005518.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005519.4	3.0	66.0	82.0	87.0	62.0	47.0
AC005522.6	0.0	4.0	0.0	1.0	0.0	0.0
AC005522.7	0.0	0.0	2.0	2.0	5.0	1.0
AC005523.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005523.3	0.0	2.0	8.0	4.0	9.0	1.0
AC005532.5	2.0	12.0	7.0	10.0	12.0	3.0
AC005534.6	0.0	4.0	4.0	2.0	4.0	1.0
AC005534.8	0.0	5.0	9.0	9.0	9.0	5.0
AC005537.2	16.0	126.0	175.0	134.0	108.0	90.0
AC005538.5	0.0	0.0	0.0	0.0	0.0	0.0
AC005539.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005540.3	0.0	12.0	2.0	16.0	4.0	5.0
AC005544.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005546.2	2.0	23.0	22.0	36.0	21.0	14.0
AC005549.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005549.2	0.0	0.0	0.0	1.0	1.0	2.0
AC005549.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005550.3	0.0	0.0	4.0	0.0	0.0	0.0
AC005550.4	2.0	13.0	41.0	23.0	10.0	5.0
AC005550.5	0.0	0.0	2.0	0.0	0.0	0.0
AC005559.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005559.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005562.1	4.0	61.0	88.0	87.0	87.0	49.0
AC005588.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005592.1	0.0	37.0	40.0	16.0	21.0	5.0
AC005592.2	3.0	77.0	73.0	64.0	46.0	57.0
AC005592.3	0.0	13.0	17.0	2.0	0.0	5.0
AC005594.3	3.0	28.0	47.0	42.0	35.0	51.0
AC005597.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005606.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005606.14	0.0	3.0	0.0	1.0	0.0	0.0
AC005606.15	0.0	0.0	0.0	0.0	0.0	0.0
AC005609.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005609.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005614.3	0.0	1.0	2.0	2.0	2.0	0.0
AC005614.5	0.0	0.0	0.0	0.0	0.0	0.0
AC005616.1	0.0	2.0	1.0	3.0	3.0	1.0
AC005616.2	0.0	0.0	8.0	6.0	0.0	0.0
AC005618.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005618.6	1.0	19.0	13.0	17.0	18.0	3.0
AC005621.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005624.2	1.0	32.0	49.0	35.0	19.0	15.0
AC005625.1	0.0	3.0	0.0	1.0	0.0	0.0
AC005626.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005631.1	0.0	1.0	1.0	0.0	0.0	0.0
AC005682.5	32.0	289.0	508.0	407.0	362.0	272.0
AC005682.6	1.0	66.0	76.0	39.0	40.0	23.0
AC005682.7	0.0	6.0	10.0	9.0	0.0	3.0
AC005682.8	0.0	3.0	4.0	2.0	4.0	3.0
AC005686.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005701.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005702.1	1.0	14.0	19.0	21.0	20.0	5.0
AC005702.2	2.0	12.0	27.0	18.0	12.0	7.0
AC005702.3	0.0	4.0	8.0	6.0	15.0	8.0
AC005702.4	3.0	12.0	16.0	15.0	8.0	13.0
AC005703.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005703.3	0.0	0.0	0.0	0.0	0.0	0.0
AC005722.4	0.0	0.0	0.0	0.0	0.0	0.0
AC005725.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005730.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005740.3	0.0	0.0	8.0	0.0	5.0	5.0
AC005740.4	0.0	0.0	0.0	0.0	0.0	0.0
AC005740.5	0.0	2.0	5.0	2.0	2.0	0.0
AC005740.6	0.0	1.0	1.0	0.0	0.0	0.0
AC005741.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005754.7	0.0	0.0	0.0	0.0	0.0	0.0
AC005754.8	0.0	0.0	0.0	0.0	0.0	0.0
AC005757.6	0.0	1.0	1.0	1.0	1.0	8.0
AC005757.7	0.0	0.0	0.0	0.0	0.0	0.0
AC005758.1	0.0	0.0	1.0	0.0	0.0	0.0
AC005772.2	0.0	0.0	3.0	0.0	0.0	0.0
AC005775.2	0.0	3.0	2.0	5.0	5.0	8.0
AC005776.1	1.0	25.0	24.0	30.0	16.0	10.0
AC005777.3	0.0	0.0	0.0	0.0	0.0	2.0
AC005779.1	0.0	0.0	0.0	0.0	0.0	2.0
AC005779.2	0.0	0.0	2.0	3.0	1.0	0.0
AC005780.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005783.1	0.0	1.0	2.0	6.0	2.0	6.0
AC005785.2	0.0	34.0	43.0	37.0	43.0	58.0
AC005786.3	0.0	4.0	0.0	1.0	0.0	0.0
AC005786.5	0.0	6.0	1.0	3.0	2.0	1.0
AC005786.7	0.0	0.0	0.0	0.0	0.0	0.0
AC005789.11	1.0	69.0	99.0	85.0	62.0	46.0
AC005789.9	0.0	0.0	0.0	0.0	0.0	0.0
AC005794.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005795.1	1.0	8.0	10.0	12.0	14.0	4.0
AC005808.3	0.0	0.0	0.0	2.0	0.0	0.0
AC005822.1	1.0	9.0	16.0	22.0	16.0	10.0
AC005831.1	0.0	18.0	15.0	23.0	24.0	21.0
AC005838.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005841.1	11.0	94.0	132.0	119.0	69.0	63.0
AC005863.1	2.0	16.0	27.0	16.0	2.0	4.0
AC005863.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005884.1	0.0	0.0	0.0	0.0	0.0	2.0
AC005926.1	0.0	0.0	0.0	0.0	0.0	0.0
AC005932.1	0.0	2.0	2.0	0.0	8.0	0.0
AC005943.4	1.0	22.0	43.0	63.0	38.0	29.0
AC005943.5	22.0	307.0	449.0	416.0	328.0	230.0
AC005944.2	0.0	0.0	0.0	0.0	0.0	0.0
AC005954.3	1.0	13.0	19.0	9.0	8.0	8.0
AC005954.4	0.0	0.0	4.0	1.0	1.0	1.0
AC006000.5	4.0	42.0	96.0	60.0	48.0	34.0
AC006001.1	0.0	8.0	2.0	5.0	0.0	5.0
AC006003.3	0.0	0.0	2.0	2.0	2.0	0.0
AC006004.1	0.0	0.0	1.0	0.0	0.0	0.0
AC006007.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006011.4	0.0	0.0	0.0	0.0	0.0	0.0
AC006014.1	0.0	5.0	2.0	11.0	3.0	3.0
AC006014.10	0.0	0.0	1.0	1.0	0.0	0.0
AC006014.7	0.0	0.0	0.0	0.0	0.0	0.0
AC006014.8	0.0	0.0	2.0	0.0	0.0	0.0
AC006019.3	0.0	0.0	0.0	2.0	1.0	0.0
AC006019.4	0.0	0.0	1.0	6.0	2.0	0.0
AC006022.4	0.0	0.0	0.0	0.0	0.0	0.0
AC006023.8	0.0	0.0	1.0	3.0	0.0	2.0
AC006024.4	0.0	38.0	33.0	17.0	26.0	15.0
AC006026.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006026.10	3.0	41.0	56.0	60.0	60.0	37.0
AC006026.12	0.0	0.0	0.0	0.0	0.0	0.0
AC006026.13	0.0	0.0	0.0	0.0	0.0	0.0
AC006026.9	0.0	4.0	2.0	3.0	3.0	3.0
AC006028.11	0.0	4.0	3.0	2.0	2.0	2.0
AC006033.22	0.0	0.0	0.0	4.0	0.0	0.0
AC006035.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006037.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006041.1	0.0	0.0	0.0	4.0	0.0	0.0
AC006042.6	4.0	17.0	35.0	25.0	13.0	16.0
AC006042.7	0.0	9.0	4.0	6.0	3.0	5.0
AC006042.8	4.0	11.0	14.0	34.0	17.0	6.0
AC006045.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006050.2	0.0	0.0	0.0	1.0	1.0	1.0
AC006070.12	0.0	0.0	1.0	0.0	0.0	0.0
AC006076.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006077.4	0.0	0.0	0.0	0.0	0.0	0.0
AC006080.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006111.1	0.0	9.0	18.0	14.0	11.0	8.0
AC006115.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006115.3	14.0	217.0	265.0	254.0	277.0	181.0
AC006115.6	0.0	1.0	0.0	1.0	2.0	10.0
AC006116.1	0.0	6.0	7.0	0.0	0.0	0.0
AC006116.12	0.0	3.0	7.0	10.0	1.0	4.0
AC006116.13	0.0	2.0	0.0	2.0	2.0	3.0
AC006116.14	0.0	0.0	0.0	0.0	1.0	0.0
AC006116.15	0.0	5.0	2.0	5.0	3.0	2.0
AC006116.17	0.0	3.0	2.0	2.0	2.0	1.0
AC006116.19	0.0	0.0	2.0	0.0	5.0	0.0
AC006116.20	1.0	12.0	7.0	19.0	8.0	1.0
AC006116.21	0.0	6.0	6.0	1.0	3.0	2.0
AC006116.22	0.0	9.0	6.0	21.0	5.0	9.0
AC006116.24	0.0	5.0	7.0	4.0	7.0	4.0
AC006116.27	0.0	0.0	0.0	0.0	0.0	0.0
AC006126.3	0.0	0.0	2.0	0.0	1.0	2.0
AC006126.4	0.0	35.0	61.0	54.0	29.0	34.0
AC006129.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006129.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006129.4	0.0	0.0	0.0	0.0	0.0	0.0
AC006130.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006130.3	0.0	0.0	1.0	0.0	0.0	0.0
AC006130.4	0.0	0.0	0.0	0.0	0.0	0.0
AC006133.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006145.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006150.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006150.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006153.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006156.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006156.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006159.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006159.4	0.0	0.0	0.0	0.0	2.0	0.0
AC006159.5	0.0	0.0	0.0	2.0	1.0	1.0
AC006160.5	2.0	11.0	15.0	7.0	11.0	8.0
AC006195.2	0.0	0.0	0.0	4.0	0.0	0.0
AC006196.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006227.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006262.10	0.0	0.0	0.0	0.0	0.0	0.0
AC006262.4	0.0	0.0	0.0	0.0	0.0	0.0
AC006262.5	0.0	0.0	0.0	0.0	0.0	0.0
AC006262.6	0.0	0.0	0.0	0.0	0.0	2.0
AC006272.1	0.0	2.0	1.0	2.0	2.0	0.0
AC006272.2	0.0	0.0	1.0	0.0	0.0	0.0
AC006273.4	0.0	2.0	4.0	10.0	6.0	4.0
AC006273.5	5.0	36.0	45.0	136.0	127.0	107.0
AC006273.7	3.0	9.0	6.0	5.0	10.0	12.0
AC006277.2	0.0	13.0	6.0	9.0	8.0	6.0
AC006296.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006296.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006322.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006326.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006326.5	0.0	0.0	0.0	0.0	0.0	0.0
AC006328.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006328.9	0.0	0.0	0.0	0.0	0.0	0.0
AC006335.10	0.0	0.0	0.0	0.0	0.0	0.0
AC006335.11	0.0	0.0	0.0	0.0	0.0	0.0
AC006335.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006335.6	0.0	0.0	0.0	0.0	0.0	0.0
AC006355.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006366.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006369.2	0.0	0.0	0.0	2.0	0.0	0.0
AC006369.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006371.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006372.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006372.4	2.0	0.0	3.0	3.0	1.0	0.0
AC006372.5	0.0	1.0	4.0	0.0	0.0	0.0
AC006372.6	0.0	0.0	0.0	0.0	0.0	2.0
AC006373.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006377.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006378.2	0.0	10.0	7.0	12.0	8.0	4.0
AC006380.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006380.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006390.4	0.0	0.0	0.0	0.0	0.0	0.0
AC006427.2	0.0	1.0	0.0	0.0	5.0	0.0
AC006432.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006435.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006445.6	0.0	0.0	0.0	0.0	0.0	0.0
AC006445.7	0.0	3.0	3.0	2.0	4.0	6.0
AC006449.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006452.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006455.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006458.3	0.0	0.0	0.0	1.0	1.0	0.0
AC006460.2	0.0	0.0	1.0	6.0	0.0	1.0
AC006461.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006465.4	0.0	1.0	2.0	5.0	0.0	4.0
AC006466.5	0.0	2.0	0.0	0.0	0.0	0.0
AC006480.1	0.0	0.0	0.0	1.0	0.0	0.0
AC006482.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006483.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006483.5	0.0	0.0	1.0	3.0	2.0	2.0
AC006486.1	0.0	21.0	31.0	12.0	15.0	13.0
AC006486.9	0.0	0.0	0.0	0.0	0.0	0.0
AC006487.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.3	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.4	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.5	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.6	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.7	0.0	0.0	0.0	0.0	0.0	0.0
AC006499.8	0.0	0.0	0.0	0.0	2.0	0.0
AC006499.9	0.0	0.0	0.0	0.0	0.0	0.0
AC006509.4	0.0	1.0	0.0	0.0	0.0	0.0
AC006509.7	0.0	1.0	1.0	0.0	0.0	1.0
AC006534.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006534.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006538.1	13.0	212.0	211.0	143.0	141.0	106.0
AC006538.4	0.0	0.0	0.0	0.0	0.0	0.0
AC006539.1	0.0	1.0	4.0	0.0	1.0	1.0
AC006539.2	0.0	4.0	2.0	1.0	1.0	0.0
AC006539.3	0.0	10.0	2.0	1.0	7.0	2.0
AC006539.4	0.0	2.0	2.0	0.0	0.0	1.0
AC006547.13	2.0	37.0	30.0	65.0	37.0	26.0
AC006547.14	0.0	4.0	4.0	10.0	6.0	4.0
AC006547.15	0.0	0.0	0.0	0.0	0.0	0.0
AC006547.8	0.0	0.0	0.0	0.0	0.0	0.0
AC006548.19	0.0	0.0	0.0	0.0	0.0	0.0
AC006548.26	0.0	0.0	0.0	0.0	0.0	0.0
AC006552.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006557.1	1.0	5.0	1.0	2.0	0.0	3.0
AC006926.1	0.0	0.0	0.0	1.0	0.0	0.0
AC006942.4	0.0	5.0	7.0	10.0	8.0	6.0
AC006946.12	0.0	2.0	0.0	0.0	2.0	5.0
AC006946.15	1.0	11.0	22.0	21.0	30.0	20.0
AC006946.16	4.0	80.0	73.0	65.0	36.0	41.0
AC006946.17	0.0	13.0	26.0	13.0	14.0	14.0
AC006947.1	0.0	0.0	2.0	2.0	0.0	0.0
AC006953.1	0.0	1.0	2.0	3.0	5.0	6.0
AC006960.5	0.0	0.0	0.0	0.0	1.0	2.0
AC006960.7	0.0	0.0	0.0	0.0	0.0	0.0
AC006967.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006978.6	29.0	480.0	624.0	489.0	444.0	306.0
AC006987.4	0.0	0.0	0.0	0.0	0.0	0.0
AC006987.5	0.0	0.0	0.0	0.0	0.0	0.0
AC006987.6	0.0	0.0	0.0	0.0	0.0	0.0
AC006987.7	0.0	0.0	0.0	0.0	0.0	0.0
AC006988.1	0.0	0.0	0.0	0.0	0.0	0.0
AC006989.2	0.0	0.0	0.0	0.0	0.0	0.0
AC006994.1	1.0	2.0	0.0	8.0	0.0	3.0
AC006994.2	1.0	1.0	2.0	1.0	0.0	0.0
AC006994.3	0.0	0.0	1.0	0.0	0.0	0.0
AC006995.8	0.0	0.0	2.0	2.0	2.0	2.0
AC007000.10	0.0	5.0	9.0	3.0	5.0	8.0
AC007000.11	0.0	3.0	5.0	3.0	2.0	9.0
AC007000.12	2.0	19.0	21.0	28.0	14.0	11.0
AC007003.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007009.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007009.2	0.0	2.0	4.0	2.0	0.0	0.0
AC007016.3	0.0	0.0	0.0	2.0	0.0	1.0
AC007025.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007036.4	0.0	2.0	2.0	3.0	3.0	6.0
AC007036.5	0.0	0.0	0.0	0.0	0.0	0.0
AC007036.6	1.0	3.0	2.0	0.0	1.0	0.0
AC007038.7	0.0	21.0	19.0	23.0	16.0	8.0
AC007040.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007040.11	0.0	0.0	0.0	0.0	0.0	0.0
AC007040.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007040.3	0.0	0.0	0.0	0.0	0.0	0.0
AC007040.6	0.0	0.0	0.0	0.0	0.0	0.0
AC007040.7	0.0	0.0	0.0	0.0	0.0	0.0
AC007040.8	0.0	0.0	0.0	0.0	0.0	0.0
AC007041.1	0.0	0.0	2.0	0.0	0.0	0.0
AC007041.2	0.0	2.0	2.0	7.0	8.0	8.0
AC007050.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007050.17	0.0	0.0	1.0	2.0	0.0	0.0
AC007050.18	0.0	0.0	0.0	0.0	2.0	0.0
AC007056.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007064.22	0.0	0.0	0.0	0.0	0.0	0.0
AC007064.24	0.0	0.0	0.0	0.0	0.0	2.0
AC007064.25	0.0	0.0	0.0	0.0	0.0	0.0
AC007078.4	0.0	0.0	2.0	2.0	1.0	4.0
AC007091.1	0.0	1.0	6.0	3.0	4.0	6.0
AC007096.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007098.1	0.0	0.0	0.0	0.0	1.0	0.0
AC007099.1	0.0	1.0	2.0	0.0	0.0	3.0
AC007099.2	0.0	0.0	0.0	0.0	0.0	0.0
AC007106.1	0.0	0.0	0.0	0.0	0.0	0.0
AC007114.1	0.0	0.0	0.0	5.0	3.0	0.0
AC007115.3	0.0	0.0	0.0	0.0	0.0	0.0
