Geneid	X_filesTien_Cont1_S25sorted	X_filesTien_Cont2_S26sorted	X_filesTien_Cont3_S27sorted	X_filesTien_Zn1_S28sorted	X_filesTien_Zn2_S29sorted	X_filesTien_Zn3_S30sorted
LCE4A	0.0	0.0	0.0	0.0	0.0	0.0
LCE5A	0.0	0.0	0.0	0.0	0.0	0.0
LCE6A	0.0	0.0	0.0	0.0	0.0	0.0
LCLAT1	62.0	891.0	1241.0	977.0	852.0	612.0
LCMT1	112.0	1432.0	2095.0	1848.0	1618.0	1160.0
LCMT2	40.0	377.0	452.0	341.0	353.0	237.0
LCN1	1.0	1.0	1.0	2.0	12.0	1.0
LCN10	0.0	3.0	5.0	5.0	1.0	0.0
LCN12	0.0	9.0	22.0	12.0	9.0	16.0
LCN15	0.0	13.0	30.0	24.0	9.0	12.0
LCN1P1	0.0	2.0	0.0	0.0	0.0	0.0
LCN1P2	0.0	0.0	0.0	0.0	0.0	0.0
LCN2	0.0	4.0	3.0	11.0	7.0	1.0
LCN6	0.0	0.0	0.5	0.0	0.0	0.0
LCN8	0.0	0.0	4.0	3.0	3.0	1.0
LCN9	0.0	2.0	1.0	3.0	0.0	0.0
LCNL1	2.0	8.0	11.0	7.0	11.0	5.0
LCOR	101.0	1243.0	1722.0	1179.0	1113.0	799.0
LCP1	5.0	45.0	62.0	69.0	80.0	29.0
LCP2	2.0	20.0	36.0	30.0	23.0	18.0
LCT	0.0	7.0	9.0	11.0	4.0	3.0
LCTL	51.0	668.0	914.0	819.0	679.0	456.0
LDB1	213.0	3030.0	4180.0	3948.0	3357.0	2339.0
LDB2	267.0	3523.0	5092.0	2599.0	2154.0	1413.0
LDHA	101.0	1105.0	1642.0	1347.0	1179.0	978.0
LDHAL6A	0.0	7.0	19.0	13.0	14.0	5.0
LDHAL6B	0.0	4.0	2.0	0.0	2.0	0.0
LDHAL6CP	0.0	0.0	0.0	0.0	0.0	0.0
LDHAL6DP	0.0	0.0	0.0	0.0	0.0	0.0
LDHAL6EP	0.0	0.0	0.0	0.0	1.0	0.0
LDHAL6FP	0.0	0.0	0.0	0.0	0.0	0.0
LDHAP1	0.0	0.0	0.0	0.0	0.0	0.0
LDHAP2	0.0	2.0	2.0	1.0	0.0	0.0
LDHAP3	0.0	0.0	0.0	1.0	0.0	0.0
LDHAP4	10.0	125.0	202.0	120.0	133.0	88.0
LDHAP5	0.0	0.0	0.0	0.0	0.0	0.0
LDHAP7	0.0	1.0	12.0	0.0	3.0	3.0
LDHB	6764.0	93026.0	131605.0	118974.0	104635.0	76850.0
LDHBP1	0.0	0.0	1.0	0.0	0.0	1.0
LDHBP2	0.0	0.0	3.0	1.0	2.0	2.0
LDHBP3	0.0	0.0	0.0	0.0	0.0	0.0
LDHC	0.0	0.0	0.0	0.0	0.0	0.0
LDHD	87.0	1083.0	1618.0	1119.0	1008.0	696.0
LDLR	545.0	7446.0	11409.0	7209.0	6328.0	4456.0
LDLRAD1	0.0	0.0	0.0	0.0	0.0	0.0
LDLRAD2	0.0	40.0	69.0	54.0	51.0	37.0
LDLRAD3	66.0	740.0	1223.0	867.0	853.0	522.0
LDLRAD4-AS1	0.0	1.0	0.0	2.0	0.0	0.0
LDLRAP1	222.0	3070.0	4161.0	3670.0	3423.0	2294.0
LDOC1	0.0	4.0	4.0	0.0	0.0	0.0
LDOC1L	111.0	1409.0	1917.0	1613.0	1573.0	961.0
LEAP2	6.0	84.0	110.0	86.0	77.0	63.0
LECT1	8.0	74.0	102.0	105.0	98.0	72.0
LECT2	0.0	0.0	1.0	0.0	0.0	2.0
LEF1	2.0	22.0	46.0	62.0	19.0	19.0
LEF1-AS1	0.0	2.0	0.0	2.0	2.0	2.0
LEFTY1	2.0	18.0	22.0	24.0	23.0	7.0
LEFTY2	3.0	40.0	83.0	122.0	97.0	49.0
LEKR1	3.0	31.0	33.0	36.0	20.0	14.0
LELP1	0.0	0.0	0.0	0.0	0.0	0.0
LEMD1	7.0	155.0	257.0	199.0	148.0	110.0
LEMD1-AS1	0.0	15.0	31.0	33.0	30.0	9.0
LEMD2	360.0	4275.0	6208.0	5970.0	5512.0	3842.0
LEMD3	186.0	2641.0	3750.0	2875.0	2430.0	1710.0
LENEP	0.0	6.0	19.0	16.0	7.0	17.0
LENG1	0.0	0.0	0.0	0.0	0.0	0.0
LENG8-AS1	0.0	0.0	0.0	0.0	0.0	2.0
LENG9	0.0	0.0	0.0	0.0	0.0	0.0
LEO1	66.0	759.0	974.0	955.0	725.0	578.0
LEP	0.0	0.0	0.0	1.0	0.0	0.0
LEPREL1	92.0	1065.0	1611.0	1178.0	1061.0	719.0
LEPREL1-AS1	0.0	18.0	11.0	10.0	12.0	9.0
LEPREL4	0.0	0.0	8.0	6.0	2.0	2.0
LEPROT	191.0	2659.0	3893.0	3682.0	3250.0	2225.0
LETM1P2	2.0	28.0	26.0	41.0	20.0	5.0
LETM2	12.0	194.0	231.0	258.0	198.0	145.0
LEUTX	0.0	0.0	0.0	0.0	0.0	0.0
LFNG	92.0	1294.0	1768.0	1695.0	1537.0	942.0
LGALS1	11.0	142.0	158.0	165.0	176.0	98.0
LGALS13	0.0	0.0	0.0	0.0	0.0	0.0
LGALS14	0.0	0.0	0.0	0.0	0.0	0.0
LGALS16	0.0	0.0	0.0	0.0	0.0	0.0
LGALS17A	0.0	0.0	0.0	0.0	0.0	0.0
LGALS2	2.0	1.0	9.0	4.0	5.0	1.0
LGALS3BP	54.0	709.0	977.0	1003.0	1118.0	556.0
LGALS4	2.0	15.0	20.0	27.0	15.0	22.0
LGALS7	0.0	0.0	0.0	0.0	0.0	0.0
LGALS7B	0.0	0.0	0.0	1.0	0.0	0.0
LGALS8-AS1	0.0	0.0	0.0	2.0	0.0	0.0
LGALSL	117.0	1883.0	2763.0	2118.0	2018.0	1361.0
LGI1	0.0	22.0	24.0	13.0	8.0	13.0
LGI2	37.0	533.0	673.0	643.0	600.0	346.0
LGI3	0.0	0.0	2.0	2.0	0.0	0.0
LGI4	8.0	96.0	120.0	134.0	67.0	81.0
LGMNP1	1.0	3.0	3.0	3.0	4.0	5.0
LGR4	322.0	4164.0	6026.0	3635.0	3275.0	2252.0
LGR5	2.0	10.0	32.0	35.0	29.0	19.0
LHB	0.0	3.0	1.0	6.0	7.0	0.0
LHFP	6.0	114.0	146.0	251.0	215.0	122.0
LHFPL1	1.0	52.0	65.0	39.0	48.0	27.0
LHFPL2	135.0	1887.0	2650.0	2010.0	1888.0	1232.0
LHFPL3	0.0	7.0	8.0	2.0	12.0	2.0
LHFPL3-AS1	0.0	3.0	3.0	8.0	6.0	2.0
LHFPL4	14.0	303.0	456.0	360.0	263.0	191.0
LHFPL5	0.0	2.0	0.0	0.0	0.0	2.0
LHPP	78.0	1039.0	1502.0	975.0	881.0	659.0
LHX1	11.0	135.0	188.0	140.0	145.0	54.0
LHX2	33.0	384.0	544.0	434.0	395.0	196.0
LHX4	40.0	302.0	485.0	451.0	351.0	296.0
LHX5	0.0	15.0	20.0	12.0	17.0	10.0
LIAS	36.0	402.0	479.0	445.0	372.0	250.0
LIF	11.0	109.0	131.0	451.0	431.0	296.0
LIFR	46.0	998.0	1183.0	1057.0	873.0	667.0
LIFR-AS1	0.0	46.0	61.0	59.0	45.0	21.0
LIG1	216.0	2892.0	4061.0	3429.0	3312.0	2246.0
LIG3	257.0	3986.0	5900.0	5203.0	4592.0	3261.0
LIG4	21.0	306.0	440.0	387.0	328.0	202.0
LILRA1	0.0	0.0	0.0	0.0	0.0	0.0
LILRA2	0.0	0.0	0.0	0.0	0.0	0.0
LILRA3	0.0	0.0	0.0	0.0	0.0	0.0
LILRA4	0.0	0.0	0.0	0.0	0.0	0.0
LILRA5	0.0	0.0	0.0	0.0	0.0	0.0
LILRA6	0.0	1.0	0.0	0.0	0.0	0.0
LILRB2	0.0	0.0	0.0	0.0	0.0	0.0
LILRB3	0.0	0.0	0.0	0.0	0.0	0.0
LILRB4	0.0	0.0	0.0	0.0	0.0	0.0
LILRP1	0.0	0.0	0.0	0.0	0.0	0.0
LILRP2	0.0	0.0	0.0	0.0	0.0	0.0
LIM2	0.0	4.0	1.0	8.0	13.0	14.0
LIMA1	68.0	1174.0	1791.0	1561.0	1504.0	929.0
LIMD1	185.0	2749.0	3877.0	3904.0	3410.0	2339.0
LIMD1-AS1	0.0	26.0	31.0	17.0	23.0	3.0
LIMD2	118.0	1580.0	2115.0	1898.0	1433.0	1057.0
LIME1	11.0	174.0	235.0	248.0	195.0	146.0
LIMS3	0.5	5.5	6.5	4.0	4.5	3.0
LIMS3L	0.0	0.0	0.0	0.0	0.0	0.0
LIN28A	6374.0	86417.0	116569.0	100426.0	88091.0	60810.0
LIN28AP1	1.0	1.0	1.0	0.0	0.0	7.0
LIN28AP2	0.0	0.0	0.0	0.0	0.0	0.0
LIN28B	357.0	5699.0	8058.0	5555.0	4889.0	3220.0
LIN37	3.0	37.0	49.0	44.0	53.0	20.0
LIN52	40.0	520.0	658.0	594.0	487.0	379.0
LIN54	72.0	1081.0	1486.0	1146.0	1109.0	750.0
LIN7A	38.0	692.0	865.0	670.0	526.0	389.0
LIN7B	11.0	103.0	150.0	172.0	164.0	136.0
LIN7C	95.0	1473.0	2037.0	1714.0	1281.0	969.0
LINC-PINT	11.0	203.0	267.0	221.0	170.0	122.0
LINC-ROR	38.0	424.0	756.0	308.0	314.0	221.0
LINC00028	0.0	0.0	0.0	0.0	0.0	0.0
LINC00029	0.0	8.0	9.0	11.0	5.0	7.0
LINC00032	1.0	3.0	11.0	13.0	3.0	1.0
LINC00035	0.0	2.0	0.0	0.0	1.0	0.0
LINC00051	0.0	1.0	2.0	0.0	0.0	0.0
LINC00052	0.0	0.0	5.0	11.0	6.0	12.0
LINC00083	0.0	0.0	0.0	0.0	0.0	0.0
LINC00086	0.0	10.0	12.0	9.0	17.0	6.0
LINC00087	0.0	0.0	0.0	4.0	0.0	0.0
LINC00092	0.0	32.0	32.0	22.0	16.0	8.0
LINC00094	80.0	1028.0	1539.0	1198.0	1115.0	721.0
LINC00102	0.0	0.0	0.0	0.0	0.0	0.0
LINC00106	0.0	4.0	6.0	2.0	0.0	2.0
LINC00111	0.0	0.0	0.0	0.0	0.0	0.0
LINC00112	0.0	0.0	0.0	0.0	0.0	0.0
LINC00113	0.0	0.0	0.0	0.0	0.0	2.0
LINC00114	0.0	2.0	3.0	0.0	2.0	0.0
LINC00115	0.0	35.0	34.0	40.0	42.0	29.0
LINC00116	18.0	224.0	351.0	292.0	277.0	137.0
LINC00152	20.0	248.0	372.0	489.0	385.0	300.0
LINC00158	0.0	4.0	4.0	9.0	6.0	0.0
LINC00159	0.0	0.0	5.0	0.0	1.0	0.0
LINC00160	0.0	0.0	0.0	0.0	0.0	0.0
LINC00161	0.0	1.0	2.0	0.0	0.0	0.0
LINC00162	0.0	0.0	0.0	0.0	2.0	0.0
LINC00163	0.0	2.0	8.0	6.0	0.0	2.0
LINC00167	0.0	11.0	9.0	6.0	5.0	2.0
LINC00173	16.0	209.0	237.0	195.0	188.0	106.0
LINC00174	28.0	471.0	596.0	603.0	509.0	369.0
LINC00176	0.0	46.0	48.0	33.0	24.0	26.0
LINC00184	0.0	0.0	3.0	1.0	7.0	4.0
LINC00189	26.0	127.0	181.0	129.0	100.0	60.0
LINC00200	0.0	0.0	0.0	0.0	0.0	0.0
LINC00202-1	0.0	11.0	5.0	7.0	10.0	21.0
LINC00202-2	1.0	0.0	1.0	2.0	0.0	0.0
LINC00205	31.0	323.0	548.0	510.0	379.0	289.0
LINC00207	0.0	0.0	0.0	0.0	0.0	0.0
LINC00208	0.0	0.0	0.0	0.0	0.0	0.0
LINC00210	0.0	0.0	0.0	0.0	0.0	0.0
LINC00211	0.0	0.0	1.0	0.0	0.0	0.0
LINC00221	0.0	0.0	0.0	0.0	0.0	0.0
LINC00222	0.0	6.0	4.0	4.0	2.0	2.0
LINC00226	0.0	0.0	0.0	0.0	0.0	0.0
LINC00229	0.0	0.0	0.0	0.0	0.0	0.0
LINC00237	2.0	24.0	23.0	5.0	5.0	10.0
LINC00238	0.0	1.0	3.0	3.0	2.0	2.0
LINC00240	1.0	11.0	25.0	18.0	28.0	19.0
LINC00242	0.0	6.0	5.0	12.0	26.0	12.0
LINC00243	0.0	0.0	1.0	0.0	0.0	0.0
LINC00261	0.0	0.0	0.0	0.0	0.0	0.0
LINC00263	43.0	486.0	755.0	533.0	483.0	304.0
LINC00264	0.0	0.0	0.0	0.0	0.0	0.0
LINC00265	43.0	582.0	807.0	1106.0	838.0	618.0
LINC00265-2P	0.0	0.0	0.0	0.0	0.0	0.0
LINC00265-3P	0.0	0.0	0.0	0.0	1.0	0.0
LINC00266-1	0.0	6.0	0.0	0.0	1.0	0.0
LINC00266-2P	0.0	1.0	0.0	0.0	0.0	0.0
LINC00266-3	0.0	0.0	0.0	0.0	0.0	0.0
LINC00266-4P	0.0	0.0	0.0	0.0	0.0	0.0
LINC00269	0.0	1.0	5.0	0.0	0.0	2.0
LINC00271	0.0	29.0	13.0	16.0	17.0	16.0
LINC00272	0.0	0.0	0.0	2.0	0.0	1.0
LINC00273	0.0	0.0	0.0	1.0	0.0	0.0
LINC00276	0.0	0.0	0.0	0.0	0.0	0.0
LINC00277	3.0	62.0	90.0	58.0	51.0	40.0
LINC00278	0.0	0.0	0.0	0.0	0.0	0.0
LINC00279	0.0	0.0	0.0	0.0	0.0	0.0
LINC00280	0.0	0.0	0.0	0.0	0.0	0.0
LINC00283	0.0	0.0	2.0	1.0	0.0	0.0
LINC00284	0.0	0.0	0.0	0.0	0.0	0.0
LINC00290	0.0	0.0	0.0	0.0	0.0	0.0
LINC00293	0.0	0.0	0.0	0.0	0.0	0.0
LINC00297	0.0	0.0	0.0	0.0	0.0	0.0
LINC00298	0.0	1.0	6.0	7.0	11.0	3.0
LINC00299	1.0	18.0	33.0	43.0	20.0	21.0
LINC00301	0.0	0.0	0.0	0.0	0.0	0.0
LINC00302	0.0	0.0	0.0	0.0	0.0	0.0
LINC00303	0.0	2.0	0.0	2.0	0.0	0.0
LINC00304	4.0	34.0	33.0	37.0	25.0	13.0
LINC00305	0.0	0.0	0.0	0.0	4.0	0.0
LINC00307	0.0	0.0	0.0	0.0	0.0	0.0
LINC00308	1.0	1.0	4.0	1.0	1.0	0.0
LINC00309	0.0	1.0	0.0	0.0	1.0	0.0
LINC00310	0.0	7.0	8.0	11.0	12.0	14.0
LINC00311	2.0	9.0	19.0	15.0	3.0	9.0
LINC00312	6.0	92.0	133.0	122.0	66.0	80.0
LINC00313	0.0	18.0	18.0	27.0	14.0	12.0
LINC00314	0.0	0.0	0.0	0.0	0.0	0.0
LINC00315	0.0	3.0	2.0	4.0	8.0	1.0
LINC00316	1.0	2.0	3.0	5.0	5.0	4.0
LINC00317	0.0	0.0	0.0	0.0	0.0	0.0
LINC00319	8.0	74.0	111.0	110.0	78.0	56.0
LINC00320	0.0	5.0	2.0	10.0	5.0	5.0
LINC00322	0.0	1.0	1.0	0.0	0.0	0.0
LINC00323	2.0	4.0	17.0	11.0	16.0	15.0
LINC00324	1.0	14.0	10.0	10.0	17.0	6.0
LINC00326	0.0	0.0	6.0	0.0	0.0	0.0
LINC00327	0.0	5.0	9.0	13.0	8.0	6.0
LINC00328-2P	0.0	0.0	0.0	1.0	0.0	2.0
LINC00330	0.0	0.0	1.0	1.0	0.0	0.0
LINC00331	0.0	0.0	0.0	0.0	0.0	0.0
LINC00332	0.0	0.0	0.0	2.0	4.0	0.0
LINC00333	0.0	0.0	0.0	0.0	0.0	0.0
LINC00334	0.0	1.0	5.0	9.0	4.0	2.0
LINC00336	0.0	3.0	0.0	0.0	0.0	3.0
LINC00337	14.0	147.0	261.0	135.0	110.0	82.0
LINC00338	19.0	153.0	222.0	159.0	143.0	106.0
LINC00339	15.0	442.0	580.0	459.0	416.0	310.0
LINC00341	0.0	1.0	2.0	2.0	0.0	2.0
LINC00342	9.0	70.0	84.0	117.0	79.0	75.0
LINC00343	0.0	0.0	0.0	0.0	0.0	0.0
LINC00345	0.0	0.0	0.0	0.0	0.0	0.0
LINC00346	0.0	0.0	6.0	2.0	2.0	1.0
LINC00347	0.0	0.0	0.0	0.0	0.0	0.0
LINC00348	0.0	0.0	0.0	0.0	0.0	0.0
LINC00349	0.0	0.0	0.0	0.0	0.0	0.0
LINC00350	0.0	0.0	0.0	0.0	0.0	0.0
LINC00351	0.0	0.0	0.0	0.0	0.0	0.0
LINC00352	0.0	0.0	0.0	0.0	0.0	0.0
LINC00353	0.0	2.0	0.0	0.0	0.0	0.0
LINC00354	2.0	2.0	1.0	2.0	0.0	0.0
LINC00355	0.0	0.0	0.0	1.0	0.0	0.0
LINC00358	0.0	0.0	0.0	0.0	0.0	0.0
LINC00359	0.0	1.0	0.0	0.0	0.0	0.0
LINC00362	0.0	0.0	0.0	0.0	0.0	0.0
LINC00363	0.0	0.0	0.0	0.0	0.0	0.0
LINC00364	0.0	0.0	0.0	0.0	0.0	0.0
LINC00365	0.0	0.0	0.0	0.0	0.0	0.0
LINC00366	0.0	0.0	0.0	0.0	0.0	0.0
LINC00368	0.0	0.0	0.0	0.0	0.0	0.0
LINC00370	0.0	1.0	0.0	0.0	0.0	0.0
LINC00371	96.0	1238.0	1753.0	1414.0	1172.0	773.0
LINC00374	0.0	0.0	0.0	0.0	0.0	0.0
LINC00375	0.0	0.0	0.0	0.0	0.0	0.0
LINC00376	0.0	0.0	0.0	0.0	0.0	0.0
LINC00378	0.0	0.0	0.0	0.0	0.0	0.0
LINC00379	0.0	0.0	0.0	0.0	0.0	0.0
LINC00380	0.0	0.0	0.0	0.0	0.0	0.0
LINC00381	0.0	1.0	0.0	0.0	1.0	0.0
LINC00382	0.0	0.0	0.0	0.0	0.0	0.0
LINC00383	0.0	0.0	0.0	0.0	0.0	0.0
LINC00384	0.0	0.0	0.0	0.0	0.0	0.0
LINC00385	0.0	0.0	0.0	0.0	0.0	0.0
LINC00387	0.0	0.0	0.0	0.0	0.0	0.0
LINC00388	0.0	0.0	0.0	0.0	0.0	0.0
LINC00390	0.0	0.0	2.0	0.0	0.0	2.0
LINC00391	3.0	21.0	45.0	20.0	4.0	18.0
LINC00392	0.0	0.0	0.0	0.0	0.0	0.0
LINC00393	0.0	0.0	0.0	0.0	0.0	0.0
LINC00395	0.0	0.0	0.0	0.0	0.0	0.0
LINC00396	0.0	0.0	0.0	0.0	0.0	0.0
LINC00397	0.0	0.0	0.0	0.0	0.0	0.0
LINC00398	0.0	0.0	0.0	0.0	0.0	0.0
LINC00399	0.0	0.0	0.0	0.0	0.0	0.0
LINC00400	0.0	0.0	0.0	0.0	0.0	0.0
LINC00401	0.0	0.0	0.0	0.0	0.0	0.0
LINC00402	1.0	62.0	86.0	78.0	55.0	29.0
LINC00403	0.0	0.0	0.0	0.0	0.0	0.0
LINC00404	0.0	0.0	0.0	0.0	0.0	0.0
LINC00407	0.0	0.0	1.0	1.0	0.0	0.0
LINC00408	0.0	0.0	0.0	0.0	0.0	0.0
LINC00410	0.0	0.0	0.0	0.0	0.0	0.0
LINC00411	0.0	0.0	0.0	0.0	0.0	0.0
LINC00412	0.0	1.0	7.0	2.0	3.0	0.0
LINC00415	0.0	0.0	0.0	1.0	0.0	0.0
LINC00418	0.0	0.0	0.0	0.0	0.0	0.0
LINC00421	0.0	0.0	2.0	0.0	0.0	1.0
LINC00422	0.0	7.0	15.0	3.0	14.0	4.0
LINC00423	0.0	2.0	0.0	0.0	0.0	0.0
LINC00424	0.0	0.0	0.0	0.0	0.0	0.0
LINC00426	3.0	5.0	9.0	7.0	6.0	6.0
LINC00427	0.0	1.0	4.0	4.0	0.0	1.0
LINC00428	3.0	51.0	82.0	30.0	23.0	32.0
LINC00430	0.0	0.0	0.0	0.0	0.0	0.0
LINC00431	0.0	3.0	2.0	5.0	3.0	3.0
LINC00433	0.0	0.0	0.0	0.0	2.0	1.0
LINC00434	0.0	0.0	0.0	0.0	0.0	0.0
LINC00437	0.0	0.0	0.0	0.0	0.0	0.0
LINC00440	0.0	0.0	0.0	0.0	0.0	0.0
LINC00441	3.0	16.0	24.0	14.0	3.0	21.0
LINC00442	0.0	0.0	0.0	0.0	0.0	0.0
LINC00443	0.0	2.0	0.0	4.0	0.0	0.0
LINC00444	0.0	0.0	0.0	0.0	0.0	0.0
LINC00445	0.0	0.0	0.0	0.0	0.0	0.0
LINC00446	0.0	0.0	0.0	0.0	0.0	0.0
LINC00448	0.0	0.0	0.0	0.0	0.0	0.0
LINC00449	9.0	86.0	118.0	94.0	53.0	40.0
LINC00452	0.0	0.0	0.0	2.0	2.0	0.0
LINC00454	0.0	0.0	0.0	0.0	0.0	0.0
LINC00456	0.0	0.0	0.0	0.0	0.0	0.0
LINC00457	0.0	0.0	0.0	0.0	0.0	0.0
LINC00458	6.0	83.0	84.0	66.0	35.0	39.0
LINC00459	0.0	0.0	0.0	0.0	0.0	0.0
LINC00460	0.0	0.0	0.0	0.0	0.0	0.0
LINC00461	0.0	24.0	41.0	29.0	10.0	13.0
LINC00462	0.0	0.0	0.0	0.0	0.0	0.0
LINC00466	1.0	9.0	24.0	8.0	8.0	11.0
LINC00467	63.0	911.0	1401.0	978.0	752.0	592.0
LINC00469	0.0	0.0	0.0	0.0	0.0	0.0
LINC00470	44.0	621.0	848.0	687.0	521.0	387.0
LINC00471	11.0	204.0	247.0	218.0	174.0	160.0
LINC00472	0.0	8.0	5.0	31.0	11.0	7.0
LINC00473	0.0	0.0	0.0	0.0	0.0	0.0
LINC00474	0.0	0.0	0.0	0.0	0.0	0.0
LINC00475	1.0	2.0	5.0	24.0	14.0	17.0
LINC00476	24.0	233.0	327.0	213.0	178.0	173.0
LINC00477	0.0	2.0	0.0	1.0	0.0	0.0
LINC00478	0.0	2.0	4.0	10.0	6.0	7.0
LINC00479	0.0	2.0	0.0	2.0	0.0	2.0
LINC00482	0.0	1.0	0.0	0.0	7.0	2.0
LINC00483	0.0	0.0	4.0	0.0	0.0	0.0
LINC00484	0.0	2.0	1.0	6.0	1.0	6.0
LINC00485	2.0	17.0	17.0	8.0	8.0	5.0
LINC00486	0.0	2.0	0.0	0.0	0.0	0.0
LINC00487	0.0	2.0	5.0	0.0	0.0	6.0
LINC00488	0.0	0.0	5.0	0.0	2.0	1.0
LINC00489	0.0	0.0	0.0	0.0	0.0	0.0
LINC00491	11.0	135.0	180.0	192.0	138.0	90.0
LINC00492	0.0	3.0	0.0	1.0	3.0	0.0
LINC00493	17.0	371.0	547.0	406.0	446.0	301.0
LINC00494	0.0	18.0	24.0	35.0	13.0	12.0
LINC00498	0.0	0.0	0.0	0.0	0.0	0.0
LINC00499	0.0	0.0	0.0	0.0	0.0	0.0
LINC00500	0.0	0.0	0.0	0.0	0.0	0.0
LINC00501	0.0	0.0	2.0	0.0	0.0	2.0
LINC00502	0.0	0.0	0.0	0.0	0.0	0.0
LINC00504	6.0	45.0	78.0	42.0	26.0	25.0
LINC00505	0.0	0.0	1.0	0.0	0.0	1.0
LINC00507	0.0	0.0	0.0	0.0	2.0	0.0
LINC00508	0.0	0.0	0.0	0.0	0.0	0.0
LINC00511	2.0	41.0	55.0	57.0	55.0	30.0
LINC00514	0.0	5.0	9.0	10.0	10.0	1.0
LINC00515	3.0	10.0	4.0	15.0	2.0	8.0
LINC00517	0.0	0.0	0.0	0.0	0.0	0.0
LINC00518	0.0	0.0	0.0	0.0	0.0	0.0
LINC00519	0.0	0.0	0.0	2.0	2.0	0.0
LINC00520	0.0	3.0	3.0	3.0	1.0	1.0
LINC00521	0.0	0.0	0.0	1.0	0.0	0.0
LINC00523	0.0	0.0	0.0	2.0	0.0	0.0
LINC00524	0.0	0.0	0.0	0.0	0.0	0.0
LINC00525	0.0	0.0	0.0	0.0	5.0	0.0
LINC00526	7.0	73.0	83.0	53.0	48.0	39.0
LINC00528	0.0	0.0	6.0	4.0	0.0	8.0
LINC00529	0.0	0.0	0.0	0.0	0.0	0.0
LINC00533	0.0	0.0	0.0	0.0	0.0	0.0
LINC00534	0.0	0.0	0.0	0.0	0.0	0.0
LINC00535	0.0	0.0	10.0	7.0	4.0	5.0
LINC00536	0.0	0.0	0.0	0.0	0.0	0.0
LINC00537	4.0	38.0	46.0	87.0	46.0	25.0
LINC00543	0.0	0.0	0.0	0.0	0.0	0.0
LINC00544	0.0	0.0	0.0	0.0	0.0	0.0
LINC00545	1.0	26.0	25.0	29.0	33.0	24.0
LINC00551	2.0	14.0	23.0	59.0	22.0	10.0
LINC00552	0.0	1.0	10.0	0.0	0.0	0.0
LINC00554	0.0	0.0	0.0	0.0	0.0	0.0
LINC00555	0.0	0.0	0.0	0.0	0.0	0.0
LINC00556	0.0	0.0	0.0	0.0	0.0	0.0
LINC00557	0.0	0.0	0.0	0.0	0.0	0.0
LINC00558	0.0	0.0	0.0	0.0	0.0	0.0
LINC00559	0.0	0.0	0.0	0.0	0.0	0.0
LINC00560	0.0	0.0	0.0	0.0	0.0	0.0
LINC00561	0.0	0.0	0.0	0.0	0.0	0.0
LINC00562	0.0	23.0	26.0	7.0	8.0	13.0
LINC00563	0.0	0.0	0.0	0.0	0.0	0.0
LINC00564	0.0	0.0	0.0	0.0	0.0	0.0
LINC00565	0.0	0.0	0.0	0.0	0.0	0.0
LINC00566	0.0	0.0	0.0	0.0	0.0	0.0
LINC00567	0.0	0.0	0.0	0.0	0.0	0.0
LINC00568	2.0	31.0	41.0	52.0	49.0	38.0
LINC00570	0.0	0.0	0.0	0.0	0.0	0.0
LINC00571	0.0	3.0	0.0	0.0	6.0	2.0
LINC00572	0.0	0.0	0.0	0.0	0.0	0.0
LINC00574	4.0	7.0	24.0	16.0	25.0	6.0
LINC00575	0.0	0.0	0.0	0.0	0.0	0.0
LINC00577	6.0	31.0	33.0	19.0	26.0	6.0
LINC00578	0.0	0.0	0.0	0.0	0.0	0.0
LINC00582	0.0	0.0	0.0	0.0	0.0	0.0
LINC00583	0.0	0.0	0.0	0.0	0.0	0.0
LINC00587	0.0	0.0	0.0	0.0	0.0	0.0
LINC00588	0.0	0.0	0.0	0.0	0.0	0.0
LINC00589	0.0	0.0	0.0	3.0	0.0	0.0
LINC00592	0.0	0.0	0.0	0.0	3.0	3.0
LINC00593	0.0	0.0	0.0	1.0	2.0	0.0
LINC00594	0.0	0.0	2.0	0.0	2.0	0.0
LINC00595	0.0	0.0	1.0	0.0	0.0	0.0
LINC00596	0.0	0.0	0.0	0.0	0.0	0.0
LINC00598	0.0	2.0	3.0	2.0	1.0	1.0
LINC00599	144.0	2169.0	2635.0	2021.0	1765.0	1341.0
LINC00601	0.0	0.0	2.0	0.0	0.0	2.0
LINC00603	0.0	0.0	0.0	0.0	0.0	0.0
LINC00604	0.0	0.0	0.0	0.0	0.0	0.0
LINC00605	0.0	2.0	1.0	2.0	6.0	5.0
LINC00606	0.0	0.0	0.0	0.0	0.0	0.0
LINC00607	0.0	33.0	22.0	19.0	19.0	4.0
LINC00608	0.0	0.0	0.0	0.0	0.0	0.0
LINC00609	0.0	0.0	0.0	0.0	0.0	1.0
LINC00610	3.0	22.0	23.0	14.0	22.0	14.0
LINC00612	1.0	42.0	64.0	26.0	52.0	14.0
LINC00613	0.0	0.0	0.0	0.0	0.0	0.0
LINC00614	0.0	1.0	3.0	0.0	0.0	3.0
LINC00615	0.0	0.0	0.0	0.0	0.0	0.0
LINC00616	0.0	0.0	0.0	0.0	0.0	0.0
LINC00617	145.0	1770.0	2378.0	1888.0	1636.0	1206.0
LINC00618	1.0	10.0	10.0	11.0	6.0	0.0
LINC00619	0.0	0.0	4.0	0.0	0.0	0.0
LINC00620	0.0	9.0	19.0	6.0	9.0	4.0
LINC00621	1.0	21.0	29.0	33.0	21.0	23.0
