gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG000001775709,121.906739249853,-0.0694274919374197,0.139026465312593,0.392582448660994,0.640638147293317
ENSG000001748073,217.563692190059,0.0713867538303425,0.135661280079211,0.392312545953757,0.640638147293317
ENSG000002566631,302.443075271632,0.0721391898484645,0.117505852397416,0.392514661829708,0.640638147293317
ENSG000001701009,245.106818897972,0.0725255576734469,0.122644218397941,0.392570044189085,0.640638147293317
ENSG000000653204,560.655908247369,0.0671835045813206,0.0967796726426526,0.392572128887178,0.640638147293317
ENSG0000012508912,64.9268519913878,0.0575049671291052,0.155702234645071,0.392741503065267,0.640776785940199
ENSG000001749967,1780.31751003217,0.0473476986217402,0.0596905075305416,0.392751869059767,0.640776785940199
ENSG000001821185,29.7819544887625,0.0435121698508815,0.158865721364233,0.392835347943987,0.640822085415877
ENSG0000008423412,17856.0961947599,0.0262594065777152,0.03132417377295,0.392864103245138,0.640822085415877
ENSG000001307336,982.217712402363,0.0555334593858052,0.0728484402645975,0.392958379442359,0.640906964557552
ENSG000001611497,42.6694752905199,-0.0478673191627842,0.157944569708398,0.393083595671153,0.641042282579365
ENSG000001888188,601.241547978725,0.0654291856888946,0.0936316434823277,0.393335217052676,0.641383691385304
ENSG000001514918,301.626715211453,-0.0699857027555763,0.110182226643225,0.393565698525039,0.64166883148053
ENSG000002291322,382.74928246581,0.0688426432157674,0.10570339047263,0.393594662531424,0.64166883148053
ENSG000002723561,28.6945229485407,-0.0409537758928611,0.159350085447548,0.393754058823394,0.641859726528508
ENSG000000817217,1468.96877216122,-0.0499748647698729,0.0639912049638213,0.393827999107445,0.641911293421127
ENSG000002145583,26.6698751738816,-0.0304021908642948,0.159606334210215,0.393948616383857,0.641969966318576
ENSG000002369241,44.1434923613212,-0.0536366167035361,0.15599054950032,0.393919827034406,0.641969966318576
ENSG0000013310312,520.249747688069,0.0674256175585694,0.0983821842387263,0.394059098911133,0.642019670039846
ENSG0000016541610,1792.59714580415,0.047343719031845,0.0596382905925786,0.394063743958419,0.642019670039846
ENSG000001056413,27.8131700107501,0.044362289857204,0.159179003880182,0.394151214362081,0.642093233360087
ENSG000002626921,43.2408325671956,0.0545695073920146,0.156408072139156,0.394214709241864,0.64212772767867
ENSG0000015702013,4908.39751108562,0.0343781732472067,0.0417296779094489,0.394397048063464,0.64235577611281
ENSG000001661479,878.507945185204,-0.0587286200275137,0.0793179487829455,0.394559229858508,0.64248199126885
ENSG000001087887,800.827139356313,0.057808588676606,0.0772760323011072,0.394534076499401,0.64248199126885
ENSG0000003853210,724.961442486541,-0.0584703510009246,0.0799840649958194,0.394639226731361,0.64248240464785
ENSG0000008018910,1484.48410912767,0.0502580606679032,0.0645386746913328,0.394644171312065,0.64248240464785
ENSG000002266744,75.9247662798871,-0.0570729343177392,0.153493495664695,0.394769945677201,0.642560265098926
ENSG0000010010513,1847.93230130684,0.0706348300327663,0.129129886103422,0.39477669486932,0.642560265098926
ENSG000001356327,1033.55596240965,0.0545266423845595,0.0718063031720161,0.394839671732568,0.642581095887302
ENSG000001632863,106.045641447828,-0.068055008892688,0.143736022648244,0.394889409654367,0.642581095887302
ENSG0000014740312,2051.93268269577,-0.0197749999711044,0.160432875763053,0.394916543804725,0.642581095887302
ENSG0000018470813,778.106169035959,0.0632599177391136,0.0868440861093445,0.394973416235415,0.642604722768599
ENSG000001198018,1239.839234745,-0.0611591935276527,0.0804744176837858,0.395207344274669,0.642916375541926
