,Geneid,X_filesTien_Cont1_S25sorted,X_filesTien_Cont2_S26sorted,X_filesTien_Cont3_S27sorted,X_filesTien_Zn1_S28sorted,X_filesTien_Zn2_S29sorted,X_filesTien_Zn3_S30sorted
25214,AC005631.1,0,1,1,0,0,0
25215,U3,0,0,0,0,0,0
25216,MIR1202,0,0,0,0,0,0
25217,AC092958.1,0,0,0,0,0,0
25218,AP003498.1,0,12,13,14,9,3
25219,SNORA11C,0,0,0,0,0,0
25220,U3,0,0,0,0,0,0
25221,MIR1277,0,3,3,0,1,1
25222,MIR1271,0,1,0,2,2,0
25223,AL162502.1,0,0,1,0,0,0
25224,MIR548AJ2,0,0,0,0,0,0
25225,AC132803.1,0,0,0,0,0,0
25226,RNU6ATAC11P,0,0,0,0,1,0
25227,AL133260.1,0,0,1,1,2,1
25228,AL132875.1,0,0,0,0,0,0
25229,AC098847.1,0,0,0,0,0,0
25230,AL138710.1,0,0,0,0,0,0
25231,AC068754.1,0,0,0,0,0,0
25232,SNORA11D,0,0,0,0,0,0
25233,MIR1827,2,1,0,0,0,0
25234,AC108739.1,0,0,0,0,0,0
25235,AC092329.1,0,0,0,0,0,0
25236,MIR1251,0,0,1,0,0,0
25237,AC027807.1,0,0,0,0,0,0
25238,AC000003.1,0,0,0,0,0,0
25239,AC069294.1,0,0,4,0,1,3
25240,AC092017.1,0,0,0,0,0,0
25241,AC007358.1,0,0,3,2,0,0
25242,SNORA34,0,10,14,12,8,4
25243,AL162430.1,0,0,0,0,0,0
25244,MIR320C1,0,3,0,3,6,4
25245,MIR548I4,0,0,0,0,0,0
25246,AC098680.1,0,0,0,0,0,0
25247,U3,0,0,0,0,0,0
25248,AL034449.1,0,0,0,0,0,0
25249,SNORA77,0,0,0,0,0,0
25250,AC078881.1,0,0,0,0,0,0
25251,SNORD100,0,4,23,16,20,15
25252,MIR1245A,0,0,0,0,0,0
25253,AC011456.1,0,0,0,0,0,0
25254,AL030997.1,0,0,0,0,0,0
25255,AC092038.1,0,1,2,4,2,0
25256,RNU6ATAC40P,0,0,0,0,0,0
25257,MIR548O,0,0,0,0,0,0
25258,AC090825.1,0,0,0,0,0,0
25259,SNORD111B,0,2,1,4,1,0
25260,AC007333.1,0,0,0,0,0,0
25261,AP002806.1,0,0,0,0,0,0
25262,AC010724.1,0,0,0,0,0,0
25263,RNU6ATAC16P,0,3,1,9,3,1
25264,AL390071.1,0,4,0,2,1,0
25265,MIR1285-1,0,1,1,6,0,1
25266,AL158151.2,0,0,1,2,0,0
25267,AC079080.1,0,0,0,0,0,0
25268,AC074391.2,0,0,0,0,0,0
25269,MIR1185-1,0,0,0,0,0,0
25270,AC040162.1,0,0,0,0,0,0
25271,RNU6ATAC41P,0,0,0,0,0,0
25272,AC016597.1,0,0,0,0,0,0
25273,AC105227.1,0,0,0,0,0,0
25274,AC005037.2,0,0,0,0,0,0
25275,AC074091.1,0,0,0,0,0,0
25276,AC007353.1,0,0,0,0,0,0
25277,MIR1184-1,0,0,0,0,0,0
25278,AC090079.1,0,0,0,0,0,0
25279,AC027319.1,0,0,0,0,0,0
25280,AC091643.1,0,0,0,0,0,0
25281,MIR548H1,0,0,0,0,0,0
25282,AL365361.1,0,0,0,0,0,0
25283,SNORD99,4,50,76,61,72,81
25284,MIR1180,0,10,17,24,7,4
25285,AC079753.1,0,0,0,0,0,0
25286,AC016405.2,0,0,0,0,0,0
25287,AL359709.1,0,0,0,0,0,0
25288,MIR1255B2,0,0,0,0,0,0
25289,AL359853.1,0,0,0,0,0,0
25290,MIR1283-2,0,0,0,0,0,0
25291,AL645859.1,0,0,0,0,0,0
25292,AP000478.1,0,0,0,0,0,0
25293,MIR1303,0,3,0,1,1,1
25294,AC004924.1,0,10,12,8,6,4
25295,AC068669.1,0,3,1,2,4,0
25296,AC103794.1,0,0,0,0,0,0
25297,AC024082.1,0,0,0,0,0,0
25298,AL357519.1,0,0,0,0,0,0
25299,MIR1302-1,0,0,0,0,0,0
25300,AC087069.1,0,0,0,0,0,0
25301,RNU6ATAC10P,0,3,1,6,0,2
25302,MIR1269A,0,0,0,0,0,0
25303,RNU6ATAC42P,0,0,0,0,0,0
25304,AP004242.1,0,0,0,0,0,0
25305,MIR1181,0,0,0,0,0,0
25306,AF228730.2,0,0,6,4,0,1
25307,AC026797.1,0,0,0,0,0,0
25308,RNU6ATAC35P,0,0,3,4,5,0
25309,AC099535.1,0,0,0,0,0,2
25310,RNU6ATAC33P,0,1,1,0,0,0
25311,AC004543.1,0,0,0,0,0,0
25312,AL049798.1,0,0,0,0,0,0
25313,AC093162.1,0,0,4,1,6,0
25314,AC116553.1,0,0,0,0,0,0
25315,AL353707.1,0,0,0,0,0,0
25316,RNU6ATAC21P,0,0,0,0,0,0
25317,AC008747.1,0,0,0,0,0,0
25318,MIR1226,0,0,0,0,0,0
25319,MIR1261,0,0,0,0,0,0
25320,AC100817.1,0,0,0,0,0,0
25321,AC009299.1,0,0,0,0,0,0
25322,AL161740.1,0,0,0,0,0,0
25323,AC026150.2,0,0,0,0,0,0
25324,MIR548F1,0,0,0,0,0,0
25325,AC010458.1,0,0,0,0,0,0
25326,MIR1249,0,2,1,0,1,5
25327,AL136446.1,0,0,0,0,0,0
25328,RNU4ATAC2P,0,0,0,0,0,0
25329,AC133041.1,0,1,2,0,0,0
25330,MIR1184-2,0,0,0,0,0,0
25331,MIR1293,0,0,0,0,0,1
25332,AL356131.1,0,0,0,0,0,0
25333,AP005718.1,0,0,1,0,0,0
25334,AC079235.1,0,0,0,0,0,0
25335,AC107890.1,0,0,0,0,0,0
25336,SNORD88,0,3,5,6,3,0
25337,AC106775.1,0,0,0,0,0,0
25338,AL161452.1,0,0,0,0,0,0
25339,MIR1185-2,0,0,0,0,0,0
25340,AC140132.1,0,0,0,0,0,0
25341,MIR548H4,0,0,0,0,0,0
25342,AC138123.1,0,0,0,0,0,0
25343,AC093817.1,0,0,0,0,0,0
25344,AC012671.3,0,0,0,0,0,0
25345,AC009835.1,0,0,0,0,0,0
25346,AC090150.1,0,0,0,0,0,0
25347,AC013283.1,2,57,64,57,33,30
25348,MIR1302-4,0,0,0,0,0,0
25349,AL162614.1,0,0,0,0,0,0
25350,MIR1179,0,0,0,0,0,0
25351,AP000897.1,0,0,0,0,0,0
25352,U3,0,0,0,0,0,0
25353,MIR1276,0,1,6,0,1,1
25354,BX255972.1,0,1,0,0,1,0
25355,AC105252.1,0,0,0,0,0,0
25356,U3,0,1,0,0,0,0
25357,SNORA3,0,2,1,2,2,0
25358,MIR1268A,0,0,0,0,0,0
25359,SNORA77,2,6,9,9,14,6
25360,AC027238.1,0,0,0,0,0,0
25361,AL157791.1,0,0,0,0,0,0
25362,MIR1233-1,0,0,0,0,0,0
25363,MIR1267,0,0,0,0,0,0
25364,AC007131.3,0,0,0,0,0,0
25365,AC013402.1,0,0,0,0,0,0
25366,AL354978.1,0,0,0,0,0,0
25367,MIR1225,0,0,0,0,0,0
25368,AC097455.1,0,0,0,0,2,0
25369,AC104441.1,0,0,0,0,0,0
25370,AC022861.1,0,1,0,0,0,0
25371,MIR1290,0,0,1,0,0,1
25372,AC095030.1,0,0,0,0,0,0
25373,AL591708.1,0,0,0,0,0,0
25374,MIR1825,0,0,0,0,0,0
25375,MIR548N,0,1,0,0,1,0
25376,AL596092.1,0,0,0,0,0,0
25377,Z97351.1,0,0,0,0,0,0
25378,U3,0,0,0,0,0,0
25379,RNU6ATAC,0,0,0,0,0,0
25380,AL161898.1,0,0,0,0,0,0
25381,AC087237.1,0,0,0,0,0,0
25382,MIR1278,0,0,0,0,0,1
25383,AC092902.1,1,1,2,2,2,0
25384,AC104837.1,0,0,0,0,0,0
25385,BX276092.1,0,0,0,0,0,0
25386,AL354775.1,0,0,0,0,0,0
25387,AC096579.1,0,0,0,0,0,0
25388,AC092646.3,0,0,0,0,0,0
25389,AC004875.1,0,0,0,0,0,0
25390,AC090825.2,0,0,0,0,0,0
25391,AL590226.1,0,0,1,0,0,0
25392,AL390335.1,0,3,0,0,0,0
25393,AL157884.1,0,0,0,0,0,0
25394,MIR1275,0,0,0,0,0,0
25395,MIR548H3,0,0,0,0,0,0
25396,AC024610.1,0,0,0,0,0,0
25397,AC005284.1,0,0,0,0,0,0
25398,AL356270.1,0,0,0,0,0,0
25399,MIR302E,0,0,0,0,0,0
25400,AC012305.1,0,0,0,0,0,0
25401,SNORA11E,0,0,0,0,0,0
25402,AC090573.1,0,0,0,0,0,0
25403,AL592294.1,0,0,0,0,0,0
25404,AL353733.1,0,0,0,0,0,0
25405,MIR1298,0,0,0,0,0,0
25406,SNORD75,0,0,0,0,0,0
25407,AC130352.1,0,6,6,3,2,4
25408,SNORA11,0,2,22,10,7,9
25409,AL583860.1,0,0,0,0,0,0
25410,AC046143.1,0,0,0,0,2,0
25411,SNORA3,0,0,0,0,4,0
25412,AC096951.1,0,0,0,1,0,0
25413,AC010455.1,0,0,0,0,0,0
25414,AC019322.1,0,0,0,0,0,0
25415,AC078855.1,0,0,0,0,0,0
25416,RNU6ATAC25P,0,0,0,0,0,0
25417,AL031653.1,0,0,0,0,0,0
25418,AL590285.1,0,0,0,0,0,0
25419,AL162419.1,0,0,0,0,0,0
25420,AC091321.1,0,0,0,0,0,0
25421,AC006452.1,0,0,0,0,0,0
25422,AL109843.1,0,0,0,0,0,0
25423,AL390240.1,0,0,0,0,0,0
25424,AC003681.1,0,0,0,0,0,0
25425,MIR548I1,0,3,0,3,4,1
25426,MIR1203,0,0,0,0,0,0
25427,SNORD93,0,2,7,9,8,3
25428,AC093304.1,0,0,0,0,0,0
25429,Z95152.1,0,0,0,3,0,0
25430,AL512635.1,0,0,0,0,0,0
25431,MIR1197,0,0,0,0,0,0
25432,AL645730.1,0,0,0,0,0,0
25433,AC118282.2,0,0,0,0,0,0
25434,AL049647.1,0,0,1,0,0,0
25435,AC107020.1,0,0,0,0,0,0
25436,SNORA11,0,0,0,0,0,0
25437,AC006380.1,0,0,0,0,0,0
25438,MIR1273A,0,0,0,0,0,0
25439,MIR1260A,0,0,0,0,0,0
25440,MIR720,0,0,0,0,0,0
25441,AL159977.1,0,0,0,0,0,0
25442,MIR548J,0,0,1,0,0,0
25443,AC092786.1,0,0,0,0,0,0
25444,MIR1289-1,0,0,2,0,2,0
25445,AC107068.1,0,0,1,0,0,0
25446,AC084872.1,0,2,4,0,0,0
25447,MIR1307,0,0,0,0,0,0
25448,AL356309.1,0,0,0,0,0,0
25449,AC010203.1,0,0,0,0,0,0
25450,MIR1205,0,0,4,1,0,0
25451,AL353141.1,0,0,0,0,0,0
25452,AC016821.1,0,3,0,2,0,0
25453,AL160056.1,0,0,0,0,0,0
25454,AC034236.2,0,0,0,0,0,1
25455,AL590403.1,0,1,0,0,2,0
25456,AL359815.1,0,0,0,0,0,0
25457,MIR548F2,0,0,0,0,0,0
25458,MIR1183,0,10,2,10,2,4
25459,AC120045.2,0,0,0,0,0,0
25460,AC004673.1,0,1,1,4,0,1
25461,MIR1252,0,2,0,0,0,0
25462,AC130462.1,0,0,0,0,0,0
25463,AC011467.1,0,0,0,0,0,0
25464,MIR1282,0,0,0,0,0,0
25465,AC103863.1,0,0,0,0,0,0
25466,MIR1324,0,0,1,0,0,0
25467,AL356739.1,0,0,0,0,0,0
25468,AC092812.1,0,0,0,0,0,0
25469,AC132068.1,0,0,0,0,0,0
25470,MIR548H2,0,0,0,0,0,0
25471,MIR1234,0,0,0,0,0,0
25472,SNORD23,0,0,0,0,0,0
25473,AC021749.1,0,1,0,0,0,0
25474,RNU6ATAC34P,0,0,0,0,0,1
25475,AC069227.1,0,2,0,0,0,0
25476,MIR1256,0,0,0,0,0,0
25477,AC074051.1,0,3,1,0,2,2
25478,AC026781.1,0,0,0,0,0,0
25479,OR6B1,0,0,0,0,0,0
25480,RP11-137L10.6,5,47,70,90,53,40
25481,EBF2,11,209,370,279,223,161
25482,C16orf3,1,14,19,20,20,6
25483,C6orf226,2,45,58,38,45,32
25484,PPP3R1,136,1476,2131,1900,1549,1099
25485,PSG3,0,0,0,0,0,0
25486,FANCG,167,2676,3723,3259,2816,1921
25487,OR2A5,0,0,0,0,0,0
25488,KRTAP10-9,0,0,0,0,0,0
25489,AP4M1,26,424,513,420,394,250
25490,OR4A5,0,0,0,0,0,0
25491,C2orf16,9,43,51,48,52,33
25492,RP11-404E6.1,0,0,1,0,0,0
25493,C7orf65,0,0,0,0,0,0
25494,AC018880.1,0,0,0,0,0,0
25495,KRTAP1-5,0,0,0,0,0,0
25496,TAS2R41,0,2,2,2,0,2
25497,CTD-2527I21.4,0,0,0,0,0,0
25498,OR2A12,0,0,0,0,2,0
25499,KRTAP10-10,0,0,0,0,0,0
25500,KRTAP12-2,0,0,0,0,0,0
25501,PLXNA4,75,1216,1606,749,709,485
25502,MAGEA3,0,0,0,0,0,0
25503,CEBPD,19,230,340,325,292,247
25504,TMEM257,0,0,0,0,0,0
25505,ZNF321P,0,0,0,0,0,0
25506,PSG7,0,2,0,0,0,0
25507,MRPS21P3,0,0,0,0,0,0
25508,KRTAP1-3,0,0,0,0,0,0
25509,OR3A2,1,40,65,46,27,41
25510,ARIH2OS,7,55,102,69,57,59
25511,C5orf54,27,264,509,303,242,193
25512,HMSD,0,4,3,7,2,5
25513,OR1C1,0,0,0,0,0,0
25514,NPTXR,96,1352,1859,2025,1757,1124
25515,FAM218BP,0,2,4,2,0,0
25516,POM121L12,0,0,0,0,0,0
25517,FAM200A,46,515,790,536,398,352
25518,OR2F2,0,0,0,0,0,0
25519,PPP2R2A,358,4099,5821,5107,4461,3073
25520,C19orf73,4,36,63,55,50,22
25521,ZNF880,79,968,1354,1180,1009,754
25522,TRIM16,11,243,347,267,230,214
25523,FAM45B,17,158,265,227,169,129
25524,OR6X1,0,3,0,0,0,0
25525,HEPN1,0,0,0,0,0,0
25526,OR2A25,0,0,0,0,0,0
25527,TAS2R40,0,0,0,0,0,0
25528,OR2A14,0,0,1,0,0,0
25529,TIGD1,18,207,259,191,213,192
25530,FXYD7,1,19,30,27,19,23
25531,XKR9,6,84,132,138,137,45
25532,C12orf61,7,88,75,76,83,37
25533,C1orf229,0,29,49,23,19,11
25534,OR4C12,0,0,0,0,0,0
25535,SLC12A8,44,503,639,547,450,346
25536,KIR2DS4,0,0,0,0,0,0
25537,PRR21,0,0,0,0,0,0
25538,TMEM14E,0,1,4,4,8,2
25539,APOL6,0,15,33,36,22,20
25540,FADS3,85,1506,2024,2300,2046,1294
25541,OR2A1,0,6,2,0,0,2
25542,TTC4P1,0,1,3,4,6,0
25543,C3orf36,0,0,0,0,0,0
25544,OR4E2,0,0,0,0,0,0
25545,CCNL2,445,6444,8753,7992,6997,5128
25546,UBA52,1083,14154,19711,17449,16140,8483
25547,MYBPHL,1,2,4,2,5,2
25548,PPT2,0,0,0,0,0,0
25549,OR2A2,0,0,0,0,0,0
25550,C5orf55,5,93,133,91,108,65
25551,ZNF630,0,4,3,0,11,4
25552,TIAF1,4,50,96,65,54,53
25553,OR52B4,0,0,0,2,2,1
25554,AC092675.3,0,7,6,5,11,2
25555,AC106876.2,0,0,0,0,0,0
25556,C7orf71,0,0,0,0,0,0
25557,LINC01118,0,1,0,0,1,0
25558,AC064874.1,1,1,0,1,0,1
25559,BTBD19,7,141,133,223,174,108
25560,FAM185A,16,210,299,278,289,168
25561,AC005481.5,4,4,9,10,5,2
25562,RAB6C,2,12,14,15,6,4
25563,AC011997.1,0,17,22,12,6,6
25564,C21orf140,1,31,23,27,30,18
25565,URAHP,4,19,33,29,26,22
25566,AC062017.1,3,30,37,27,18,9
25567,AC112721.1,0,0,1,0,0,0
25568,AC004945.1,0,0,0,0,0,0
25569,PSMB11,0,0,0,0,0,3
25570,AC007131.1,0,0,0,0,0,0
25571,AC023469.1,0,0,0,0,0,0
25572,AC112721.2,0,0,0,0,0,0
25573,LINC01124,0,11,9,8,0,2
25574,AC079354.3,4,18,16,18,18,11
25575,POTEG,0,2,0,3,0,0
25576,IGLC6,0,0,0,0,0,0
25577,POTEJ,0,0,0,0,0,0
25578,ADRA2B,6,70,89,73,60,49
25579,LINC00152,20,248,372,489,385,300
25580,AP000233.4,0,0,0,0,0,0
25581,AC079305.10,0,8,16,7,7,1
25582,RP5-1039K5.16,0,1,1,4,2,0
25583,DCDC2B,2,24,20,25,25,20
25584,C10orf55,0,8,6,13,19,9
25585,RNU6-1165P,1,0,1,3,0,0
25586,RNA5SP177,0,0,0,0,0,0
25587,AC092117.1,0,1,3,0,3,2
25588,RNU4-62P,0,1,0,0,0,0
25589,AC108137.1,0,0,0,0,0,0
25590,AL163760.1,0,0,0,0,0,0
25591,RNU4-86P,0,0,0,4,5,0
25592,RN7SKP154,0,0,0,0,0,0
25593,RN7SKP285,0,0,0,0,0,1
25594,AC010150.2,0,0,0,0,0,0
25595,MIR1915,0,1,1,2,2,1
25596,Y_RNA,0,0,0,0,0,0
25597,RNU2-3P,0,0,0,0,0,0
25598,RN7SKP110,0,0,0,0,0,0
25599,AC020636.1,0,0,0,0,0,0
25600,AL356310.1,0,0,0,0,0,0
25601,AL445074.1,0,0,0,0,0,0
25602,AC024568.1,0,0,1,0,0,2
25603,AC010609.1,0,0,0,0,0,0
25604,RNU6-721P,0,0,0,0,0,0
25605,RNU6-908P,0,0,0,0,0,0
25606,RNU2-65P,0,0,0,0,0,0
25607,SNORD113,0,0,0,0,0,0
25608,AC019051.1,0,0,0,0,0,0
25609,RN7SKP32,0,0,0,2,0,1
25610,RNA5SP316,2,0,0,0,0,0
25611,AC091705.2,0,0,0,0,0,0
25612,RN7SKP232,0,0,0,0,0,0
25613,RN7SKP117,0,0,0,0,0,0
25614,RNA5SP317,0,0,0,0,0,0
25615,AC093515.1,0,0,0,0,0,0
25616,RN7SKP148,0,0,0,0,0,0
25617,RN7SKP16,0,1,4,6,2,1
25618,RNU6-985P,0,0,0,1,0,0
25619,AL391867.1,0,0,0,0,0,0
25620,RNA5SP487,0,0,0,0,0,0
25621,RNA5SP81,0,0,0,0,0,1
25622,AL512290.1,0,0,0,0,0,0
25623,RNU6-648P,0,0,0,0,0,0
25624,RNA5SP390,0,0,0,0,0,0
25625,RNU2-9P,0,3,0,0,0,0
25626,RNA5SP36,0,0,0,0,0,0
25627,AC003666.1,0,0,3,0,0,0
25628,RNU6-380P,0,0,0,0,0,0
25629,SNORA73,0,0,0,0,0,0
25630,RNU4-37P,0,0,0,0,0,0
25631,RNY4P30,0,0,0,0,0,0
25632,RNA5SP239,0,0,0,0,0,0
25633,RNU6-1166P,0,0,0,0,0,0
25634,RN7SKP218,0,0,0,0,0,0
25635,AP003471.2,0,0,0,0,0,0
25636,Y_RNA,0,0,0,0,0,0
25637,Z97356.1,0,0,0,0,0,0
25638,RN7SKP151,0,0,0,1,0,0
25639,RN7SKP266,0,0,0,0,0,0
25640,Y_RNA,0,0,0,0,0,0
25641,AL162590.1,0,0,0,0,0,0
25642,RNU6-257P,0,0,0,0,0,0
25643,RN7SKP146,0,0,0,0,0,0
25644,RNU4-30P,0,0,2,3,0,2
25645,RNA5SP181,0,0,0,0,0,0
25646,RN7SKP26,0,0,4,0,0,0
25647,RNA5SP156,0,0,0,0,0,0
25648,SNORD113,0,0,0,0,0,0
25649,MIR1910,0,0,1,3,0,1
25650,Y_RNA,0,0,0,0,0,0
25651,AC121157.1,0,1,0,0,0,0
25652,AL359836.1,0,1,0,0,0,0
25653,RNU4-26P,0,0,0,0,0,0
25654,Y_RNA,0,0,0,0,0,0
25655,RNA5SP266,0,0,0,0,0,0
25656,Y_RNA,0,0,0,0,0,0
25657,RNA5SP407,0,0,0,0,0,0
25658,RNA5SP129,0,1,1,2,0,0
25659,RNA5SP56,0,0,0,0,0,0
25660,RN7SKP65,0,0,0,0,0,0
25661,RNU6-588P,0,0,0,0,0,0
25662,AC091736.1,0,0,0,0,0,0
25663,RN7SKP129,0,0,0,0,0,0
25664,RNU2-17P,0,0,0,0,0,0
25665,Y_RNA,0,2,3,0,1,2
25666,RNU6-447P,0,0,0,0,0,0
25667,AC006926.1,0,0,0,1,0,0
25668,RNA5SP158,0,0,0,0,0,0
25669,RNU2-54P,0,0,0,0,0,0
25670,RNA5SP89,0,0,0,0,0,0
25671,AL157392.1,0,0,0,0,0,0
25672,RNA5SP163,0,0,0,0,0,0
25673,RNU2-43P,0,0,0,0,0,0
25674,RN7SKP156,0,0,0,0,0,0
25675,RNA5SP431,0,0,0,0,0,0
25676,MIR1471,0,0,0,0,0,0
25677,RNA5SP201,0,0,1,0,0,0
25678,RNU6-262P,0,0,0,0,0,0
25679,RNA5SP95,0,0,0,0,0,0
25680,RNU6-101P,0,0,0,0,0,0
25681,RN7SKP199,0,0,0,0,0,0
25682,RN7SKP114,0,1,0,0,0,0
25683,AC092846.1,0,1,0,0,0,0
25684,RNU6-757P,1,1,6,4,6,2
25685,RNU6-892P,0,1,7,9,10,4
25686,RNA5SP425,0,0,1,0,0,0
25687,AC018690.1,0,0,0,0,0,0
25688,RNU2-33P,0,0,2,2,2,0
25689,RN7SKP111,0,0,0,0,0,0
25690,RNU6-584P,0,3,0,1,1,1
25691,RNA5SP193,0,0,0,0,0,0
25692,RNU6-1043P,0,0,0,0,0,0
25693,RNU2-36P,0,1,0,0,0,0
25694,Y_RNA,0,0,1,1,0,2
25695,RNU6-1156P,0,0,0,2,0,0
25696,AL031655.2,0,0,0,1,0,0
25697,AC009142.1,0,0,0,0,0,0
25698,RNU2-21P,0,0,0,0,0,0
25699,RNY5P8,0,6,9,3,4,4
25700,RNA5SP371,0,0,0,0,0,0
25701,RNU6-935P,0,0,0,0,0,0
25702,Y_RNA,0,0,0,1,0,0
25703,Y_RNA,0,0,3,4,2,2
25704,RNA5SP198,0,0,0,0,0,0
25705,AL391839.1,0,0,0,0,0,0
25706,AC084882.1,0,0,0,0,0,0
25707,RNA5SP178,0,0,0,0,0,0
25708,RN7SKP267,0,0,0,0,0,0
25709,RNU6-1118P,0,0,0,0,0,0
25710,AC008581.1,0,0,2,2,2,2
25711,RNA5SP118,0,0,2,2,4,1
25712,RNU6-1050P,0,1,0,0,0,0
25713,MIR1912,0,0,0,0,0,0
25714,MIR1908,0,0,0,0,0,0
25715,RNU6-855P,0,0,0,0,0,0
25716,RNU2-2P,0,0,0,0,0,0
25717,RNU6-1076P,0,0,0,0,0,0
25718,AC104434.1,0,1,0,0,0,0
25719,AC093680.1,0,0,0,0,0,0
25720,AC105242.1,0,0,0,0,0,0
25721,Y_RNA,1,2,10,6,2,4
25722,RN7SKP225,0,0,0,0,0,0
25723,RNU6-174P,0,0,0,0,0,0
25724,AP000807.2,0,2,1,1,0,0
25725,RN7SKP139,0,0,0,0,0,0
25726,RNU6-613P,0,0,2,0,1,0
25727,SNORD19,2,17,32,36,24,40
25728,RNA5SP237,0,0,0,0,0,0
25729,RNU6-814P,0,0,0,0,1,0
25730,Y_RNA,1,3,1,3,4,1
25731,RN7SKP221,0,0,0,0,0,0
25732,RNU2-29P,0,0,0,0,0,0
25733,RNU6-710P,0,0,0,0,0,0
25734,RNU2-20P,0,0,0,0,0,0
25735,RNU6-355P,0,0,0,0,0,0
25736,RNU6-1186P,0,0,0,0,0,0
25737,RNU4-34P,0,0,0,0,0,0
25738,RNU6-96P,1,5,16,4,8,4
25739,SNORD12B,1,11,32,44,50,39
25740,SNORA36B,0,0,2,2,1,0
25741,RN7SKP202,0,0,0,0,0,0
25742,RNY5P5,0,0,0,0,0,0
25743,AC022021.1,0,0,0,0,0,0
25744,RN7SKP127,0,42,44,40,20,29
25745,RN7SKP152,0,0,0,0,0,0
25746,RNA5SP44,0,0,4,6,3,4
25747,RNA5SP203,0,6,3,16,8,3
25748,RN7SKP158,0,3,1,1,0,0
25749,RN7SKP86,0,0,0,0,0,0
25750,RNU2-28P,0,1,2,2,0,3
25751,AL137118.1,0,0,0,0,0,0
25752,Y_RNA,0,0,0,0,0,0
25753,Y_RNA,0,0,0,0,2,0
25754,RN7SKP229,0,0,0,0,0,0
25755,RNU6-554P,1,0,1,1,0,1
25756,RNU6-791P,0,0,0,0,0,0
25757,RN7SKP281,0,0,0,0,0,0
25758,RNU4-65P,0,0,0,0,0,0
25759,RNA5SP314,0,0,0,0,0,0
25760,RNA5SP80,0,0,0,2,2,0
25761,AL160279.1,0,0,0,0,0,0
25762,AC103996.1,0,0,0,0,0,0
25763,RNY5P3,0,0,0,0,0,1
25764,Y_RNA,1,4,10,2,0,0
25765,RN7SKP125,0,0,0,0,0,0
25766,RNU2-59P,4,13,5,10,7,7
25767,RNA5SP274,0,0,0,0,0,0
25768,RNA5SP113,0,2,0,0,0,0
25769,RNA5SP511,0,1,0,1,0,0
25770,Y_RNA,0,0,3,0,1,0
25771,RNU2-50P,0,0,0,1,0,0
25772,RNA5SP338,0,0,0,0,0,1
25773,RNA5SP231,0,0,0,0,0,0
25774,RNU6-955P,0,0,0,0,0,2
25775,Y_RNA,0,0,0,0,0,0
25776,RNU6-141P,0,0,1,0,0,0
25777,Y_RNA,0,0,0,0,0,0
25778,RN7SKP278,0,0,0,0,0,0
25779,AC118282.3,0,0,0,0,0,0
25780,RNU6-1077P,0,0,2,0,1,1
25781,RNU6-994P,0,1,2,0,0,1
25782,RNU2-26P,0,0,0,0,0,2
25783,RN7SKP56,0,0,0,0,0,0
25784,RN7SKP150,0,11,17,22,10,20
25785,RNU6-1140P,0,0,0,0,0,0
25786,RN7SKP143,1,1,0,0,0,0
25787,RN7SKP59,0,0,2,0,0,0
25788,RNA5SP296,0,0,0,0,0,1
25789,RNU6-121P,0,0,0,0,0,0
25790,RNA5SP293,0,0,0,0,0,0
25791,RN7SKP271,0,2,4,8,4,1
25792,AP005138.1,0,0,0,0,0,0
25793,RNU2-5P,0,0,0,0,0,0
25794,Y_RNA,0,0,0,0,0,0
25795,RNA5SP261,0,0,0,0,0,0
25796,RN7SKP7,0,0,0,0,0,0
25797,RNU2-23P,0,0,0,0,0,0
25798,AC012150.1,0,0,0,0,0,0
25799,AC005071.1,0,1,0,0,0,0
25800,RNU6-77P,0,0,0,0,0,0
25801,RNU6-285P,0,2,0,0,0,0
25802,SNORA79,0,25,25,18,18,7
25803,RNU6-712P,0,0,0,0,0,0
25804,AC092069.1,0,0,0,0,0,0
25805,Y_RNA,4,94,105,136,95,57
25806,AC091178.1,0,0,0,0,0,0
25807,RN7SKP200,0,0,0,0,0,0
25808,RN7SKP177,0,0,0,0,0,0
25809,RNA5SP475,0,0,0,0,0,0
25810,RNU4-25P,0,0,1,0,0,0
25811,Y_RNA,0,0,0,0,0,0
25812,Y_RNA,0,0,1,1,0,0
25813,Y_RNA,0,0,1,1,0,0
25814,Y_RNA,0,2,0,0,1,0
25815,AL137019.1,0,0,0,0,0,0
25816,RN7SKP223,0,0,0,0,0,0
25817,RN7SKP240,0,6,6,4,0,2
25818,AL645819.1,0,0,0,0,0,0
25819,RNA5SP451,0,0,0,0,0,0
25820,AC026956.1,0,0,0,0,0,0
25821,RNU6-519P,0,1,3,4,0,1
25822,RN7SKP109,0,0,0,0,0,0
25823,AC060835.1,0,0,0,0,0,0
25824,Y_RNA,0,0,0,0,0,0
25825,MIR1468,0,0,0,0,0,0
25826,RNU6-705P,1,2,4,3,5,1
25827,RNU2-39P,0,0,0,0,0,0
25828,RN7SKP220,0,0,0,0,0,0
25829,RNU6-735P,0,0,0,0,0,0
25830,AC080037.1,0,0,0,0,0,0
25831,RNA5SP251,0,0,0,0,0,0
25832,AC006534.1,0,0,0,0,0,0
25833,AC106732.1,0,0,0,0,0,0
25834,RNA5SP60,0,0,0,0,0,0
25835,RNU6-1064P,0,0,0,0,1,0
25836,RNU4-43P,0,0,0,0,0,0
25837,RNU6-1025P,0,0,0,0,0,0
