Geneid	_filesTien_Cont1_S25sorted	_filesTien_Cont2_S26sorted	_filesTien_Cont3_S27sorted	_filesTien_Zn1_S28sorted	_filesTien_Zn2_S29sorted	_filesTien_Zn3_S30sorted
ENSG0000013361913	51	570	834	710	598	454
ENSG000001814448	8	185	227	126	68	76
ENSG000001975587	29	271	333	184	147	112
ENSG000001064796	30	475	675	560	460	273
ENSG000002734191	2	12	1	2	5	0
ENSG000002049346	4	45	50	62	54	24
ENSG0000017113013	12	254	353	267	177	155
ENSG000002732931	0	0	0	0	0	0
ENSG000002730111	0	0	0	0	0	0
ENSG000002240162	0	0	1	0	0	0
ENSG000002605551	0	0	0	0	4	0
ENSG000002414491	0	0	0	0	0	0
ENSG000001065266	0	26	40	44	22	7
ENSG0000012739910	94	1211	1717	1284	1125	750
ENSG000001887074	27	228	276	206	263	168
ENSG000001065385	633	8464	11787	7746	7101	4947
ENSG000002613051	1	21	28	16	13	12
ENSG000002404491	2	36	49	71	61	27
ENSG000002140227	297	4547	6386	5222	4443	3032
ENSG000001964564	255	3705	5353	3353	3003	1965
ENSG000002393771	0	42	56	39	51	43
ENSG000002422581	2	3	10	3	0	2
ENSG000001711153	0	0	0	0	0	0
ENSG000002715821	2	6	0	0	0	0
ENSG000002132053	0	17	14	7	5	5
ENSG000001791444	0	2	0	0	0	0
ENSG000002438531	0	0	0	0	0	0
ENSG000001335745	0	19	34	16	24	10
ENSG000002715681	0	0	0	0	0	0
ENSG000002323613	0	0	0	0	0	0
ENSG0000013356111	0	0	2	0	0	0
ENSG000002709901	0	0	0	0	0	0
ENSG000001065606	0	0	0	2	0	0
ENSG000002132032	0	0	0	2	0	0
ENSG000001963296	0	0	0	1	0	0
ENSG000001775906	0	0	0	0	0	0
ENSG000002411342	0	0	0	2	0	0
ENSG0000010656513	0	1	7	9	3	0
ENSG000000029333	0	0	0	1	2	0
ENSG0000000272615	0	9	10	4	20	5
ENSG0000005511810	35	399	510	265	276	166
ENSG000001648676	11	156	193	191	161	110
ENSG0000018165214	5	89	131	121	115	81
ENSG000001971508	74	1010	1358	1050	1017	612
ENSG000002434331	0	21	16	14	7	11
ENSG000002131993	14	164	217	170	138	98
ENSG000001648858	45	511	694	636	601	334
ENSG000001648898	598	7095	10355	9439	8314	5480
ENSG000002441511	13	53	59	58	68	46
ENSG0000016489615	217	2663	3327	2989	2663	1926
ENSG000001648978	113	1660	2197	2032	1559	1170
ENSG0000013361214	246	3025	4255	4444	3956	2729
ENSG000001649004	0	0	1	3	2	3
ENSG000001469266	0	0	0	0	0	0
ENSG000001830169	0	3	4	0	0	1
ENSG000000330503	230	2616	3964	3534	3491	2362
ENSG0000003310010	87	1338	1865	1571	1364	946
ENSG000002115171	0	0	0	0	0	0
ENSG0000008201412	22	247	343	291	223	196
ENSG000002726611	0	0	0	0	0	0
ENSG000002430181	0	0	0	7	0	0
ENSG0000001337411	210	2885	4063	3554	3203	2309
ENSG0000018726011	87	1341	1792	1211	1174	722
ENSG000002438361	6	143	229	158	172	115
ENSG000002414561	0	6	4	4	4	3
ENSG000001273774	6	47	75	51	33	26
ENSG000002658101	0	2	1	0	0	0
ENSG000002419592	0	2	0	1	0	0
ENSG000001066155	551	7718	11151	8299	7513	5263
ENSG000002401321	2	4	13	21	9	13
ENSG000001066179	59	549	788	1025	811	554
ENSG000002420482	0	0	0	0	0	0
ENSG000002399111	0	20	33	19	7	7
ENSG000002122191	0	0	0	0	0	0
ENSG000002229411	0	0	0	0	0	0
ENSG000002275621	0	0	0	0	0	0
ENSG000001066489	0	4	6	6	3	2
ENSG000001782348	106	1735	2439	2512	2220	1501
ENSG000002390451	0	0	0	0	0	0
ENSG000002295911	0	0	10	5	5	7
ENSG000002131883	0	13	23	32	29	11
ENSG0000005560913	268	3665	5509	3800	3340	2129
ENSG000002704051	0	1	2	0	0	0
ENSG000002048944	0	0	1	0	2	2
ENSG000002410071	11	163	177	169	172	120
ENSG000002530881	0	0	2	1	0	0
ENSG000002417351	0	2	4	3	2	7
ENSG000002214541	0	1	1	0	0	0
ENSG000000202198	0	6	7	2	2	0
ENSG000002614551	29	347	541	329	346	178
ENSG000002311391	0	0	0	0	0	0
ENSG000001994041	0	0	0	0	0	0
ENSG000002385571	0	0	0	0	0	0
ENSG000002254161	0	6	7	6	3	1
ENSG000002125901	0	0	0	0	0	0
ENSG000001965842	191	2789	3713	2851	2762	1949
ENSG000002654391	0	0	2	0	0	1
ENSG000002140032	0	2	1	0	2	2
ENSG000002443282	0	0	0	0	0	0
ENSG0000013362713	146	1691	2531	2059	1875	1301
ENSG000002652751	0	0	0	0	0	0
ENSG000002241041	0	0	0	0	0	0
ENSG000002347223	1	7	7	6	4	6
ENSG000002334891	0	0	0	0	0	0
ENSG0000013022612	47	595	891	625	574	404
ENSG000002265091	0	0	0	0	0	0
ENSG000002701141	0	0	0	0	0	0
ENSG000002033354	0	0	0	2	1	0
ENSG000002333631	0	0	1	6	2	0
ENSG000002364081	0	0	0	3	2	0
ENSG000002141063	6	98	150	178	114	107
ENSG0000015721214	216	2416	3657	3090	2557	1829
ENSG000002727601	3	22	25	20	14	3
ENSG000002731831	1	4	10	6	14	0
ENSG000002733441	38	699	829	584	555	441
ENSG000002205753	0	0	0	0	0	0
ENSG000001572193	0	1	0	0	0	0
ENSG000002288061	0	0	0	0	0	0
ENSG000002010661	0	0	0	0	0	0
ENSG000002178252	0	0	0	0	0	0
ENSG000002285212	0	0	1	0	0	0
ENSG000002256121	0	0	0	0	0	0
ENSG000002731171	14	191	274	169	175	118
ENSG000001864808	192	2266	3282	1728	1585	894
ENSG000002049605	0	2	0	1	0	0
ENSG000002186721	0	0	0	0	0	0
ENSG000002604261	0	0	0	0	0	0
ENSG000002365441	0	0	0	0	0	0
ENSG000001647784	0	1	0	4	0	0
ENSG000001469107	0	0	2	0	0	0
ENSG000002273651	0	0	0	0	0	0
ENSG000002168954	28	205	251	193	219	152
ENSG000001848636	233	3643	5353	4198	3606	2514
ENSG000001646903	0	6	0	3	0	2
ENSG000002211131	0	0	0	0	0	0
ENSG000002048764	0	0	0	0	0	0
ENSG000002070611	0	0	0	0	0	0
ENSG000002705841	0	0	0	0	0	0
ENSG000002285691	0	0	0	0	0	1
ENSG000002338781	0	0	12	8	0	0
ENSG000001826487	3	28	38	22	49	6
ENSG000002344501	0	4	4	2	4	1
ENSG000002442911	13	113	137	94	74	74
ENSG0000010598212	19	167	203	174	143	148
ENSG000002249031	0	5	9	9	9	5
ENSG0000010598315	250	3381	4958	3601	3309	2383
ENSG000002069381	0	0	0	0	0	0
ENSG000002300331	0	0	0	0	0	0
ENSG000001469093	193	2929	3966	3823	3398	2208
ENSG0000013067510	0	0	2	2	0	1
ENSG000002350291	0	0	0	0	0	0
ENSG000002434793	0	0	2	0	2	0
ENSG000002361022	0	0	0	0	0	0
ENSG000002293653	0	0	0	0	0	0
ENSG000002694461	0	0	0	0	0	0
ENSG0000000933513	393	5400	7588	6415	5600	3929
ENSG000002252241	0	5	2	6	7	4
ENSG000002360182	0	5	11	10	1	4
ENSG000002246291	2	11	23	26	6	7
ENSG000002296601	2	2	3	1	0	0
ENSG000002664531	0	2	2	1	3	1
ENSG0000010599310	550	8197	11734	8037	7599	5105
ENSG000002342101	2	0	3	3	1	0
ENSG000002238721	0	1	4	0	0	0
ENSG000002331911	0	0	0	0	0	2
ENSG000002366691	0	0	0	0	0	0
ENSG0000015509313	46	679	1057	465	439	334
ENSG000002079601	0	0	0	0	0	0
ENSG000002220121	4	4	9	10	5	2
ENSG000002315151	0	0	2	2	2	0
ENSG000002330381	0	29	46	23	10	12
ENSG000002728391	0	0	1	1	0	0
ENSG000002319801	0	2	4	5	2	0
ENSG000002076371	0	0	1	0	0	0
ENSG000002253651	0	2	0	1	0	0
ENSG000002327151	0	0	0	0	0	0
ENSG000002655981	0	0	0	0	0	0
ENSG000002243241	1	4	17	7	5	2
ENSG0000014691815	447	6290	8990	7055	6268	4330
ENSG000002280302	0	0	0	0	0	0
ENSG0000011786811	386	4792	6791	5882	5318	3597
ENSG0000012687011	145	1755	2326	2257	1819	1332
ENSG000002314192	0	2	0	1	4	3
ENSG000001060189	4	45	74	45	44	40
ENSG000002294352	0	0	0	0	0	0
ENSG000002536202	0	0	3	0	0	0
ENSG000002538963	0	0	1	0	0	0
ENSG000002541931	1	1	0	0	0	0
ENSG000002536121	0	0	0	0	0	0
ENSG000001762693	0	0	0	0	0	0
ENSG000002502103	0	0	0	0	0	0
ENSG000002554641	0	0	0	0	0	0
ENSG000002531662	0	1	0	2	0	0
ENSG000002235085	1	27	41	67	57	23
ENSG000001727488	14	201	249	180	192	96
ENSG000002728121	3	30	38	13	12	15
ENSG000002722401	4	24	34	17	18	15
ENSG000002734021	4	8	29	19	11	12
ENSG000002541042	0	0	0	0	0	0
ENSG000002498684	0	18	36	48	26	16
ENSG000001823665	0	0	0	3	1	2
ENSG0000014736412	11	80	123	104	92	73
ENSG000002722931	0	11	29	20	21	22
ENSG000002720051	13	66	101	103	82	57
ENSG000001801907	115	1477	1979	2289	1941	1357
ENSG000001047149	150	2125	2869	2588	2265	1828
ENSG000002542071	0	5	19	5	11	10
ENSG000002376474	2	129	158	99	60	42
ENSG000002542691	0	12	5	5	0	2
ENSG000002541601	0	0	0	1	0	0
ENSG000002536401	4	26	25	25	9	16
ENSG000002607211	2	1	1	0	2	0
ENSG000001980107	33	325	477	228	194	167
ENSG000002532671	0	3	9	0	0	0
ENSG000002542651	0	0	0	0	0	0
ENSG000001823726	221	2600	3456	3235	2775	1958
ENSG000002539821	18	183	261	197	213	126
ENSG000002078261	0	0	0	1	0	0
ENSG0000010472811	408	6135	8451	6695	5892	4331
ENSG000002536962	0	4	2	0	0	2
ENSG000002537641	0	5	6	3	0	0
ENSG000001765953	21	150	198	174	223	101
ENSG000002709881	0	0	0	6	0	0
ENSG000002538051	0	0	0	0	0	0
ENSG000000364485	0	0	0	0	0	0
ENSG000002534441	0	0	0	0	0	0
ENSG000002538551	0	0	0	1	0	0
ENSG000002496942	0	0	0	0	0	2
ENSG000002543191	0	0	0	0	0	2
ENSG000002538531	0	0	0	0	0	0
ENSG0000018311713	0	2	12	4	0	0
ENSG000002531621	0	0	0	0	0	0
ENSG000002225461	0	0	0	0	0	0
ENSG000002645881	0	0	0	0	0	0
ENSG000002542441	1	21	43	40	32	22
ENSG000002532621	0	0	0	0	0	0
ENSG000002066611	0	0	0	0	0	0
ENSG000002420791	0	0	0	0	0	0
ENSG000002712481	0	0	0	0	0	0
ENSG000002404862	0	1	0	0	0	0
ENSG000002535101	0	0	0	0	0	0
ENSG000002540071	0	0	0	0	0	0
ENSG000002535711	0	0	0	0	0	0
ENSG000002225891	0	0	0	0	0	0
ENSG000002531891	0	0	0	0	0	0
ENSG000002538801	0	0	0	0	2	0
ENSG000002460893	14	200	312	244	226	129
ENSG000001473168	81	1120	1988	1696	1452	942
ENSG000002535501	0	0	2	2	0	0
ENSG000000918799	0	5	14	11	4	6
ENSG000002717431	0	11	17	8	8	10
ENSG000002498983	6	63	115	113	69	55
ENSG000002719271	0	16	35	24	20	24
ENSG000001551897	432	5450	7726	6763	5780	4302
ENSG000002660381	0	0	0	0	0	0
ENSG0000018653013	35	369	579	377	407	212
ENSG000002458572	5	78	131	111	92	51
ENSG000001648253	0	2	4	0	1	1
ENSG000002507522	0	0	0	0	0	0
ENSG000001648224	0	0	1	0	0	0
ENSG000002546251	0	0	1	0	1	0
ENSG000001648214	0	0	0	0	0	0
ENSG000002236291	0	0	0	0	0	0
ENSG000002332381	0	0	0	0	0	0
ENSG000002335311	0	0	0	0	0	0
ENSG000002060472	0	0	0	0	0	0
ENSG000002153783	0	0	0	0	0	0
ENSG000002402472	0	0	0	0	0	0
ENSG000002320392	0	0	0	0	0	0
ENSG000002398391	0	0	0	0	0	0
ENSG000002341781	0	0	0	0	0	0
ENSG000002060421	0	0	0	0	0	0
ENSG000001648166	0	0	0	0	0	0
ENSG000002552731	0	0	0	0	0	0
ENSG000002341201	0	4	4	6	6	5
ENSG000002162061	0	6	3	1	6	1
ENSG000002287441	0	3	2	4	2	2
ENSG000002546831	1	5	6	10	8	3
ENSG000002301061	0	2	1	1	0	1
ENSG000002142682	0	0	0	0	0	2
ENSG000002215671	0	0	6	4	0	1
ENSG000002319301	0	1	1	7	0	0
ENSG000002550251	0	0	0	0	0	0
ENSG000001773063	0	0	0	0	0	1
ENSG000002300453	0	0	0	0	0	0
ENSG000002331323	0	0	0	0	1	0
ENSG000002490053	0	0	0	0	0	0
ENSG000002238853	0	0	0	0	0	0
ENSG000002153733	0	0	0	0	0	0
ENSG000002332953	1	4	11	4	8	0
ENSG000002153745	8	119	143	89	83	46
ENSG000002060341	0	2	2	0	0	0
ENSG000002305493	0	0	6	0	0	0
ENSG000002361253	0	0	0	0	0	0
ENSG000002357781	0	0	3	0	2	0
ENSG000002153725	0	0	2	0	0	0
ENSG000002153713	0	0	0	1	0	0
ENSG000001772572	0	0	0	0	0	0
ENSG000002551281	0	0	3	0	2	0
ENSG000001772433	0	0	0	0	0	0
ENSG0000016487113	0	0	0	0	0	0
ENSG000002161941	0	0	0	1	0	0
ENSG000001770232	0	0	0	0	0	0
ENSG000001870822	0	1	0	0	0	0
ENSG000001865997	0	0	0	0	0	0
ENSG000001981292	0	0	0	1	0	0
ENSG000002552511	0	2	0	0	2	1
ENSG000002489441	0	0	0	0	0	0
ENSG000002366606	0	0	0	0	0	0
ENSG000002347494	0	0	1	0	0	0
ENSG000002153654	0	0	0	0	0	0
ENSG000002417372	0	0	0	0	0	0
ENSG000002331763	0	0	0	0	0	0
ENSG000002547961	0	0	0	0	0	0
ENSG000002548891	0	0	0	0	0	0
ENSG000002547152	0	0	0	0	0	0
ENSG000001893935	0	0	0	0	0	0
ENSG000002316563	0	0	0	0	0	0
ENSG000002294773	0	0	0	0	0	0
ENSG000002247103	0	0	0	0	1	0
ENSG000002235353	0	1	0	0	0	0
ENSG000002371223	0	0	0	0	0	0
ENSG000002358253	0	0	0	0	0	0
ENSG000002545971	0	0	0	0	2	0
ENSG000002553781	0	0	0	0	0	0
ENSG000002547761	0	0	0	0	0	0
ENSG000001865722	0	0	0	0	0	0
ENSG000001865627	0	0	0	0	0	0
ENSG000001865792	0	0	0	0	0	0
ENSG000001767822	0	0	0	0	0	0
ENSG0000017828713	0	0	0	2	0	0
ENSG000002159771	0	0	0	0	0	0
ENSG000001767973	0	0	0	0	0	0
ENSG000002545431	0	2	2	0	2	1
ENSG000001717112	0	0	0	0	0	0
ENSG000002153563	0	0	0	0	0	0
ENSG000002299073	0	0	0	0	0	0
ENSG000002257254	1	22	35	6	19	20
ENSG000002552111	0	0	0	0	2	0
ENSG000002370383	0	0	1	0	0	0
ENSG000002253273	0	0	0	0	0	0
ENSG000002059891	0	1	1	1	1	0
ENSG000002331154	0	4	9	2	1	0
ENSG000002153545	0	3	3	1	0	1
ENSG000002542292	0	2	3	2	0	4
ENSG000002270133	0	0	0	0	0	0
ENSG000002538811	0	0	0	0	0	0
ENSG000002554591	0	2	3	2	2	0
ENSG000002213051	0	0	0	0	0	0
ENSG000002444271	0	0	0	4	6	5
ENSG000002543111	0	0	0	2	0	0
ENSG000002210272	0	23	31	35	30	5
ENSG000002491881	0	16	14	6	16	7
ENSG000002538932	0	32	35	33	14	9
ENSG000002689551	0	2	0	0	0	2
ENSG000001732953	24	286	408	432	411	320
ENSG000002539811	1	46	50	47	60	38
ENSG000001823195	392	5387	7633	7023	6311	4148
ENSG000002535051	0	0	5	0	0	0
ENSG000002541531	0	0	0	0	0	1
ENSG000002533431	0	0	0	0	0	0
ENSG000002537741	0	2	0	0	0	3
ENSG000002531301	0	0	0	2	4	3
ENSG000002636161	0	0	0	0	0	0
ENSG000002644451	0	0	0	0	0	0
ENSG000002539581	0	28	25	21	11	18
ENSG000001763055	0	0	0	0	0	0
ENSG000002543671	0	0	0	1	0	0
ENSG000001473246	306	4504	6173	5601	4893	3253
ENSG000002007131	0	0	0	0	0	0
ENSG000002709661	1	1	2	1	0	0
ENSG000002336093	0	1	2	2	13	2
ENSG000002072441	0	0	0	0	0	0
ENSG0000010462610	160	1799	2662	2361	2104	1497
ENSG000002634071	1	0	0	2	0	0
ENSG000002525431	0	0	0	0	0	1
ENSG000002390781	0	0	0	0	0	0
ENSG000001732814	166	2347	3260	2998	2747	1773
ENSG000002543401	0	4	6	1	2	8
ENSG000002534261	2	11	19	21	15	16
ENSG000002532522	0	10	12	14	16	2
ENSG000002485382	3	25	61	153	144	106
ENSG000002540912	0	0	0	0	0	0
ENSG000002542351	0	0	1	6	1	0
ENSG000002538871	0	0	0	1	0	0
ENSG000002074151	0	0	0	0	0	0
ENSG000002537351	0	0	0	0	0	0
ENSG000002018151	0	0	0	0	0	0
ENSG000002542371	0	0	0	0	0	0
ENSG000002490501	0	0	0	0	0	0
ENSG000002722671	2	53	61	39	36	27
ENSG0000017327311	406	5979	8540	5616	5024	3492
ENSG000002536971	0	1	1	7	3	0
ENSG000002077011	1	0	0	0	1	0
ENSG000002390651	1	2	0	1	0	0
ENSG000002532302	144	2169	2635	2021	1765	1341
ENSG000002384961	0	0	0	2	0	0
ENSG000002600931	0	11	13	8	2	6
ENSG0000017580610	7	150	224	116	91	93
ENSG000002213201	0	0	0	0	0	0
ENSG000002498481	0	0	1	0	0	0
ENSG000002614511	0	2	8	3	6	4
ENSG000002536411	0	10	23	8	2	3
ENSG000002071281	0	1	0	0	0	0
ENSG000002536781	0	0	0	0	0	0
ENSG000002536491	2	11	18	30	13	11
ENSG000002725051	0	28	33	43	25	27
ENSG000001846476	2	1	1	7	0	0
ENSG000001836385	14	43	50	51	42	31
ENSG000002637621	0	0	0	0	0	0
ENSG000001710606	0	0	0	0	6	3
ENSG000002124331	0	0	0	0	0	0
ENSG000001710566	4	71	116	78	109	65
ENSG000002587241	0	0	0	0	0	0
ENSG000002488962	2	22	30	26	14	19
ENSG000002540934	53	557	917	740	711	495
ENSG000002525651	0	0	0	0	0	0
ENSG000002536951	0	2	6	0	0	4
ENSG000001710446	35	506	600	419	399	308
ENSG000002076001	0	5	1	5	1	0
ENSG000002548391	0	4	0	5	0	2
ENSG000002699181	8	248	267	249	172	147
ENSG000002553102	19	410	481	384	338	241
ENSG000002549363	0	59	37	38	34	39
ENSG000002153463	4	21	43	37	35	26
ENSG000002545561	0	3	4	11	6	7
ENSG000002319654	0	6	1	5	5	6
ENSG000002700761	0	8	7	2	2	2
ENSG000002368271	0	0	0	0	0	0
ENSG000002393153	0	0	0	0	0	0
ENSG000002493162	0	0	2	0	0	0
ENSG000001046435	216	2511	3452	2763	2495	1777
ENSG000002464772	0	63	81	62	68	39
ENSG000001777105	0	5	26	23	14	7
ENSG0000015431610	3	91	117	91	87	58
ENSG000002550201	14	40	81	27	29	24
ENSG000001846084	0	1	2	0	0	3
ENSG000002424832	0	0	0	0	0	0
ENSG000001993681	0	0	0	0	0	0
ENSG0000015431910	20	136	228	278	257	144
ENSG000001365738	0	0	0	2	0	2
ENSG000002699541	0	0	0	0	0	0
ENSG000002547741	0	0	0	0	1	0
ENSG000002555181	0	0	0	0	0	0
ENSG000002553541	0	3	0	0	1	0
ENSG000001709833	0	0	0	0	0	0
ENSG0000013657413	0	9	28	14	10	7
ENSG000002553942	0	0	0	0	2	0
ENSG0000015432811	76	1113	1613	1433	1264	858
ENSG000002272032	0	11	8	6	5	8
ENSG000000794598	1039	13373	19055	12340	11207	7727
ENSG000002550461	2	24	28	9	31	30
ENSG0000016473316	375	5497	8165	6547	6133	4053
ENSG000002698991	1	19	17	11	11	9
ENSG000002551441	0	0	0	0	0	0
ENSG000002549481	0	0	0	0	0	0
ENSG000002060145	0	0	4	0	0	0
ENSG000002058842	0	0	1	0	0	0
ENSG000002058832	0	0	0	0	0	1
ENSG000002058824	0	0	0	5	0	2
ENSG000002551741	0	0	5	0	4	0
ENSG000002545072	0	19	18	5	8	5
ENSG000002550981	8	53	82	51	53	37
ENSG000002550161	0	0	0	0	0	0
ENSG000002548171	0	0	0	0	0	0
ENSG000002547001	0	0	0	0	0	0
ENSG000002330501	0	0	0	0	0	0
ENSG000002520291	0	0	0	0	0	0
ENSG000002555442	0	0	0	0	0	0
ENSG000002153433	0	0	0	0	0	0
ENSG000002550523	3	49	58	30	48	28
ENSG000002549231	0	2	2	0	2	0
ENSG000002264303	0	2	3	0	2	0
ENSG000002234432	0	1	6	2	0	2
ENSG000002548662	0	1	0	0	3	0
ENSG000002058794	4	8	35	16	17	22
ENSG000002498891	0	5	12	4	1	3
ENSG000002666371	0	0	0	0	2	0
ENSG0000018652310	8	142	221	174	135	117
ENSG000002554951	4	45	61	62	65	30
ENSG000002545271	0	2	8	6	2	5
ENSG000002372153	0	0	0	0	0	0
ENSG000002329481	0	0	0	0	0	0
ENSG000002525351	0	0	0	0	0	0
ENSG000002546231	0	0	0	0	0	0
ENSG000002153393	0	0	0	1	0	0
ENSG000002278883	8	74	135	72	86	26
ENSG000002544231	2	10	11	8	4	2
ENSG000002555562	2	6	10	17	4	8
ENSG000002422962	0	5	4	2	4	2
ENSG000002700741	0	9	7	0	2	2
ENSG000002514023	2	15	17	16	14	7
ENSG000002507942	1	19	30	25	26	28
ENSG000002658261	0	0	4	0	0	0
ENSG000001450028	5	60	81	85	72	46
ENSG000002555492	0	11	15	39	1	6
ENSG000002701541	0	10	4	14	4	5
ENSG000002217142	0	6	6	3	2	4
ENSG000002426071	6	42	84	84	64	47
ENSG000002384601	1	28	29	31	32	28
ENSG000002551221	5	29	50	68	51	34
ENSG000002442891	2	3	4	3	15	5
ENSG000002383231	0	2	3	0	2	2
ENSG000002552531	0	2	3	3	1	0
ENSG000002545811	0	0	0	1	0	0
ENSG000001774006	0	0	0	0	0	0
ENSG000002549171	0	0	0	0	0	0
ENSG000002547241	0	0	0	0	0	0
ENSG000002645121	0	0	0	0	2	0
ENSG000001543598	331	4144	5965	5013	4557	3163
ENSG000002662061	1	1	5	4	1	0
ENSG000002548131	0	0	0	0	0	0
ENSG000002554941	0	0	0	0	1	0
ENSG000002644631	0	0	0	0	0	0
ENSG000002503054	55	698	952	751	660	459
ENSG000002514682	4	29	45	33	27	16
ENSG000002069961	0	0	0	0	0	0
ENSG0000016474110	22	282	400	543	498	312
ENSG000002006301	0	0	0	0	0	0
ENSG000002539321	0	0	0	0	0	0
ENSG000002532571	0	0	0	0	0	0
ENSG000002521791	0	0	0	0	0	0
ENSG000002550691	0	0	0	0	0	0
ENSG000001647434	0	7	10	6	2	5
ENSG000002544911	0	0	0	0	0	0
ENSG000002554571	0	0	0	0	0	0
ENSG000002554131	0	0	0	0	0	0
ENSG000002547531	0	0	0	0	0	0
ENSG000002544251	0	0	0	0	0	0
ENSG000002554371	0	2	2	2	7	3
ENSG000001850538	0	0	0	0	0	2
ENSG000002545751	0	0	0	0	0	0
ENSG000002143664	0	1	2	1	1	0
ENSG000002522641	0	0	0	0	0	0
ENSG000002069501	0	0	0	0	0	0
ENSG000002520351	0	0	0	0	0	0
ENSG000002634151	0	0	0	0	0	0
ENSG000002553651	0	0	0	0	0	0
ENSG000001991271	0	0	0	0	0	0
ENSG000002550762	0	0	0	0	0	0
ENSG000002493681	0	0	0	0	0	0
ENSG0000010472316	168	3250	4413	3475	3076	2242
ENSG000002232141	0	0	0	0	0	0
ENSG000002484231	0	1	0	2	0	0
ENSG000002504831	0	0	1	0	0	0
ENSG000002268364	0	0	0	0	0	0
ENSG000002536481	0	0	0	0	0	0
ENSG0000003894510	0	1	8	4	8	1
ENSG000002539511	0	0	0	0	0	0
ENSG000002539342	0	0	0	0	0	0
ENSG000002531841	0	0	0	0	0	0
ENSG000002534962	0	0	0	0	0	0
ENSG000002640921	0	0	0	0	1	0
ENSG000000785798	2	2	4	1	6	0
ENSG000001559707	52	665	972	582	632	376
ENSG000002492582	0	11	21	19	10	10
ENSG000002441131	0	2	0	0	0	0
ENSG000001042198	205	2174	3342	2453	2250	1444
ENSG000002719481	4	22	43	42	15	23
ENSG000001987917	395	5352	7645	5906	5094	3769
ENSG000001559755	192	2616	3406	3025	2496	1815
ENSG000000039879	20	227	364	322	254	189
ENSG000002146072	0	0	0	0	0	0
ENSG0000000398912	182	2654	3700	3505	3231	2238
ENSG000001042138	16	216	367	301	212	172
ENSG000001294229	40	625	991	998	811	552
ENSG000002655201	0	1	0	0	0	0
ENSG000002531681	0	0	0	3	0	1
ENSG000002122801	0	0	0	0	0	0
ENSG000002539441	0	2	0	0	1	2
ENSG000002536711	0	3	0	0	2	0
ENSG0000010476012	2	28	30	6	2	1
ENSG000002532151	0	0	0	0	0	0
ENSG000002540542	0	3	4	5	0	0
ENSG0000007867413	590	8843	12348	9120	8161	5522
ENSG0000010476313	315	3418	4778	3684	3554	2486
ENSG000002452812	5	10	30	24	6	7
ENSG000002533841	0	12	36	13	21	16
ENSG000001714289	12	145	203	119	104	93
ENSG000002540151	0	0	0	0	0	0
ENSG000002539371	0	0	0	0	0	0
ENSG000002445931	0	0	0	0	0	0
ENSG000002716541	0	0	0	0	0	0
ENSG000001560064	0	0	2	1	2	0
ENSG0000015601112	82	1274	1933	1372	1307	811
ENSG000001872293	0	0	2	1	0	0
ENSG000002440181	0	1	4	5	0	2
ENSG000002519631	0	0	1	0	0	0
ENSG000002011571	0	2	0	0	0	0
ENSG000002533351	0	2	0	6	4	4
ENSG000002702551	0	2	0	1	0	0
ENSG000002535571	0	0	0	0	0	2
ENSG000002542421	1	0	0	0	0	0
ENSG000002503161	0	0	0	0	0	0
ENSG000002542011	0	0	0	0	0	0
ENSG000002532801	0	0	0	0	0	0
ENSG000001046117	21	185	255	230	181	154
ENSG0000014740810	2	11	4	24	8	9
ENSG000002532701	0	0	0	0	0	0
ENSG000001046137	123	1988	2867	2852	2531	1743
ENSG0000017544510	26	369	463	440	393	287
ENSG000002537751	0	0	2	0	0	0
ENSG000002427091	0	0	0	0	0	0
ENSG0000003656510	0	0	0	2	0	0
ENSG000001474166	298	3820	5291	4675	4352	3038
ENSG000002222671	0	1	7	9	10	4
ENSG0000006133711	196	2255	2994	2805	2533	1624
ENSG000002537332	0	2	7	4	4	5
ENSG000002531641	0	3	2	6	0	5
ENSG000002531781	0	0	0	0	0	0
ENSG000002519441	0	0	0	0	0	0
ENSG000002533001	0	0	0	0	0	2
ENSG000002538661	0	0	0	0	0	0
ENSG000002542601	0	0	0	0	0	0
ENSG000002540921	0	0	0	0	0	0
ENSG000002531471	0	0	0	0	0	0
ENSG000002540261	0	0	0	0	0	0
ENSG000002531991	0	0	0	0	0	0
ENSG000002540401	0	0	0	0	0	0
ENSG000002159452	0	0	0	0	0	0
ENSG000002543341	0	0	0	0	0	0
ENSG000002667131	0	0	0	0	0	0
ENSG000002666301	0	0	0	0	0	0
ENSG000001685466	12	200	286	234	166	117
ENSG000002734841	0	0	0	0	0	0
ENSG000001474438	2	15	9	17	1	6
ENSG0000013022712	575	7507	10780	9073	8181	5566
ENSG000001588069	2	50	49	44	35	39
ENSG000002384661	0	0	0	0	0	0
ENSG000001588156	2	12	14	11	6	18
ENSG0000015885613	4	68	69	74	98	32
ENSG0000015886317	62	1112	1479	1546	1196	906
ENSG000002565861	0	0	0	0	0	0
ENSG000001735669	23	180	265	191	168	132
ENSG0000016845310	3	11	9	19	8	6
ENSG000001684767	163	2352	3158	2734	2596	1691
ENSG000001684814	0	0	2	2	0	0
ENSG000001684848	0	0	0	0	1	1
ENSG0000016848713	70	828	1245	1056	969	639
ENSG000001777254	1	0	2	5	4	3
ENSG000001684909	4	60	58	101	66	52
ENSG000002080371	0	3	5	0	1	5
ENSG000001684958	215	3406	4877	4593	4161	2791
ENSG000002540641	4	46	41	39	39	19
