gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
YOL083W,1187.11341470768,2.91126828395067,0.221818893468088,2.25506149337822e-40,4.45265529063487e-38
YLR178C,9966.83456880956,4.5164054536057,0.349751274027148,3.05892698354408e-39,5.85115377071041e-37
YGR201C,4736.77700134015,3.59707463832807,0.278767966536097,3.28558780789981e-39,6.09426756731963e-37
YJL161W,2012.52394348903,3.09460447041391,0.242279485294013,2.0441269631473e-38,3.68002974747784e-36
YAL008W,2283.96801323112,2.51800986307822,0.198336707537664,6.91832336517101e-38,1.20991592337748e-35
YIL087C,2202.665229056,2.38668658930512,0.18872261116113,1.35588692671571e-37,2.30538441067413e-35
YJL066C,1393.7223851421,2.79776306883878,0.221641688470229,1.55000104198726e-37,2.56420442648757e-35
YOR289W,3881.25509657926,2.46785671945584,0.196387621930999,3.2968208890794e-37,5.31048438475131e-35
YDR032C,15067.7797972367,2.02927623038935,0.161249868164116,3.44748703208675e-37,5.41078669830845e-35
YBR115C,1853.26700314898,-1.93784165166768,0.153978879412469,3.78501520563622e-37,5.79201951842483e-35
YBL064C,8449.00598954602,3.09435328266389,0.247089595920822,4.6573500263864e-37,6.95308280768565e-35
YJR096W,8681.71935993623,3.08666424494892,0.246596877411212,5.51752987283544e-37,8.04114294086327e-35
YOL101C,1951.93936779254,5.24186406971165,0.423510896308236,1.8877811541713e-36,2.68723452201919e-34
YGR236C,881.556759170077,6.04031170143162,0.489421707507627,3.51024959890964e-36,4.88323586248317e-34
YJL200C,1681.3681915862,-2.96359383346656,0.24038692740425,5.36524782575053e-36,7.29792932031533e-34
YBR116C,221.008799777778,6.2157920051447,0.506721795504863,2.45099350735075e-35,3.26141983880303e-33
YBL049W,1212.38360264336,3.15097912127614,0.258911150768484,3.89659480735206e-35,5.07469293953233e-33
YNL195C,1195.16047488885,4.38762434193874,0.364436606088559,1.50771389607652e-34,1.92264932455925e-32
YMR173W-A,1345.71519283655,3.43460058210467,0.288860309203521,1.11705672324034e-33,1.39540902101105e-31
YMR169C,11658.5147096372,6.15928439835398,0.525606619303807,6.35507021369822e-33,7.77987695560936e-31
YDL124W,13996.7817408236,1.97769351104899,0.167750392540824,6.62385011057962e-33,7.94991892683488e-31
YDL110C,5205.62532972472,2.3000947985907,0.197921653782725,3.95643882580518e-32,4.6571850101449e-30
YOR285W,8439.97019695095,2.00549480311774,0.173017298163991,6.64425014243868e-32,7.6734820984655e-30
YFL030W,2388.61946441599,2.75671245889794,0.238747992593229,8.77487035072654e-32,9.94647804014762e-30
YGR174W-A,217.047081064115,3.36772816607439,0.293371417288495,1.57842041485911e-31,1.7566384289732e-29
YER103W,14655.4301273129,4.42084438230373,0.387157276500166,2.02645808088017e-31,2.21499105590491e-29
YPR184W,2885.12836838459,4.07260138761631,0.357812515206073,3.26115853229717e-31,3.50202655722649e-29
YDR274C,586.996442952599,3.01618437880783,0.264386425686552,3.32985467758828e-31,3.51414491060653e-29
YHR104W,8872.79446617639,2.64246916615288,0.234701041438995,1.95585521892431e-30,2.02911691441283e-28
YBR026C,3976.54997088375,2.21695871079371,0.197896171699527,5.08076712602149e-30,5.18322926306292e-28
YDR453C,3769.57679599257,4.23125125883711,0.383510070804116,1.73244011381616e-29,1.7384042519129e-27
YLR080W,1304.80504702453,2.83533080757699,0.257767614013254,3.70957312872743e-29,3.66230598724849e-27
YGR174C,2928.49317188422,2.44902818204704,0.222929486082426,5.00036671012795e-29,4.85829279884019e-27
YHR216W,1657.38055500432,-3.78973108265254,0.347107587433715,6.45127214842352e-29,6.17003700320318e-27
YKL151C,8664.37064331426,2.85352529309518,0.262017612675862,1.20340132479026e-28,1.13323377062172e-26
YHR139C,1557.06724901953,6.21526309741496,0.572741298354349,1.2517811679816e-28,1.16093220139627e-26
YOR391C,353.427266994771,4.78276396213996,0.441597389668856,1.55314429746676e-28,1.41892481265583e-26
YOR134W,2111.49927453458,3.07091509551029,0.283223177765537,1.89691325263722e-28,1.70750088520477e-26
YOR173W,7499.91329730033,4.22175711514134,0.392047010484968,3.28220716075229e-28,2.91165072912533e-26
YKL093W,1376.9028765444,2.65330207329565,0.245565657487091,3.64541304672642e-28,3.18765332271606e-26
YOR222W,5165.87101821188,-2.52750373974863,0.234421844319107,4.30907751923211e-28,3.7149103514394e-26
YIR033W,3393.7484556735,2.55652276626862,0.237155671507762,4.71418186269875e-28,4.00770933077487e-26
YDR034W-B,1612.97580115489,4.72059072159097,0.441169279608664,6.08501488650572e-28,5.10224330415089e-26
YPL265W,1870.44794259393,-2.95451356225526,0.27553171614408,6.74015191970531e-28,5.57519863520489e-26
YER179W,396.305891351298,2.52800557939021,0.236281016373207,1.12627837065952e-27,9.19193320907592e-26
YDL021W,2382.82486027203,2.928693909206,0.275259548449815,1.6222473829876e-27,1.30654950411409e-25
YIL160C,1541.24504066933,5.17949606127665,0.488351876227954,1.68542840782138e-27,1.33980614081489e-25
YJR005C-A,124.393747176585,4.25708034554603,0.40023472165267,2.2675842683007e-27,1.77947221875238e-25
YPR026W,1116.61198966419,2.60812132926553,0.247312926651445,5.59317184180928e-27,4.33364618274868e-25
